Numero_unique_specimen,BioSample Acession,Type_analyse,Annee_envoi,No_soumission_GQ,No_plaque_envoi,Nom_projet,Numero_unique_groupe,Numero_reception_specimen,Nom_commun,Genre,Espece,Couleur_individu,Age,Sexe_visuel,Region_echantillonnage,Lieu_echantillonnage,Latitude_echantillonnage_DD,Longitude_echantillonnage_DD,Annee_echantillonnage,Mois_echantillonnage,Jour_echantillonnage,Communaute,Nom_chasseur,Sexe_laboratoire,Technique_sexage,Responsable_sexage,Numero_unique_extrait,Haplotype,Librairie_ref
S_20_00639,SAMN36656151,ddRADseq,2019,SCI029054,PE_20_00005,MOBELS,G_20_00639,NQ04_6171,BELUGA,Delphinapterus,leucas,NA,15,NA,SHS,Baie_Nanuttuvik,62.286,-75.142,2004,6,30,Salluit,NA,M,qPCR,S_Guillou,ADN_20_04344,HL012,librairie_143_haplotypes615
S_20_00636,SAMN36656149,ddRADseq,2019,SCI029054,PE_20_00005,MOBELS,G_20_00636,NQ04_6519,BELUGA,Delphinapterus,leucas,NA,24,NA,SHS,Falaise_Innijuaq,62.425,-75.4194,2004,7,2,Salluit,NA,M,qPCR,S_Guillou,ADN_20_01582,HL003,librairie_143_haplotypes615
S_20_00637,SAMN37455841,ddRADseq,2019,SCI029054,PE_20_00005,MOBELS,G_20_00637,NQ04_6520,BELUGA,Delphinapterus,leucas,NA,22,NA,SHS,Baie_Nanuttuvik,62.286,-75.142,2004,6,30,Salluit,NA,M,qPCR,S_Guillou,ADN_20_04357,HL011,librairie_143_haplotypes615
S_20_03182,SAMN36656817,ddRADseq,2019,SCI029054,PE_20_00005,MOBELS,G_20_03182,DLN01_13,BELUGA,Delphinapterus,leucas,NA,34,M,SEH,Nastapoka_Sound,57.05945,-76.56911,2001,8,7,Inukjuak,NA,M,qPCR,S_Guillou,ADN_20_01625,HL019,librairie_143_haplotypes615
S_20_00917,SAMN36656335,ddRADseq,2019,SCI029054,PE_20_00005,MOBELS,G_20_00917,NQ03_5113,BELUGA,Delphinapterus,leucas,NA,27,NA,UNG,Kangirsuk,60.10333333,-69.81333333,2003,6,19,Kangirsuk,NA,M,qPCR,C_Bonnet,ADN_20_02710,HL001,librairie_143_haplotypes615
S_20_03001,SAMN36656783,ddRADseq,2019,SCI029054,PE_20_00005,MOBELS,G_20_03001,DL98_567,BELUGA,Delphinapterus,leucas,NA,13,F,SEH,Kuujjuarapik,55.26666667,-77.8,1998,8,NA,Kuujjuaraapik,NA,F,qPCR,S_Guillou,ADN_20_01644,HL001,librairie_143_haplotypes615
S_20_03089,SAMN37456171,ddRADseq,2019,SCI029054,PE_20_00005,MOBELS,G_20_03089,DL97_119,BELUGA,Delphinapterus,leucas,NA,30,M,SEH,Nastapoka_River,56.91,-76.54416667,1997,8,5,Inukjuak,NA,F,qPCR,S_Guillou,ADN_20_01650,HL009,librairie_143_haplotypes615
S_20_03106,SAMN36656813,ddRADseq,2019,SCI029054,PE_20_00005,MOBELS,G_20_03106,DL97_295,BELUGA,Delphinapterus,leucas,NA,27,NA,SEH,Kuujjuarapik,55.28052,-77.79491,1997,9,12,Kuujjuaraapik,NA,M,qPCR,C_Bonnet,ADN_20_01664,HL008,librairie_143_haplotypes615
S_20_01863,SAMN36656636,ddRADseq,2019,SCI029054,PE_20_00005,MOBELS,G_20_01863,SAL_90_1,BELUGA,Delphinapterus,leucas,NA,NA,F,SEH,Kuujjuarapik,NA,NA,1990,NA,NA,NA,NA,F,qPCR,S_Guillou,ADN_20_01668,HL003,librairie_143_haplotypes615
S_20_01792,SAMN36656631,ddRADseq,2019,SCI029054,PE_20_00005,MOBELS,G_20_01792,IN94_01,BELUGA,Delphinapterus,leucas,NA,9,F,SEH,Nastapoka_River,56.91,-76.54416667,1994,8,NA,Inukjuak,NA,F,qPCR,S_Guillou,ADN_20_01676,HL009,librairie_143_haplotypes615
S_20_00918,SAMN36656336,ddRADseq,2019,SCI029054,PE_20_00005,MOBELS,G_20_00918,NQ03_5115,BELUGA,Delphinapterus,leucas,NA,15,NA,UNG,Kangirsuk,60.10333333,-69.81333333,2003,6,19,Kangirsuk,NA,F,qPCR,C_Bonnet,ADN_20_02011,HL054,librairie_143_haplotypes615
S_20_03341,SAMN36656835,ddRADseq,2019,SCI029054,PE_20_00005,MOBELS,G_20_03341,DL_6072,BELUGA,Delphinapterus,leucas,NA,14,M,NEH,Puvirnituq,59.427,-77.759,2007,10,16,Puvirnituq,NA,M,qPCR,C_Bonnet,ADN_20_03649,HL014,librairie_143_haplotypes615
S_20_01626,SAMN36656585,ddRADseq,2019,SCI029054,PE_20_00005,MOBELS,G_20_01626,DL_9023,BELUGA,Delphinapterus,leucas,NA,NA,F,SEH,Lac_Tasiujaq,56.11,-76.3,2008,7,9,Umiujaq,NA,M,qPCR,S_Guillou,ADN_20_01712,HL009,librairie_143_haplotypes615
S_20_01637,SAMN36656592,ddRADseq,2019,SCI029054,PE_20_00005,MOBELS,G_20_01637,DL_8155,BELUGA,Delphinapterus,leucas,NA,NA,M,SEH,Umiujaq,56.44,-76.56,2008,7,10,Umiujaq,NA,M,qPCR,S_Guillou,ADN_20_01716,HL009,librairie_143_haplotypes615
S_20_01636,SAMN36656591,ddRADseq,2019,SCI029054,PE_20_00005,MOBELS,G_20_01636,DL_8156,BELUGA,Delphinapterus,leucas,NA,NA,M,SEH,Baie_Kilualuk,56.14,-75.96,2008,7,10,Umiujaq,NA,M,qPCR,S_Guillou,ADN_20_01719,HL010,librairie_143_haplotypes615
S_20_01124,SAMN36656456,ddRADseq,2019,SCI029054,PE_20_00005,MOBELS,G_20_01124,DL98_503,BELUGA,Delphinapterus,leucas,NA,NA,F,SEH,Nastapoka_River,56.91,-76.54416667,1998,8,9,Inukjuak,NA,F,qPCR,S_Guillou,ADN_20_01725,HL009,librairie_143_haplotypes615
S_20_03342,SAMN36656836,ddRADseq,2019,SCI029054,PE_20_00005,MOBELS,G_20_03342,DL_6073,BELUGA,Delphinapterus,leucas,NA,13,F,NEH,Puvirnituq,59.427,-77.759,2007,10,16,Puvirnituq,NA,M,qPCR,S_Guillou,ADN_20_03650,HL002,librairie_143_haplotypes615
S_20_01018,SAMN36656394,ddRADseq,2019,SCI029054,PE_20_00005,MOBELS,G_20_01018,NQ03_5205,BELUGA,Delphinapterus,leucas,NA,23,NA,UNG,Kuujjuaq,58.10722222,-68.41166667,2003,6,29,Kuujjuaq,NA,M,qPCR,C_Bonnet,ADN_20_01729,HL003,librairie_143_haplotypes615
S_20_00849,SAMN36656294,ddRADseq,2019,SCI029054,PE_20_00005,MOBELS,G_20_00849,NQDL_3101,BELUGA,Delphinapterus,leucas,NA,28,NA,UNG,Anse_Inussujuaq_Misaqvik,59.99757,-70.40828,2001,7,20,Kangirsuk,NA,M,qPCR,S_Guillou,ADN_20_01738,HL011,librairie_143_haplotypes615
S_20_03054,SAMN36656793,ddRADseq,2019,SCI029054,PE_20_00005,MOBELS,G_20_03054,DL09_177,BELUGA,Delphinapterus,leucas,NA,NA,M,SEH,Umiujaq,56.44,-76.56,2010,6,1,Umiujaq,NA,M,qPCR,S_Guillou,ADN_20_02961,HL026,librairie_143_haplotypes615
S_20_02961,SAMN36656778,ddRADseq,2019,SCI029054,PE_20_00005,MOBELS,G_20_02961,DL98_564,BELUGA,Delphinapterus,leucas,NA,25,M,SEH,Little_Whale_River_Qilalugarsiuviup_Kuunga,55.89111111,-76.89416667,1998,8,5,Kuujjuaraapik,NA,M,qPCR,C_Bonnet,ADN_20_01752,HL063,librairie_143_haplotypes615
S_20_01920,SAMN36656652,ddRADseq,2019,SCI029054,PE_20_00005,MOBELS,G_20_01920,DL98_374,BELUGA,Delphinapterus,leucas,NA,28,M,SHS,Ivujivik,62.09166667,-78.01388889,1999,6,25,Ivujivik,NA,M,qPCR,S_Guillou,ADN_20_03110,HL003,librairie_143_haplotypes615
S_20_02966,SAMN36656782,ddRADseq,2019,SCI029054,PE_20_00005,MOBELS,G_20_02966,DL99_160,BELUGA,Delphinapterus,leucas,NA,14,M,SEH,Nastapoka_Sound,57,-76.64166667,1999,8,3,Inukjuak,NA,M,qPCR,S_Guillou,ADN_20_01760,HL009,librairie_143_haplotypes615
S_20_03039,SAMN36656792,ddRADseq,2019,SCI029054,PE_20_00005,MOBELS,G_20_03039,DL_3092,BELUGA,Delphinapterus,leucas,NA,15,F,UNG,Qarmait,59.59,-69.52,2001,6,20,Kangirsuk,NA,F,qPCR,S_Guillou,ADN_20_01766,HL073,librairie_143_haplotypes615
S_20_03037,SAMN36656791,ddRADseq,2019,SCI029054,PE_20_00005,MOBELS,G_20_03037,DLN01_08,BELUGA,Delphinapterus,leucas,NA,18,M,SEH,Nastapoka_Sound,57.34511,-76.67685,2001,8,3,Inukjuak,NA,M,qPCR,S_Guillou,ADN_20_01768,HL009,librairie_143_haplotypes615
S_20_03036,SAMN36656790,ddRADseq,2019,SCI029054,PE_20_00005,MOBELS,G_20_03036,DLN01_07,BELUGA,Delphinapterus,leucas,NA,23,M,SEH,Nastapoka_Sound,57.33703,-76.68103,2001,8,3,Inukjuak,NA,M,qPCR,C_Bonnet,ADN_20_01769,HL009,librairie_143_haplotypes615
S_20_02964,SAMN36656780,ddRADseq,2019,SCI029054,PE_20_00005,MOBELS,G_20_02964,DL99_157,BELUGA,Delphinapterus,leucas,NA,3,M,SEH,Nastapoka_Sound,57,-76.64166667,1999,8,3,Inukjuak,NA,F,qPCR,C_Bonnet,ADN_20_01777,HL019,librairie_143_haplotypes615
S_20_01709,SAMN36656602,ddRADseq,2019,SCI029054,PE_20_00005,MOBELS,G_20_01709,DL_10063,BELUGA,Delphinapterus,leucas,NA,NA,F,SEH,Lac_Tasiujaq,56.11,-76.3,2009,7,7,Umiujaq,NA,M,qPCR,S_Guillou,ADN_20_01792,HL018,librairie_143_haplotypes615
S_20_02591,SAMN36656736,ddRADseq,2019,SCI029054,PE_20_00005,MOBELS,G_20_02591,DL16_056,BELUGA,Delphinapterus,leucas,NA,NA,F,UNG,Tasiujaq,58.79,-69.652,2017,8,5,Tasiujaq,NA,F,qPCR,S_Guillou,ADN_20_01793,HL003,librairie_143_haplotypes615
S_20_02444,SAMN37456159,ddRADseq,2019,SCI029054,PE_20_00005,MOBELS,G_20_02444,DL09_189,BELUGA,Delphinapterus,leucas,NA,NA,F,SEH,Lac_Tasiujaq,56.11,-76.3,2009,7,7,Umiujaq,NA,F,qPCR,S_Guillou,ADN_20_01800,HL009,librairie_143_haplotypes615
S_20_02239,SAMN36656691,ddRADseq,2019,SCI029054,PE_20_00005,MOBELS,G_20_02239,DL13_029,BELUGA,Delphinapterus,leucas,NA,NA,F,SHS,Island_Naujaaraarjuq,60.554,-69.659,2015,6,26,Kuujjuaq,NA,F,qPCR,S_Guillou,ADN_20_02790,HL003,librairie_143_haplotypes615
S_20_02262,SAMN36656702,ddRADseq,2019,SCI029054,PE_20_00005,MOBELS,G_20_02262,DL15_089,BELUGA,Delphinapterus,leucas,NA,NA,M,UNG,Pointe_Umiannguaq,60,-70.016,2015,7,3,Kangirsuk,NA,M,qPCR,C_Bonnet,ADN_20_01823,HL014,librairie_143_haplotypes615
S_20_02381,SAMN37456268,ddRADseq,2019,SCI029054,PE_20_00005,MOBELS,G_20_02381,DL18_048,BELUGA,Delphinapterus,leucas,NA,NA,M,UNG,Tasiujaq,NA,NA,2018,7,10,Tasiujaq,NA,M,qPCR,C_Bonnet,ADN_20_01832,HL001,librairie_143_haplotypes615
S_20_02355,SAMN36656713,ddRADseq,2019,SCI029054,PE_20_00005,MOBELS,G_20_02355,DL16_035,BELUGA,Delphinapterus,leucas,NA,NA,M,UNG,Island_Qulluvik,60.159,-69.451,2018,7,9,Kuujjuaq,NA,M,qPCR,S_Guillou,ADN_20_01833,HL001,librairie_143_haplotypes615
S_20_02634,SAMN36656743,ddRADseq,2019,SCI029054,PE_20_00005,MOBELS,G_20_02634,DL16_045,BELUGA,Delphinapterus,leucas,NA,NA,F,UNG,Tasiujaq,58.656,-69.647,2016,7,12,Tasiujaq,NA,M,qPCR,S_Guillou,ADN_20_01842,HL003,librairie_143_haplotypes615
S_20_02373,SAMN36656717,ddRADseq,2019,SCI029054,PE_20_00005,MOBELS,G_20_02373,DL17_193,BELUGA,Delphinapterus,leucas,NA,NA,M,NEH,Akulivik,NA,NA,2018,10,20,Akulivik,NA,M,qPCR,C_Bonnet,ADN_20_03312,HL003,librairie_143_haplotypes615
S_20_02362,SAMN36656714,ddRADseq,2019,SCI029054,PE_20_00005,MOBELS,G_20_02362,DL16_182,BELUGA,Delphinapterus,leucas,NA,NA,F,NEH,Akulivik,NA,NA,2018,10,20,Akulivik,NA,M,qPCR,S_Guillou,ADN_20_03304,HL010,librairie_143_haplotypes615
S_20_02364,SAMN36656715,ddRADseq,2019,SCI029054,PE_20_00005,MOBELS,G_20_02364,DL17_060,BELUGA,Delphinapterus,leucas,NA,NA,M,UNG,Tasiujaq,NA,NA,2018,7,11,Tasiujaq,NA,M,qPCR,S_Guillou,ADN_20_01856,HL001,librairie_143_haplotypes615
S_20_02384,SAMN37456270,ddRADseq,2019,SCI029054,PE_20_00005,MOBELS,G_20_02384,DL18_051,BELUGA,Delphinapterus,leucas,NA,NA,F,UNG,Cap_Qalirusiq,58.953,-69.695,2018,7,11,Tasiujaq,NA,F,qPCR,C_Bonnet,ADN_20_01879,HL017,librairie_143_haplotypes615
S_20_01991,SAMN36656665,ddRADseq,2019,SCI029054,PE_20_00005,MOBELS,G_20_01991,DL10_254,BELUGA,Delphinapterus,leucas,NA,NA,F,UNG,Kangiqsualujjuaq,NA,NA,2010,8,16,Kangiqsualujjuaq,NA,F,qPCR,S_Guillou,ADN_20_01895,HL003,librairie_143_haplotypes615
S_20_01878,SAMN36656643,ddRADseq,2019,SCI029054,PE_20_00005,MOBELS,G_20_01878,TA94_08,BELUGA,Delphinapterus,leucas,NA,NA,F,UNG,Baie_Ungavatuaq,58.629166,-69.79805,1994,8,16,Tasiujaq,NA,F,qPCR,C_Bonnet,ADN_20_01900,HL003,librairie_143_haplotypes615
S_20_02174,SAMN36656684,ddRADseq,2019,SCI029054,PE_20_00005,MOBELS,G_20_02174,DL_4032,BELUGA,Delphinapterus,leucas,White,NA,F,SEH,Little_Whale_River_Qilalugarsiuviup_Kuunga,56,-76.666,2002,7,20,DFO_MPO,NA,F,qPCR,S_Guillou,ADN_20_01914,HL071,librairie_143_haplotypes615
S_20_03480,SAMN36656864,ddRADseq,2019,SCI029054,PE_20_00005,MOBELS,G_20_03480,DL2010_008_F,BELUGA,Delphinapterus,leucas,White,31,F,SLE,Sainte_Flavie,48.60638889,-68.24111111,2010,8,29,Saint_Laurent,NA,F,qPCR,S_Guillou,ADN_20_01940,HL099,librairie_143_haplotypes615
S_20_01794,SAMN36656632,ddRADseq,2019,SCI029054,PE_20_00005,MOBELS,G_20_01794,DL2018_105,BELUGA,Delphinapterus,leucas,Grey,0,M,SLE,Riviere_Ouelle,47.485684,-70.023444,2018,7,30,Saint_Laurent,NA,M,qPCR,S_Guillou,ADN_20_04290,HL010,librairie_143_haplotypes615
S_20_01086,SAMN36656436,ddRADseq,2019,SCI029054,PE_20_00005,MOBELS,G_20_01086,NQDL_3057,BELUGA,Delphinapterus,leucas,NA,20,NA,SHS,Digges_Islands,62.60062,-77.82511,2001,10,22,Puvirnituq,NA,M,qPCR,S_Guillou,ADN_20_03355,HL001,librairie_143_haplotypes615
S_20_00870,SAMN36656309,ddRADseq,2019,SCI029054,PE_20_00005,MOBELS,G_20_00870,NQDL_3036,BELUGA,Delphinapterus,leucas,NA,6,NA,SHS,Kangiqsujuaq,61.74165,-72.03639,2001,6,25,Kangiqsujuaq,NA,M,qPCR,C_Bonnet,ADN_20_02923,HL051,librairie_143_haplotypes615
S_20_00926,SAMN36656341,ddRADseq,2019,SCI029054,PE_20_00005,MOBELS,G_20_00926,ARRB_02_1186,BELUGA,Delphinapterus,leucas,NA,24,M,NHB,Repulse_Bay_Lyon Inlet,NA,NA,2002,9,NA,Naujaat,NA,M,qPCR,S_Guillou,ADN_20_01970,HL055,librairie_143_haplotypes615
S_20_00959,SAMN36656355,ddRADseq,2019,SCI029054,PE_20_00005,MOBELS,G_20_00959,ARRB_02_1119,BELUGA,Delphinapterus,leucas,NA,10,F,NHB,Repulse_Bay,NA,NA,2002,9,22,Naujaat,NA,M,qPCR,S_Guillou,ADN_20_01516,HL003,librairie_143_haplotypes615
S_20_01062,SAMN36656419,ddRADseq,2019,SCI029054,PE_20_00005,MOBELS,G_20_01062,ARCH_00_1053,BELUGA,Delphinapterus,leucas,NA,9,F,NHB,Coral_Harbour_Snafu,NA,NA,2000,8,24,Coral Harbour,Peter_Nakoolak,F,qPCR,S_Guillou,ADN_20_01286,HL044,librairie_143_haplotypes615
S_20_00913,SAMN36656331,ddRADseq,2019,SCI029054,PE_20_00005,MOBELS,G_20_00913,NQ03_5057,BELUGA,Delphinapterus,leucas,NA,11,NA,SHS,Kangiqsujuaq,61.731,-72.053,2003,7,10,Kangiqsujuaq,NA,M,qPCR,S_Guillou,ADN_20_01999,HL012,librairie_143_haplotypes615
S_20_00726,SAMN36656208,ddRADseq,2019,SCI029054,PE_20_00005,MOBELS,G_20_00726,ARSQ_03_1014,BELUGA,Delphinapterus,leucas,NA,23,M,SAN,Sanikiluaq,NA,NA,2003,9,29,Sanikiluaq,Markossie_Sala,M,qPCR,S_Guillou,ADN_20_01083,HL001,librairie_143_haplotypes615
S_20_00857,SAMN36656301,ddRADseq,2019,SCI029054,PE_20_00005,MOBELS,G_20_00857,NQDL_3297,BELUGA,Delphinapterus,leucas,NA,NA,NA,UNG,Dry_Bay,58.37181,-68.201,2001,7,19,Kuujjuaq,NA,M,qPCR,S_Guillou,ADN_20_01772,HL011,librairie_143_haplotypes615
S_20_00820,SAMN36656283,ddRADseq,2019,SCI029054,PE_20_00005,MOBELS,G_20_00820,NQWW_01_20,BELUGA,Delphinapterus,leucas,NA,8,NA,SHS,Quaqtaq,60.96877,-69.70186,2001,11,2,Quaqtaq,NA,M,qPCR,S_Guillou,ADN_20_02033,HL003,librairie_143_haplotypes615
S_20_01080,SAMN36656432,ddRADseq,2019,SCI029054,PE_20_00005,MOBELS,G_20_01080,ARCI_99_1020,BELUGA,Delphinapterus,leucas,NA,9,NA,NWH,Chesterfield_Inlet,NA,NA,1999,9,NA,Chesterfield Inlet,NA,F,qPCR,S_Guillou,ADN_20_01306,HL001,librairie_143_haplotypes615
S_20_01773,SAMN36656619,ddRADseq,2019,SCI029054,PE_20_00005,MOBELS,G_20_01773,DL2011_002_B,BELUGA,Delphinapterus,leucas,Grey,0,NA,SLE,Rimouski_est,48.78527778,-68.54277778,2011,5,19,Saint_Laurent,NA,F,qPCR,S_Guillou,ADN_20_05036,HL008,librairie_143_haplotypes615
S_20_03634,SAMN36656934,ddRADseq,2019,SCI029054,PE_20_00005,MOBELS,G_20_03634,B92_LH_55,BELUGA,Delphinapterus,leucas,NA,21,M,NHS,Lake_Harbour_Kimmirut,62.845712,-69.864133,1992,10,11,Kimmirut,NA,M,qPCR,S_Guillou,ADN_20_02104,HL003,librairie_143_haplotypes615
S_20_03600,SAMN36656915,ddRADseq,2019,SCI029054,PE_20_00005,MOBELS,G_20_03600,LH_18,BELUGA,Delphinapterus,leucas,NA,NA,F,NHS,Kimmirut,NA,NA,1989,6,24,Kimmirut,NA,F,qPCR,S_Guillou,ADN_20_02106,HL003,librairie_143_haplotypes615
S_20_03623,SAMN36656925,ddRADseq,2019,SCI029054,PE_20_00005,MOBELS,G_20_03623,B_92_61_IQ,BELUGA,Delphinapterus,leucas,NA,15,M,FRB,Iqaluit,NA,NA,1992,6,4,Iqaluit,NA,NA,NA,NA,ADN_20_02111,HL011,librairie_143_haplotypes615
S_20_03618,SAMN36656924,ddRADseq,2019,SCI029054,PE_20_00005,MOBELS,G_20_03618,LH_90_X_90_05,BELUGA,Delphinapterus,leucas,NA,NA,F,NHS,Kimmirut,NA,NA,1990,7,10,Kimmirut,NA,F,qPCR,S_Guillou,ADN_20_02114,HL056,librairie_143_haplotypes615
S_20_03636,SAMN36656935,ddRADseq,2019,SCI029054,PE_20_00005,MOBELS,G_20_03636,LH_B91_03,BELUGA,Delphinapterus,leucas,NA,NA,F,NHS,Kimmirut,NA,NA,1991,10,17,Kimmirut,NA,F,qPCR,S_Guillou,ADN_20_02116,HL015,librairie_143_haplotypes615
S_20_03626,SAMN36656927,ddRADseq,2019,SCI029054,PE_20_00005,MOBELS,G_20_03626,B92_LH_54,BELUGA,Delphinapterus,leucas,NA,12,M,NHS,Lake_Harbour_Kimmirut,62.845712,-69.864133,1992,10,11,Kimmirut,NA,M,qPCR,S_Guillou,ADN_20_02123,HL012,librairie_143_haplotypes615
S_20_03628,SAMN36656929,ddRADseq,2019,SCI029054,PE_20_00005,MOBELS,G_20_03628,LH_B91_01,BELUGA,Delphinapterus,leucas,NA,NA,F,NHS,Kimmirut,NA,NA,1991,10,17,Kimmirut,NA,F,qPCR,S_Guillou,ADN_20_02132,HL012,librairie_143_haplotypes615
S_20_03585,SAMN36656904,ddRADseq,2019,SCI029054,PE_20_00005,MOBELS,G_20_03585,B92_LH_49,BELUGA,Delphinapterus,leucas,NA,13,F,NHS,Lake_Harbour_Kimmirut,NA,NA,1992,10,11,Kimmirut,NA,F,qPCR,S_Guillou,ADN_20_02138,HL011,librairie_143_haplotypes615
S_20_00643,SAMN36656154,ddRADseq,2019,SCI029054,PE_20_00006,MOBELS,G_20_00643,FMMM_CH_011,BELUGA,Delphinapterus,leucas,NA,32,F,NHB,Coral_Harbour,63.730596,-83.551415,1993,7,27,Coral Harbour,NA,M,qPCR,C_Bonnet,ADN_20_01205,HL013,librairie_143_haplotypes615
S_20_00924,SAMN36656339,ddRADseq,2019,SCI029054,PE_20_00006,MOBELS,G_20_00924,ARRB_02_1177,BELUGA,Delphinapterus,leucas,NA,53,M,NHB,Repulse_Bay,NA,NA,2002,8,3,Naujaat,NA,M,qPCR,S_Guillou,ADN_20_01224,HL016,librairie_143_haplotypes615
S_20_01058,NA,ddRADseq,2019,SCI029054,PE_20_00006,MOBELS,G_20_01058,ARCH_00_1039,BELUGA,Delphinapterus,leucas,NA,3,M,NHB,Coral_Harbour_Bear_Island,NA,NA,2000,8,26,Coral Harbour,Casey_Pajak,M,qPCR,S_Guillou,ADN_20_01282,HL003,librairie_143_haplotypes615
S_20_01064,NA,ddRADseq,2019,SCI029054,PE_20_00006,MOBELS,G_20_01064,ARCH_00_1056,BELUGA,Delphinapterus,leucas,NA,20,M,NHB,Coral_Harbour_Bear_Island,NA,NA,2000,8,24,Coral Harbour,John_Shiriat,M,qPCR,C_Bonnet,ADN_20_01288,HL012,librairie_143_haplotypes615
S_20_01067,SAMN36656423,ddRADseq,2019,SCI029054,PE_20_00006,MOBELS,G_20_01067,ARCH_00_1063,BELUGA,Delphinapterus,leucas,NA,5,F,NHB,Coral_Harbour_Kirchoffer_Point,NA,NA,2000,8,24,Coral Harbour,John_Shimout,F,qPCR,S_Guillou,ADN_20_01291,HL003,librairie_143_haplotypes615
S_20_01068,SAMN36656424,ddRADseq,2019,SCI029054,PE_20_00006,MOBELS,G_20_01068,ARCH_00_1064,BELUGA,Delphinapterus,leucas,NA,9,M,NHB,Coral_Harbour_Prairie_Point,NA,NA,2000,8,26,Coral Harbour,John_Shimout,M,qPCR,S_Guillou,ADN_20_01292,HL011,librairie_143_haplotypes615
S_20_01096,SAMN36656445,ddRADseq,2019,SCI029054,PE_20_00006,MOBELS,G_20_01096,NQDL_3311,BELUGA,Delphinapterus,leucas,NA,42,NA,NEH,Cape_Smith,60.70253,-78.45242,2001,10,15,Puvirnituq,NA,F,qPCR,S_Guillou,ADN_20_01322,HL002,librairie_143_haplotypes615
S_20_01098,SAMN36656447,ddRADseq,2019,SCI029054,PE_20_00006,MOBELS,G_20_01098,NQDL_3313,BELUGA,Delphinapterus,leucas,NA,19,NA,NEH,Cape_Smith,60.72451,-78.4678,2001,10,15,Puvirnituq,NA,M,qPCR,S_Guillou,ADN_20_01324,HL003,librairie_143_haplotypes615
S_20_00649,SAMN36656159,ddRADseq,2019,SCI029054,PE_20_00006,MOBELS,G_20_00649,NQDL_3245,BELUGA,Delphinapterus,leucas,NA,NA,NA,UNG,Aupaluk,59.49623,-69.72468,2001,7,5,Aupaluk,NA,M,qPCR,C_Bonnet,ADN_20_01733,HL014,librairie_143_haplotypes615
S_20_00868,SAMN36656308,ddRADseq,2019,SCI029054,PE_20_00006,MOBELS,G_20_00868,NQDL_3029,BELUGA,Delphinapterus,leucas,NA,17,NA,SHS,Kangiqsujuaq,61.74612,-72.04448,2001,7,30,Kangiqsujuaq,NA,F,qPCR,C_Bonnet,ADN_20_01382,HL003,librairie_143_haplotypes615
S_20_00869,SAMN37455901,ddRADseq,2019,SCI029054,PE_20_00006,MOBELS,G_20_00869,NQDL_3030,BELUGA,Delphinapterus,leucas,NA,33,NA,SHS,Kangiqsujuaq,61.75456,-72.03742,2001,7,30,Kangiqsujuaq,NA,F,qPCR,S_Guillou,ADN_20_01383,HL003,librairie_143_haplotypes615
S_20_02285,SAMN36656703,ddRADseq,2019,SCI029054,PE_20_00006,MOBELS,G_20_02285,DL_5042,BELUGA,Delphinapterus,leucas,NA,NA,M,SHS,Pointe_Naujaat,61.0194,-69.4622,2004,6,15,Quaqtaq,NA,M,qPCR,S_Guillou,ADN_20_04388,HL003,librairie_143_haplotypes615
S_20_00989,SAMN36656374,ddRADseq,2019,SCI029054,PE_20_00006,MOBELS,G_20_00989,NQ04_6001,BELUGA,Delphinapterus,leucas,NA,9,NA,SHS,Quaqtaq,60.97,-69.71,2004,10,18,Quaqtaq,NA,M,qPCR,C_Bonnet,ADN_20_04393,HL055,librairie_143_haplotypes615
S_20_00975,SAMN36656366,ddRADseq,2019,SCI029054,PE_20_00006,MOBELS,G_20_00975,NQ04_6007,BELUGA,Delphinapterus,leucas,NA,9,NA,SHS,Quaqtaq,60.97,-69.71,2004,10,22,Kuujjuaq,NA,F,qPCR,C_Bonnet,ADN_20_04397,HL002,librairie_143_haplotypes615
S_20_00979,SAMN37455404,ddRADseq,2019,SCI029054,PE_20_00006,MOBELS,G_20_00979,NQ04_6014,BELUGA,Delphinapterus,leucas,NA,NA,NA,SHS,Quaqtaq,60.97,-69.71,2004,10,13,Quaqtaq,NA,F,qPCR,S_Guillou,ADN_20_04402,HL001,librairie_143_haplotypes615
S_20_00965,SAMN36656360,ddRADseq,2019,SCI029054,PE_20_00006,MOBELS,G_20_00965,NQ04_6024,BELUGA,Delphinapterus,leucas,NA,NA,NA,SHS,Kangiqsujuaq,NA,NA,2004,6,24,Kangiqsujuaq,NA,M,qPCR,S_Guillou,ADN_20_04413,HL003,librairie_143_haplotypes615
S_20_00971,NA,ddRADseq,2019,SCI029054,PE_20_00006,MOBELS,G_20_00971,NQ04_6115,BELUGA,Delphinapterus,leucas,NA,31,NA,SHS,Camp_Imilimmiut,60.8167,-69.4361,2004,7,7,Kangirsuk,NA,M,qPCR,S_Guillou,ADN_20_01495,HL003,librairie_143_haplotypes615
S_20_00974,SAMN36656365,ddRADseq,2019,SCI029054,PE_20_00006,MOBELS,G_20_00974,NQ04_6157,BELUGA,Delphinapterus,leucas,NA,NA,NA,SHS,Quaqtaq,60.97,-69.71,2004,10,28,Quaqtaq,NA,M,qPCR,S_Guillou,ADN_20_04426,HL001,librairie_143_haplotypes615
S_20_00680,SAMN37455027,ddRADseq,2019,SCI029054,PE_20_00006,MOBELS,G_20_00680,ARHU97_061,BELUGA,Delphinapterus,leucas,NA,30,F,NWH,Whale_Cove,NA,NA,1997,8,10,Whale Cove,L_OKALIK,F,qPCR,S_Guillou,ADN_20_01503,HL027,librairie_143_haplotypes615
