"ID","Marker","BioSample.Accession","Mitogenome.accession","Mitochondrial.clade","Sex.qPCR","Age","Region","Location","Year","Month","Day","Membership.rad","Membership.wgs","Q1.rad","Q2.rad","Q3.rad","Q4.rad","Q5.rad","Q1.wgs","Q2.wgs","Q3.wgs","Q4.wgs","Q5.wgs","Q6.wgs","O.Hom.rad","E.Hom.rad","F.rad","O.Hom.wgs","E.Hom.wgs","F.wgs"
"S_20_01630","ddRADseq","SAMN36656588",NA,NA,"F",NA,"South East Hudson Bay","Lac_Tasiujaq",2009,7,21,"HBSC",NA,0.021365,0.601963,0.134704,0.107251,0.134717,NA,NA,NA,NA,NA,NA,18259,18470.8,-0.03479,NA,NA,NA
"S_20_01632","ddRADseq","SAMN36656589",NA,NA,"F",NA,"South East Hudson Bay","Kuujjuarapik",2015,7,23,"LGR",NA,0.00001,0.00001,0.00001,0.00001,0.99996,NA,NA,NA,NA,NA,NA,18048,18141.7,-0.01573,NA,NA,NA
"S_20_01635","ddRADseq","SAMN36656590",NA,NA,"F",NA,"South East Hudson Bay","Umiujaq",2017,7,18,"HBSC",NA,0.110438,0.429045,0.255377,0.115848,0.089292,NA,NA,NA,NA,NA,NA,16553,16209.9,0.06684,NA,NA,NA
"S_20_01636","ddRADseq","SAMN36656591",NA,NA,"M",NA,"South East Hudson Bay","Baie_Kilualuk",2008,7,10,"HBSC",NA,0.101211,0.499422,0.327745,0.00001,0.071612,NA,NA,NA,NA,NA,NA,17732,17422.9,0.05506,NA,NA,NA
"S_20_01637","ddRADseq","SAMN36656592",NA,NA,"M",NA,"South East Hudson Bay","Umiujaq",2008,7,10,"HBSC",NA,0.040068,0.648177,0.129431,0.065273,0.117051,NA,NA,NA,NA,NA,NA,17992,18312.5,-0.05319,NA,NA,NA
"S_20_01638","ddRADseq","SAMN36656593",NA,NA,"F",NA,"South East Hudson Bay","Baie_Kilualuk",2007,8,8,"HBSC",NA,0.063542,0.791215,0.00001,0.040517,0.104715,NA,NA,NA,NA,NA,NA,18343,18543.6,-0.03278,NA,NA,NA
"S_20_01639","ddRADseq","SAMN36656594",NA,NA,"M",NA,"South East Hudson Bay","Kuujjuarapik",2015,7,10,"LGR",NA,0.001646,0.00001,0.00001,0.00001,0.998324,NA,NA,NA,NA,NA,NA,18527,18557.7,-0.00501,NA,NA,NA
"S_20_01706","ddRADseq","SAMN36656599",NA,NA,"F",NA,"South East Hudson Bay","Lac_Tasiujaq",2009,7,7,"HBSC",NA,0.049538,0.57751,0.175254,0.117925,0.079773,NA,NA,NA,NA,NA,NA,18271,18480.4,-0.03438,NA,NA,NA
"S_20_01707","ddRADseq","SAMN36656600",NA,NA,"M",NA,"South East Hudson Bay","Baie_Kilualuk",2007,8,5,"HBSC",NA,0.065989,0.5956,0.125193,0.094171,0.119047,NA,NA,NA,NA,NA,NA,18047,17996.6,0.00853,NA,NA,NA
"S_20_01708","ddRADseq","SAMN36656601",NA,NA,"F",NA,"South East Hudson Bay","Baie_Kilualuk",2007,8,8,"HBSC",NA,0.062467,0.76816,0.00001,0.052822,0.116541,NA,NA,NA,NA,NA,NA,18297,18491.1,-0.03181,NA,NA,NA
"S_20_01709","ddRADseq","SAMN36656602",NA,NA,"M",NA,"South East Hudson Bay","Lac_Tasiujaq",2009,7,7,"HBSC",NA,0.091558,0.614844,0.109253,0.068994,0.115351,NA,NA,NA,NA,NA,NA,18465,18089.6,0.06331,NA,NA,NA
"S_20_01727","lcWGS","SAMN36656604","OQ554150","Clade D","M",NA,"South East Hudson Bay","Kuujjuarapik",2019,9,25,NA,"HBSC",NA,NA,NA,NA,NA,0.34547,0.00001,0.317399,0.094686,0.197102,0.045333,NA,NA,NA,581137,644032.7,-0.33098
"S_20_01734","lcWGS","SAMN36656605","OQ554151","Clade D","F",NA,"South East Hudson Bay","Kuujjuarapik",2020,10,4,NA,"HBSC",NA,NA,NA,NA,NA,0.99091,0.00905,0.00001,0.00001,0.00001,0.00001,NA,NA,NA,631683,640926.3,-0.04888
"S_20_01736","lcWGS","SAMN36656606","OQ554152","Clade C","F",NA,"South East Hudson Bay","Kuujjuarapik",2019,10,12,NA,"JB",NA,NA,NA,NA,NA,0.00001,0.00001,0.99995,0.00001,0.00001,0.00001,NA,NA,NA,633610,648872.1,-0.07978
"S_20_01744","lcWGS","SAMN36656608","OQ554154","Clade D","F",NA,"South East Hudson Bay","Kuujjuarapik",2020,10,3,NA,"HBSC",NA,NA,NA,NA,NA,0.596691,0.008193,0.063468,0.057473,0.240408,0.033767,NA,NA,NA,633545,644234.6,-0.05624
"S_20_01765","Both","SAMN36656614","OQ554160","Clade A","F",27,"South East Hudson Bay","Nastapoka_River",1994,8,NA,"HBSC","HBSC",0.046864,0.600778,0.207243,0.084086,0.06103,0.499124,0.008803,0.065511,0.085452,0.298866,0.042243,18242,18559.9,-0.05186,638563,643431.3,-0.02563
"S_20_01784","Both","SAMN36656626","OQ554167","Clade A","M",11,"South East Hudson Bay","Nastapoka_River",1994,8,NA,"HBSC","HBSC",0.005531,0.556811,0.211176,0.085569,0.140913,0.528075,0.00001,0.03975,0.106458,0.272549,0.053157,18243,18567.7,-0.05294,633465,645840.8,-0.06491
"S_20_01791","ddRADseq","SAMN36656630",NA,NA,NA,8,"South East Hudson Bay","Nastapoka_River",1994,8,NA,"HBSC",NA,0.074805,0.513753,0.216606,0.082534,0.112302,NA,NA,NA,NA,NA,NA,18259,18447.3,-0.03093,NA,NA,NA
"S_20_01792","ddRADseq","SAMN36656631",NA,NA,"F",9,"South East Hudson Bay","Nastapoka_River",1994,8,NA,"HBSC",NA,0.08125,0.622019,0.114659,0.070986,0.111087,NA,NA,NA,NA,NA,NA,18265,18359.8,-0.01568,NA,NA,NA
"S_20_01801","ddRADseq","SAMN36656634",NA,NA,"M",NA,"South East Hudson Bay","Nastapoka_Sound",2001,8,7,"HBSC",NA,0.040089,0.554361,0.256271,0.058037,0.091242,NA,NA,NA,NA,NA,NA,18182,18472.8,-0.04773,NA,NA,NA
"S_20_01803","ddRADseq","SAMN36656635",NA,NA,"M",16,"South East Hudson Bay","Nastapoka_Sound",2001,8,3,"HBSC",NA,0.060879,0.551835,0.209824,0.065714,0.111747,NA,NA,NA,NA,NA,NA,18186,18240.8,-0.00914,NA,NA,NA
"S_20_01863","ddRADseq","SAMN36656636",NA,NA,"F",NA,"South East Hudson Bay","Kuujjuarapik",1990,NA,NA,"HBSC",NA,0.04463,0.639826,0.206251,0.058717,0.050575,NA,NA,NA,NA,NA,NA,18306,18558.3,-0.04117,NA,NA,NA
"S_20_01864","ddRADseq","SAMN36656637",NA,NA,"F",21,"South East Hudson Bay","Kuujjuarapik",1994,7,25,"LGR",NA,0.024645,0.040539,0.000014,0.00001,0.934793,NA,NA,NA,NA,NA,NA,18465,18545.6,-0.01316,NA,NA,NA
"S_20_01865","Both","SAMN36656638","OQ554171","Clade A","M",NA,"South East Hudson Bay","Kuujjuarapik",1990,NA,NA,"LGR","LGR",0.00001,0.050909,0.102805,0.063047,0.783229,0.00001,0.00001,0.00001,0.00001,0.99995,0.00001,18458,18534.1,-0.01244,639115,644575.7,-0.0287
"S_20_01867","lcWGS","SAMN36656640","OQ554172","Clade A","F",18,"South East Hudson Bay","Nastapoka_River",1994,8,16,NA,"HBSC",NA,NA,NA,NA,NA,0.552542,0.015464,0.016872,0.107362,0.289927,0.017832,NA,NA,NA,636436,628465.2,0.04285
"S_20_01873","ddRADseq","SAMN36656641",NA,NA,"F",NA,"South East Hudson Bay","Kuujjuarapik",1993,NA,NA,"HBSC",NA,0.070124,0.520912,0.286367,0.109228,0.013368,NA,NA,NA,NA,NA,NA,18339,18277,0.01032,NA,NA,NA
"S_20_01889","lcWGS","SAMN36656646","OQ554174","Clade D","M",7,"South East Hudson Bay",NA,1995,8,9,NA,"LGR",NA,NA,NA,NA,NA,0.00001,0.00001,0.00001,0.00001,0.99995,0.00001,NA,NA,NA,640185,642025.9,-0.00971
"S_20_01948","ddRADseq","SAMN36656660",NA,NA,"F",11,"South East Hudson Bay","Kuujjuarapik",2001,6,13,"LGR",NA,0.000329,0.071724,0.00001,0.00001,0.927927,NA,NA,NA,NA,NA,NA,18555,18544.3,0.00175,NA,NA,NA
"S_20_02083","ddRADseq","SAMN36656674",NA,NA,"M",NA,"South East Hudson Bay","Island_Anderson",2017,6,22,"HBSC",NA,0.130439,0.499747,0.20074,0.099872,0.069201,NA,NA,NA,NA,NA,NA,17786,17499.9,0.05035,NA,NA,NA
"S_20_02104","ddRADseq","SAMN36656678",NA,NA,"F",NA,"South East Hudson Bay","Kuujjuarapik",2018,7,7,"HBSC",NA,0.026014,0.583711,0.254636,0.063554,0.072085,NA,NA,NA,NA,NA,NA,18409,18527.6,-0.01939,NA,NA,NA
"S_20_02173","ddRADseq","SAMN36656683",NA,NA,"F",NA,"South East Hudson Bay","Umiujaq",2002,6,18,"HBSC",NA,0.075781,0.600809,0.136118,0.088189,0.099104,NA,NA,NA,NA,NA,NA,18244,18431.2,-0.03084,NA,NA,NA
"S_20_02174","ddRADseq","SAMN36656684",NA,NA,"F",NA,"South East Hudson Bay","Little_Whale_River_Qilalugarsiuviup_Kuunga",2002,7,20,"LGR",NA,0.031448,0.073721,0.002817,0.058503,0.833511,NA,NA,NA,NA,NA,NA,18535,18557.9,-0.00373,NA,NA,NA
"S_20_02175","lcWGS","SAMN36656685","OQ554182","Clade D","M",NA,"South East Hudson Bay","Little_Whale_River_Qilalugarsiuviup_Kuunga",2002,7,28,NA,"LGR",NA,NA,NA,NA,NA,0.00001,0.00001,0.00001,0.00001,0.99995,0.00001,NA,NA,NA,646197,642590.4,0.01901
"S_20_02177","ddRADseq","SAMN36656686",NA,NA,"M",NA,"South East Hudson Bay","Little_Whale_River_Qilalugarsiuviup_Kuunga",2002,7,28,"LGR",NA,0.00001,0.00001,0.041471,0.00001,0.958499,NA,NA,NA,NA,NA,NA,18361,18463.1,-0.01674,NA,NA,NA
"S_20_02178","ddRADseq","SAMN36656687",NA,NA,"M",NA,"South East Hudson Bay","Little_Whale_River_Qilalugarsiuviup_Kuunga",2002,7,24,"LGR",NA,0.045253,0.058464,0.104931,0.00926,0.782093,NA,NA,NA,NA,NA,NA,18204,18179.4,0.00412,NA,NA,NA
"S_20_02179","ddRADseq","SAMN36656688",NA,NA,"M",NA,"South East Hudson Bay","Little_Whale_River_Qilalugarsiuviup_Kuunga",2002,7,24,"LGR",NA,0.012806,0.10283,0.055174,0.043922,0.785269,NA,NA,NA,NA,NA,NA,18260,18491.4,-0.03796,NA,NA,NA
"S_20_02180","ddRADseq","SAMN36656689",NA,NA,"M",NA,"South East Hudson Bay","Little_Whale_River_Qilalugarsiuviup_Kuunga",2002,7,19,"LGR",NA,0.00001,0.00001,0.00001,0.00001,0.99996,NA,NA,NA,NA,NA,NA,18417,18563.5,-0.0239,NA,NA,NA
"S_20_02249","ddRADseq","SAMN36656694",NA,NA,"M",NA,"South East Hudson Bay","Pointe_Pilavvik",2015,6,12,"JB",NA,0.015416,0.025054,0.00001,0.900388,0.059133,NA,NA,NA,NA,NA,NA,18705,18505,0.03277,NA,NA,NA
"S_20_02340","lcWGS","SAMN36656708","OQ554186","Clade A",NA,23,"South East Hudson Bay","Nastapoka_River",2000,8,5,NA,"HBSC",NA,NA,NA,NA,NA,0.489257,0.033685,0.042753,0.119881,0.285013,0.029411,NA,NA,NA,638385,633943.4,0.02373
"S_20_02375","ddRADseq","SAMN36656719",NA,NA,"F",NA,"South East Hudson Bay","Inukjuak",2018,6,23,"HBSC",NA,0.019421,0.541098,0.182782,0.12074,0.135959,NA,NA,NA,NA,NA,NA,18190,18183.4,0.00111,NA,NA,NA
"S_20_02659","ddRADseq","SAMN36656746",NA,NA,"M",NA,"South East Hudson Bay","Lac_Tasiujaq",2015,NA,NA,"HBSC",NA,0.057416,0.554995,0.280162,0.063228,0.0442,NA,NA,NA,NA,NA,NA,18148,18096.4,0.00868,NA,NA,NA
"S_20_02664","ddRADseq","SAMN36656747",NA,NA,NA,NA,"South East Hudson Bay","Umiujaq",2007,7,16,"HBSC",NA,0.046265,0.578803,0.291785,0.025107,0.05804,NA,NA,NA,NA,NA,NA,18184,17992.9,0.03236,NA,NA,NA
"S_20_02767","ddRADseq","SAMN36656755",NA,NA,"M",NA,"South East Hudson Bay","Little_Whale_River_Qilalugarsiuviup_Kuunga",2009,7,22,"LGR",NA,0.00001,0.00001,0.00001,0.00001,0.99996,NA,NA,NA,NA,NA,NA,18374,18440.3,-0.0109,NA,NA,NA
"S_20_02848","ddRADseq","SAMN36656759",NA,NA,"M",26,"South East Hudson Bay","Inukjuak",2007,8,11,"HBSC",NA,0.037908,0.604048,0.137184,0.104833,0.116027,NA,NA,NA,NA,NA,NA,18347,18561.7,-0.03503,NA,NA,NA
"S_20_02849","ddRADseq","SAMN36656760",NA,NA,"M",NA,"South East Hudson Bay","Baie_Kilualuk",2007,7,24,"HBSC",NA,0.054403,0.555172,0.208663,0.07789,0.103872,NA,NA,NA,NA,NA,NA,17831,17904.6,-0.01259,NA,NA,NA
"S_20_02863","lcWGS","SAMN36656761","OQ554192","Clade A","F",NA,"South East Hudson Bay","Kuujjuarapik",2015,NA,NA,NA,"LGR",NA,NA,NA,NA,NA,0.00001,0.00001,0.00001,0.00001,0.99995,0.00001,NA,NA,NA,636298,632767.9,0.01884
"S_20_02865","lcWGS","SAMN36656762","OQ554193","Clade A","F",NA,"South East Hudson Bay","Kuujjuarapik",2015,NA,NA,NA,"LGR",NA,NA,NA,NA,NA,0.00001,0.00001,0.00001,0.00001,0.99995,0.00001,NA,NA,NA,640135,640988.2,-0.00451
"S_20_02866","lcWGS","SAMN36656763","OQ554194","Clade A","F",NA,"South East Hudson Bay","Kuujjuarapik",2015,NA,NA,NA,"LGR",NA,NA,NA,NA,NA,0.00001,0.00001,0.00001,0.00001,0.99995,0.00001,NA,NA,NA,640950,642917.2,-0.01036
"S_20_02890","lcWGS","SAMN36656765","OQ554195","Clade C","M",NA,"South East Hudson Bay","Kuujjuarapik",2020,10,3,NA,"JB",NA,NA,NA,NA,NA,0.00001,0.00001,0.988244,0.00001,0.011715,0.000012,NA,NA,NA,639506,648495.5,-0.047
"S_20_02957","ddRADseq","SAMN36656775",NA,NA,"M",11,"South East Hudson Bay","Little_Whale_River_Qilalugarsiuviup_Kuunga",1998,8,5,"HBSC",NA,0.053926,0.60147,0.207719,0.00001,0.136874,NA,NA,NA,NA,NA,NA,18403,18554.2,-0.02467,NA,NA,NA
"S_20_02958","ddRADseq","SAMN36656776",NA,NA,"F",17,"South East Hudson Bay","Nastapoka_River",1998,8,9,"HBSC",NA,0.043567,0.717457,0.097354,0.058852,0.082769,NA,NA,NA,NA,NA,NA,18285,18367.7,-0.01367,NA,NA,NA
"S_20_02959","ddRADseq","SAMN36656777",NA,NA,"M",20,"South East Hudson Bay","Kuujjuarapik",1998,8,11,"LGR",NA,0.023552,0.092817,0.054635,0.00001,0.828986,NA,NA,NA,NA,NA,NA,18280,18412.3,-0.02179,NA,NA,NA
"S_20_02961","ddRADseq","SAMN36656778",NA,NA,"M",25,"South East Hudson Bay","Little_Whale_River_Qilalugarsiuviup_Kuunga",1998,8,5,"HBSC",NA,0.009945,0.700748,0.131366,0.068968,0.088973,NA,NA,NA,NA,NA,NA,18286,18394.6,-0.01792,NA,NA,NA
"S_20_02963","ddRADseq","SAMN36656779",NA,NA,"M",6,"South East Hudson Bay","Nastapoka_Sound",1999,8,3,"HBSC",NA,0.016385,0.613529,0.204999,0.092602,0.072484,NA,NA,NA,NA,NA,NA,18327,18526.8,-0.03269,NA,NA,NA
"S_20_02964","ddRADseq","SAMN36656780",NA,NA,"F",3,"South East Hudson Bay","Nastapoka_Sound",1999,8,3,"HBSC",NA,0.086646,0.605131,0.124085,0.123231,0.060906,NA,NA,NA,NA,NA,NA,18294,18290.2,0.00063,NA,NA,NA
"S_20_02965","ddRADseq","SAMN36656781",NA,NA,"F",24,"South East Hudson Bay","Nastapoka_Sound",1999,8,3,"HBSC",NA,0.07344,0.698163,0.104109,0.047725,0.076563,NA,NA,NA,NA,NA,NA,18107,17970.3,0.02332,NA,NA,NA
"S_20_02966","ddRADseq","SAMN36656782",NA,NA,"M",14,"South East Hudson Bay","Nastapoka_Sound",1999,8,3,"HBSC",NA,0.033779,0.61281,0.190405,0.05087,0.112136,NA,NA,NA,NA,NA,NA,18083,18347.5,-0.04375,NA,NA,NA
"S_20_03001","ddRADseq","SAMN36656783",NA,NA,"F",13,"South East Hudson Bay","Kuujjuarapik",1998,8,NA,"LGR",NA,0.00001,0.00001,0.066473,0.03273,0.900777,NA,NA,NA,NA,NA,NA,18342,18354.8,-0.0021,NA,NA,NA
"S_20_03026","ddRADseq","SAMN36656784",NA,NA,"F",30,"South East Hudson Bay","Little_Whale_River_Qilalugarsiuviup_Kuunga",2001,8,1,"LGR",NA,0.03401,0.068601,0.043863,0.019848,0.833677,NA,NA,NA,NA,NA,NA,18488,18559.6,-0.01167,NA,NA,NA
"S_20_03027","ddRADseq","SAMN36656785",NA,NA,"M",17,"South East Hudson Bay","Little_Whale_River_Qilalugarsiuviup_Kuunga",2001,8,4,"LGR",NA,0.049864,0.024719,0.004764,0.00001,0.920642,NA,NA,NA,NA,NA,NA,18600,18534.2,0.01075,NA,NA,NA
"S_20_03028","ddRADseq","SAMN36656786",NA,NA,"M",21,"South East Hudson Bay","Little_Whale_River_Qilalugarsiuviup_Kuunga",2001,8,4,"LGR",NA,0.003811,0.00001,0.00001,0.00001,0.996159,NA,NA,NA,NA,NA,NA,18447,18463.9,-0.00278,NA,NA,NA
"S_20_03033","ddRADseq","SAMN36656787",NA,NA,"F",18,"South East Hudson Bay","Nastapoka_Sound",2001,8,1,"HBSC",NA,0.044529,0.618346,0.157971,0.098383,0.080771,NA,NA,NA,NA,NA,NA,18556,18544.1,0.00194,NA,NA,NA
"S_20_03034","ddRADseq","SAMN36656788",NA,NA,"M",26,"South East Hudson Bay","Nastapoka_Sound",2001,8,3,"HBSC",NA,0.056161,0.590055,0.214682,0.030581,0.108521,NA,NA,NA,NA,NA,NA,18318,18534.5,-0.03539,NA,NA,NA
"S_20_03035","ddRADseq","SAMN36656789",NA,NA,"M",18,"South East Hudson Bay","Nastapoka_Sound",2001,8,3,"HBSC",NA,0.047209,0.592208,0.241426,0.063669,0.055489,NA,NA,NA,NA,NA,NA,18322,18498.9,-0.029,NA,NA,NA
"S_20_03036","ddRADseq","SAMN36656790",NA,NA,"M",23,"South East Hudson Bay","Nastapoka_Sound",2001,8,3,"HBSC",NA,0.039794,0.566193,0.241184,0.041183,0.111646,NA,NA,NA,NA,NA,NA,17875,18258.9,-0.06388,NA,NA,NA
"S_20_03037","ddRADseq","SAMN36656791",NA,NA,"M",18,"South East Hudson Bay","Nastapoka_Sound",2001,8,3,"HBSC",NA,0.057313,0.571987,0.233797,0.079131,0.057772,NA,NA,NA,NA,NA,NA,18164,18209,-0.00751,NA,NA,NA
"S_20_03054","ddRADseq","SAMN36656793",NA,NA,"M",NA,"South East Hudson Bay","Umiujaq",2010,6,1,"HBSC",NA,0.028722,0.530202,0.259654,0.113897,0.067525,NA,NA,NA,NA,NA,NA,18381,18520.3,-0.02274,NA,NA,NA
"S_20_03055","ddRADseq","SAMN36656794",NA,NA,"M",NA,"South East Hudson Bay","Umiujaq",2010,10,1,"HBSC",NA,0.030368,0.577142,0.228164,0.08811,0.076215,NA,NA,NA,NA,NA,NA,18248,18403.9,-0.02573,NA,NA,NA
"S_20_03056","ddRADseq","SAMN36656795",NA,NA,"M",NA,"South East Hudson Bay","Umiujaq",2010,6,1,"HBSC",NA,0.150433,0.354488,0.29194,0.053663,0.149476,NA,NA,NA,NA,NA,NA,16934,16586.1,0.06656,NA,NA,NA
"S_20_03083","ddRADseq","SAMN36656796",NA,NA,"F",14,"South East Hudson Bay","Inukjuak",1997,8,4,"HBSC",NA,0.02839,0.611983,0.104756,0.089201,0.16567,NA,NA,NA,NA,NA,NA,18098,18339.8,-0.04001,NA,NA,NA
"S_20_03084","ddRADseq","SAMN36656797",NA,NA,"F",NA,"South East Hudson Bay",NA,1997,8,5,"HBSC",NA,0.044328,0.628583,0.222303,0.036074,0.068712,NA,NA,NA,NA,NA,NA,18331,18563.8,-0.03797,NA,NA,NA
"S_20_03085","ddRADseq","SAMN36656798",NA,NA,"M",4,"South East Hudson Bay","Inukjuak",1997,NA,NA,"LGR",NA,0.004538,0.123333,0.015858,0.00001,0.856262,NA,NA,NA,NA,NA,NA,18381,18559.5,-0.02913,NA,NA,NA
"S_20_03086","ddRADseq","SAMN36656799",NA,NA,"M",5,"South East Hudson Bay","Nastapoka_Sound",1997,8,4,"HBSC",NA,0.040704,0.604527,0.222344,0.080953,0.051471,NA,NA,NA,NA,NA,NA,18342,18480.6,-0.02272,NA,NA,NA
"S_20_03087","ddRADseq","SAMN36656800",NA,NA,"F",21,"South East Hudson Bay","Inukjuak",1997,8,5,"LGR",NA,0.031506,0.038325,0.00001,0.024629,0.90553,NA,NA,NA,NA,NA,NA,18396,18504.5,-0.01777,NA,NA,NA
"S_20_03088","ddRADseq","SAMN36656801",NA,NA,"F",15,"South East Hudson Bay","Inukjuak",1997,8,4,"HBSC",NA,0.062082,0.60691,0.287745,0.017087,0.026177,NA,NA,NA,NA,NA,NA,18472,18539.5,-0.01102,NA,NA,NA
"S_20_03090","ddRADseq","SAMN36656802",NA,NA,"F",18,"South East Hudson Bay","Inukjuak",1997,8,4,"HBSC",NA,0.041153,0.619786,0.166866,0.02912,0.143075,NA,NA,NA,NA,NA,NA,18235,18388.4,-0.0253,NA,NA,NA
"S_20_03091","ddRADseq","SAMN36656803",NA,NA,"M",28,"South East Hudson Bay","Nastapoka_River",1997,8,5,"HBSC",NA,0.065509,0.507015,0.194474,0.102364,0.130639,NA,NA,NA,NA,NA,NA,18407,18552.2,-0.0237,NA,NA,NA
"S_20_03098","ddRADseq","SAMN36656807",NA,NA,NA,16,"South East Hudson Bay","Umiujaq",1997,NA,NA,"HBSC",NA,0.032645,0.658181,0.1174,0.097893,0.093881,NA,NA,NA,NA,NA,NA,18261,18513.4,-0.04132,NA,NA,NA
"S_20_03100","ddRADseq","SAMN36656808",NA,NA,"F",15,"South East Hudson Bay","Umiujaq",1997,NA,NA,"HBSC",NA,0.056855,0.749122,0.044748,0.025577,0.123699,NA,NA,NA,NA,NA,NA,18120,18345,-0.03723,NA,NA,NA
"S_20_03102","ddRADseq","SAMN36656809",NA,NA,"M",35,"South East Hudson Bay","Kuujjuarapik",1997,9,12,"JB",NA,0.00001,0.096388,0.00001,0.903582,0.00001,NA,NA,NA,NA,NA,NA,18778,18564.7,0.03478,NA,NA,NA
"S_20_03103","lcWGS","SAMN36656810","OQ554199","Clade A","M",5,"South East Hudson Bay",NA,1997,NA,NA,NA,"HBSC",NA,NA,NA,NA,NA,0.516296,0.003597,0.039848,0.109709,0.302315,0.028234,NA,NA,NA,638952,644612.4,-0.02975
"S_20_03104","lcWGS","SAMN36656811","OQ554200","Clade A","M",6,"South East Hudson Bay",NA,1997,NA,NA,NA,"HBSC",NA,NA,NA,NA,NA,0.525743,0.015846,0.034526,0.112588,0.275733,0.035563,NA,NA,NA,635348,628595,0.03629
"S_20_03105","lcWGS","SAMN36656812","OQ554201","Clade A","F",29,"South East Hudson Bay",NA,1997,7,19,NA,"HBSC",NA,NA,NA,NA,NA,0.544341,0.013779,0.052375,0.063528,0.279321,0.046657,NA,NA,NA,639681,638363.5,0.00699
"S_20_03106","ddRADseq","SAMN36656813",NA,NA,"M",27,"South East Hudson Bay","Kuujjuarapik",1997,9,12,"JB",NA,0.002823,0.00001,0.00001,0.997147,0.00001,NA,NA,NA,NA,NA,NA,18704,18527.2,0.02891,NA,NA,NA
"S_20_03180","ddRADseq","SAMN36656815",NA,NA,"F",17,"South East Hudson Bay","Nastapoka_Sound",2001,8,4,"HBSC",NA,0.107757,0.762189,0.00001,0.00475,0.125295,NA,NA,NA,NA,NA,NA,17928,18011.8,-0.0142,NA,NA,NA
"S_20_03181","ddRADseq","SAMN36656816",NA,NA,"M",38,"South East Hudson Bay","Nastapoka_Sound",2001,8,7,"HBSC",NA,0.044041,0.655008,0.123153,0.053323,0.124475,NA,NA,NA,NA,NA,NA,18485,18430.1,0.00903,NA,NA,NA
"S_20_03182","ddRADseq","SAMN36656817",NA,NA,"M",34,"South East Hudson Bay","Nastapoka_Sound",2001,8,7,"HBSC",NA,0.038889,0.638745,0.117742,0.062109,0.142515,NA,NA,NA,NA,NA,NA,18284,18275.8,0.00137,NA,NA,NA
"S_20_03183","ddRADseq","SAMN36656818",NA,NA,"F",28,"South East Hudson Bay","Nastapoka_River",2000,8,10,"HBSC",NA,0.034203,0.587379,0.226398,0.036805,0.115216,NA,NA,NA,NA,NA,NA,17631,17798.8,-0.02848,NA,NA,NA
"S_20_03185","ddRADseq","SAMN36656819",NA,NA,"M",10,"South East Hudson Bay","Nastapoka_River",2000,8,10,"HBSC",NA,0.100549,0.468693,0.220666,0.052641,0.15745,NA,NA,NA,NA,NA,NA,18049,17918.5,0.02223,NA,NA,NA
"S_20_03186","ddRADseq","SAMN36656820",NA,NA,"F",24,"South East Hudson Bay","Nastapoka_River",2000,8,10,"HBSC",NA,0.056835,0.620487,0.159824,0.013152,0.149702,NA,NA,NA,NA,NA,NA,18151,18229.8,-0.01314,NA,NA,NA
"S_20_03197","ddRADseq","SAMN36656822",NA,NA,"M",14,"South East Hudson Bay","Kuujjuarapik",1998,8,11,"LGR",NA,0.00001,0.00001,0.00001,0.00001,0.99996,NA,NA,NA,NA,NA,NA,18365,18388.3,-0.00385,NA,NA,NA
"S_20_03202","ddRADseq","SAMN36656823",NA,NA,"M",23,"South East Hudson Bay","Kuujjuarapik",1998,7,17,"LGR",NA,0.013592,0.072943,0.124108,0.00001,0.789347,NA,NA,NA,NA,NA,NA,18414,18475.2,-0.01005,NA,NA,NA
"S_20_03207","ddRADseq","SAMN36656825",NA,NA,"F",NA,"South East Hudson Bay","Nastapoka_Sound",1998,8,9,"HBSC",NA,0.084701,0.530269,0.256019,0.056672,0.072338,NA,NA,NA,NA,NA,NA,17931,17812.2,0.0205,NA,NA,NA
"S_20_03218","ddRADseq","SAMN36656828",NA,NA,"M",17,"South East Hudson Bay","Kuujjuarapik",1998,7,17,"HBSC",NA,0.037965,0.365791,0.180991,0.044489,0.370765,NA,NA,NA,NA,NA,NA,18217,18378.3,-0.02664,NA,NA,NA
"S_20_03229","ddRADseq","SAMN36656829",NA,NA,"M",31,"South East Hudson Bay","Nastapoka_River",1998,8,1,"HBSC",NA,0.071153,0.521567,0.175506,0.059589,0.172185,NA,NA,NA,NA,NA,NA,17501,17498.7,0.0004,NA,NA,NA
"S_20_03230","ddRADseq","SAMN36656830",NA,NA,"F",7,"South East Hudson Bay","Kuujjuarapik",1998,8,11,"LGR",NA,0.00001,0.00001,0.00001,0.0247,0.97527,NA,NA,NA,NA,NA,NA,18373,18544,-0.02793,NA,NA,NA
"S_20_03231","ddRADseq","SAMN36656831",NA,NA,"F",NA,"South East Hudson Bay","Nastapoka_River",1998,8,9,"HBSC",NA,0.0654,0.620356,0.145231,0.083805,0.085208,NA,NA,NA,NA,NA,NA,18306,18333.2,-0.0045,NA,NA,NA
"S_20_03345","ddRADseq","SAMN36656839",NA,NA,"M",2,"South East Hudson Bay","Lac_Tasiujaq",2008,6,26,"HBSC",NA,0.08514,0.789589,0.00001,0.044164,0.081097,NA,NA,NA,NA,NA,NA,18338,18495.2,-0.02576,NA,NA,NA
