"ID_GQ","Q1","Q2","Q3","Q4","K","Region1","Location","Year","Month","Day"
"S_20_00782",0.602005,0.058797,0.339197,NA,3,"CSB","Pangnirtung",2005,NA,NA
"S_20_00788",0.587722,0.176997,0.235281,NA,3,"SWH","Nelson_River",2004,7,24
"S_20_00789",0.439508,0.119138,0.441354,NA,3,"NWH","Arviat",2003,8,NA
"S_20_00790",0.51215,0.02352,0.46433,NA,3,"NWH","Arviat",2003,8,27
"S_20_00791",1e-05,1e-05,0.99998,NA,3,"NWH","Arviat",2003,8,6
"S_20_00792",0.345936,0.091708,0.562356,NA,3,"NWH","Arviat",2003,8,10
"S_20_00793",0.556638,0.079944,0.363418,NA,3,"NWH","Arviat",2003,8,4
"S_20_00794",0.525906,0.013281,0.460812,NA,3,"NWH","Arviat",2003,8,14
"S_20_00795",0.3773,0.041908,0.580792,NA,3,"NWH","Arviat",2003,8,17
"S_20_00797",0.255904,0.024786,0.71931,NA,3,"NWH","Arviat",2003,8,17
"S_20_00798",0.554951,0.186816,0.258233,NA,3,"NWH","Arviat",2003,8,17
"S_20_00799",0.266482,0.074073,0.659445,NA,3,"NWH","Arviat",2003,8,17
"S_20_00800",0.505794,0.109071,0.385135,NA,3,"NWH","Arviat",2003,8,15
"S_20_00801",0.45086,0.10376,0.44538,NA,3,"NWH","Arviat",2003,8,NA
"S_20_00802",0.565531,0.11283,0.321639,NA,3,"NWH","Arviat",2003,8,14
"S_20_00803",0.080371,0.138871,0.780758,NA,3,"NWH","Arviat",2003,8,14
"S_20_00804",0.139318,0.01173,0.848952,NA,3,"NWH","Arviat",2003,8,14
"S_20_00805",0.105368,0.177642,0.71699,NA,3,"NWH","Arviat",2003,8,9
"S_20_00806",0.337125,0.027286,0.635589,NA,3,"JAM","Bear_Island_Baie_James",2002,9,7
"S_20_00807",0.096578,0.095283,0.808139,NA,3,"JAM","Bear_Island_Baie_James",2002,9,7
"S_20_00808",0.500622,0.071445,0.427933,NA,3,"JAM","Bear_Island_Baie_James",2002,9,7
"S_20_00809",0.127428,0.043014,0.829557,NA,3,"JAM","Bear_Island_Baie_James",2002,9,7
"S_20_00810",0.513629,0.122896,0.363475,NA,3,"JAM","Bear_Island_Baie_James",2002,9,7
"S_20_00811",0.340085,0.119215,0.540701,NA,3,"NWH","Churchill",2002,NA,NA
"S_20_00812",0.693687,0.109612,0.196701,NA,3,"SWH","Nelson_River",2004,7,26
"S_20_00813",0.747197,0.123066,0.129737,NA,3,"SWH","Nelson_River",2003,8,5
"S_20_00814",0.248369,0.106472,0.64516,NA,3,"SHS","Quaqtaq",2001,10,25
"S_20_00816",0.503665,0.057375,0.438961,NA,3,"SHS","Quaqtaq",2001,10,27
"S_20_00817",1e-05,0.99998,1e-05,NA,3,"SHS","Quaqtaq",2001,10,26
"S_20_00818",0.685691,0.062368,0.251942,NA,3,"SHS","Quaqtaq",2001,10,26
"S_20_00820",0.681902,0.114257,0.203841,NA,3,"SHS","Quaqtaq",2001,11,2
"S_20_00828",0.636378,0.06765,0.295972,NA,3,"NWH","Chesterfield_Inlet",1999,9,18
"S_20_00829",0.632783,0.156436,0.210781,NA,3,"NWH","Chesterfield_Inlet",1999,9,22
"S_20_00830",0.573017,0.101642,0.325341,NA,3,"NWH","Chesterfield_Inlet",1999,9,22
"S_20_00831",0.56674,0.119145,0.314115,NA,3,"NWH","Chesterfield_Inlet",1999,9,18
"S_20_00832",0.373507,0.192363,0.43413,NA,3,"NWH","Chesterfield_Inlet",1999,9,22
"S_20_00833",0.315713,0.043834,0.640453,NA,3,"NWH","Chesterfield_Inlet",1999,NA,NA
"S_20_00834",0.646383,0.088892,0.264724,NA,3,"NWH","Chesterfield_Inlet",1999,NA,NA
"S_20_00835_rep_1",0.532524,1e-05,0.467466,NA,3,"SEH","Nastapoka_River",1999,NA,NA
"S_20_00836",0.734591,0.141176,0.124233,NA,3,"SEH","Nastapoka_River",1999,NA,NA
"S_20_00849_rep",0.69228,0.110325,0.197395,NA,3,"UNG","Anse_Inussujuaq_Misaqvik",2001,7,20
"S_20_00851_rep",0.738867,0.147992,0.11314,NA,3,"UNG","Kangirsuk",2001,6,12
"S_20_00852_rep",0.570084,0.11492,0.314996,NA,3,"UNG","Kangirsuk",2001,6,12
"S_20_00853",0.67082,0.084904,0.244276,NA,3,"UNG","Tasiujaq",2001,7,20
"S_20_00854_rep",0.412986,0.402436,0.184578,NA,3,"UNG","Tasiujaq",2001,7,18
"S_20_00855",0.71988,0.117131,0.162989,NA,3,"UNG","Tasiujaq",2001,7,22
"S_20_00856",0.507384,0.087896,0.40472,NA,3,"UNG","Tasiujaq",2001,7,16
"S_20_00857_rep",0.639527,1e-05,0.360463,NA,3,"UNG","Dry_Bay",2001,7,19
"S_20_00860",0.710303,0.079547,0.21015,NA,3,"NEH","Akulivik",2001,10,9
"S_20_00861_rep",0.582949,0.241067,0.175983,NA,3,"NEH","Akulivik",2001,10,9
"S_20_00865",0.751912,0.146173,0.101914,NA,3,"SHS","Baie_Kuuttaap_Kangirsunga",2001,7,14
"S_20_00866",0.51878,0.164339,0.316881,NA,3,"SHS","Salluit_Fjord",2001,6,26
"S_20_00867",0.495322,0.28199,0.222688,NA,3,"SHS","Cap_Uqammaq",2001,6,25
"S_20_00868",0.676319,0.130506,0.193175,NA,3,"SHS","Kangiqsujuaq",2001,7,30
"S_20_00870",0.505974,0.115617,0.378409,NA,3,"SHS","Kangiqsujuaq",2001,6,25
"S_20_00871",0.71249,0.170771,0.116739,NA,3,"SHS","Kangiqsujuaq",2001,7,16
"S_20_00878",0.728094,0.184938,0.086967,NA,3,"SHS","Digges_Islands",2001,10,23
"S_20_00881",0.308483,0.107215,0.584302,NA,3,"SHS","Digges_Islands",2001,10,26
"S_20_00884",0.350126,0.114788,0.535086,NA,3,"SHS","Nuvuk_Islands",2001,10,8
"S_20_00885",0.606349,0.067764,0.325886,NA,3,"SHS","Kangiqsujuaq",2004,7,12
"S_20_00890",0.723546,0.106887,0.169567,NA,3,"SHS","Baie_Qarliik",2004,7,2
"S_20_00891",0.84746,1e-05,0.15253,NA,3,"SHS","Salluit",2004,6,29
"S_20_00892",0.707508,0.064878,0.227614,NA,3,"SHS","Baie_Nanuttuvik",2004,7,30
"S_20_00894",0.329955,0.059933,0.610112,NA,3,"SHS","Ivujivik",2004,10,12
"S_20_00895",0.266088,0.089594,0.644317,NA,3,"SHS","Ivujivik",2004,10,19
"S_20_00897",0.773562,0.141911,0.084527,NA,3,"SHS","Baie_Nanuttuvik",2004,7,1
"S_20_00898",0.767891,0.098103,0.134006,NA,3,"SHS","Salluit",2004,7,1
"S_20_00899",0.735278,0.109284,0.155438,NA,3,"SHS","Falaise_Naujaat_Akulliq",2004,7,1
"S_20_00903",0.6338,0.125582,0.240618,NA,3,"SEH","Little_Whale_River_Qilalugarsiuviup_Kuunga",2003,7,27
"S_20_00904",0.223114,0.357431,0.419455,NA,3,"SEH","Little_Whale_River_Qilalugarsiuviup_Kuunga",2003,7,27
"S_20_00905",0.499666,0.085317,0.415017,NA,3,"SHS","Falaise_Innijuaq",2003,6,28
"S_20_00907",0.72983,0.104266,0.165905,NA,3,"SHS","Pointe_Akulivik",2003,6,26
"S_20_00908",0.617551,0.193279,0.18917,NA,3,"SHS","Pointe_Akulivik",2003,6,27
"S_20_00912",0.589978,0.073369,0.336653,NA,3,"SHS","Kangiqsujuaq",2003,6,15
"S_20_00913",0.809663,0.097341,0.092996,NA,3,"SHS","Kangiqsujuaq",2003,7,10
"S_20_00914",0.663412,0.141049,0.195539,NA,3,"SHS","Kangiqsujuaq",2003,6,22
"S_20_00915",0.513689,0.068204,0.418107,NA,3,"SHS","Camp_Imilimmiut",2003,6,16
"S_20_00916_rep",0.525313,0.218861,0.255827,NA,3,"UNG","Kangirsuk",2003,6,19
"S_20_00917",0.709599,0.10348,0.186922,NA,3,"UNG","Kangirsuk",2003,6,19
"S_20_00918_rep",0.564648,0.1131,0.322251,NA,3,"UNG","Kangirsuk",2003,6,19
"S_20_00920",0.586809,0.11941,0.293781,NA,3,"SHS","Camp_Imilimmiut",2003,6,16
"S_20_00921_rep",0.870193,1e-05,0.129797,NA,3,"UNG","Kangirsuk",2003,6,19
"S_20_00924",0.18084,0.072459,0.746701,NA,3,"NHB","Repulse_Bay",2002,8,3
"S_20_00925",0.04171,0.092053,0.866236,NA,3,"NHB","Repulse_Bay_Hurd Channel",2002,9,13
"S_20_00926",0.571689,0.099077,0.329234,NA,3,"NHB","Repulse_Bay_Lyon Inlet",2002,9,NA
"S_20_00927",0.607098,0.050908,0.341993,NA,3,"NHB","Repulse_Bay_Nauyad",2002,9,22
"S_20_00928",0.621338,0.091973,0.286689,NA,3,"NHB","Coral_Harbour",1993,7,26
"S_20_00929",0.673145,0.178296,0.148559,NA,3,"NHB","Coral_Harbour",1993,7,27
"S_20_00930",1e-05,1e-05,0.99998,NA,3,"NHB","Coral_Harbour",1993,7,26
"S_20_00943",0.490842,0.13616,0.372998,NA,3,"NHB","Coral_Harbour",1996,9,11
"S_20_00944",0.217802,0.126842,0.655356,NA,3,"NHB","Coral_Harbour",1996,9,25
"S_20_00945",0.214639,0.161189,0.624172,NA,3,"NHB","Coral_Harbour",1996,9,25
"S_20_00948",0.305638,0.104478,0.589884,NA,3,"NHB","Coral_Harbour",1996,9,16
"S_20_00951",1e-05,1e-05,0.99998,NA,3,"NHB","Repulse_Bay_White Island",2001,8,27
"S_20_00952",0.529646,0.125898,0.344456,NA,3,"NHB","Repulse_Bay",2002,9,22
"S_20_00954",0.121093,0.064406,0.814501,NA,3,"NHB","Repulse_Bay_White Island",2001,8,27
"S_20_00955",0.430219,1e-05,0.569771,NA,3,"NHB","Repulse_Bay_Near Tikiraq",2001,9,3
"S_20_00957",0.391175,0.019761,0.589063,NA,3,"NHB","Repulse_Bay",2001,9,20
"S_20_00959",0.487786,0.058683,0.453532,NA,3,"NHB","Repulse_Bay",2002,9,22
"S_20_00961",0.555591,0.114169,0.33024,NA,3,"SHS","Quaqtaq",2004,10,28
"S_20_00962",0.729253,0.142682,0.128066,NA,3,"SHS","Baie_Qarliik",2004,6,5
"S_20_00964",0.896788,1e-05,0.103202,NA,3,"SHS","Kangiqsujuaq",2004,6,25
"S_20_00965",0.635649,0.172453,0.191898,NA,3,"SHS","Kangiqsujuaq",2004,6,24
"S_20_00966",0.619711,0.140919,0.23937,NA,3,"SHS","Kangiqsujuaq",2004,7,15
"S_20_00967",0.616435,0.071688,0.311877,NA,3,"SHS","Kangiqsujuaq",2004,7,16
"S_20_00968",0.24919,0.009367,0.741443,NA,3,"SHS","Ivujivik",2004,10,6
"S_20_00969",0.395584,0.039948,0.564468,NA,3,"SHS","Ivujivik",2004,10,20
"S_20_00974",0.372428,0.160941,0.466631,NA,3,"SHS","Quaqtaq",2004,10,28
"S_20_00975",0.503521,0.134817,0.361662,NA,3,"SHS","Quaqtaq",2004,10,22
"S_20_00976",0.609125,0.124211,0.266664,NA,3,"SHS","Pointe_Naujaat",2004,6,15
"S_20_00977",0.734629,0.086397,0.178974,NA,3,"SHS","Pointe_Naujaat",2004,6,15
"S_20_00982",0.617588,0.119144,0.263268,NA,3,"SHS","Kangiqsujuaq",2003,6,18
"S_20_00983",0.258934,0.078155,0.662911,NA,3,"SHS","Kangiqsujuaq",2003,6,29
"S_20_00987",0.624985,0.083837,0.291178,NA,3,"SHS","Ivujivik",2004,7,2
"S_20_00988",0.7708,0.125237,0.103963,NA,3,"SHS","Ivujivik",2004,7,7
"S_20_00992",0.597919,0.106402,0.295679,NA,3,"SHS","Nuvuk",2003,6,18
"S_20_00993",0.601055,0.137932,0.261013,NA,3,"SHS","Nuvuk",2003,6,23
"S_20_00995",0.699381,0.163704,0.136915,NA,3,"SHS","Pointe_Naujaat",2003,6,17
"S_20_00996",0.660559,0.113621,0.22582,NA,3,"SHS","Pointe_Naujaat",2003,6,16
"S_20_00999",0.54877,0.178838,0.272393,NA,3,"SHS","Pointe_Naujaat",2003,6,17
"S_20_01000",0.50289,0.09155,0.40556,NA,3,"SHS","Pointe_Naujaat",2003,6,17
"S_20_01001",0.748149,0.087732,0.164119,NA,3,"SHS","Kangiqsujuaq",2003,6,21
"S_20_01002",0.688837,0.165931,0.145232,NA,3,"UNG","Kangirsuk",2003,6,15
"S_20_01003",0.684556,0.15021,0.165234,NA,3,"SHS","Tupirvikallak",2003,6,22
"S_20_01004",0.440007,0.409925,0.150068,NA,3,"SHS","Baie_Kangituuq",2003,6,8
"S_20_01009",0.779916,0.122724,0.097359,NA,3,"SHS","Nuvuk",2003,6,18
"S_20_01010",0.707455,0.134176,0.158369,NA,3,"SHS","Nuvuk",2003,6,15
"S_20_01012_rep",0.87973,0.12026,1e-05,NA,3,"UNG","Tasiujaq",2003,6,30
"S_20_01013_rep",0.45037,0.082302,0.467328,NA,3,"UNG","Tasiujaq",2003,6,30
"S_20_01014",0.735014,0.144561,0.120424,NA,3,"UNG","Cap_Qalirusiq",2003,8,2
"S_20_01016",0.585376,0.161987,0.252638,NA,3,"SHS","Camp_Imilimmiut",2003,6,25
"S_20_01017",0.626059,0.164811,0.20913,NA,3,"SHS","Camp_Imilimmiut",2003,6,25
"S_20_01018_rep",0.671403,0.069901,0.258696,NA,3,"UNG","Kuujjuaq",2003,6,29
"S_20_01019",0.797804,0.202186,1e-05,NA,3,"NEH","Puvirnituq",2003,9,18
"S_20_01020",0.625361,0.148485,0.226154,NA,3,"SHS","Camp_Imilimmiut",2003,NA,NA
"S_20_01022",0.229447,0.025593,0.74496,NA,3,"NWH","Whale_Cove",1997,8,10
"S_20_01023",0.737895,0.155046,0.107059,NA,3,"SHS","Quaqtaq",2003,7,29
"S_20_01025",0.723777,0.041516,0.234708,NA,3,"SHS","Quaqtaq",2003,NA,NA
"S_20_01026",0.826155,0.168795,0.005051,NA,3,"SHS","Camp_Imilimmiut",2003,6,17
"S_20_01028",0.582833,0.19484,0.222327,NA,3,"SHS","Kangiqsujuaq",2003,6,30
"S_20_01029",0.4128,0.006311,0.580889,NA,3,"NHB","Repulse_Bay",1997,8,28
"S_20_01030",0.434856,0.050272,0.514872,NA,3,"NHB","Repulse_Bay",1997,8,23
"S_20_01031",0.12248,0.109153,0.768367,NA,3,"NHB","Repulse_Bay",2006,8,12
"S_20_01036",0.252087,0.035711,0.712202,NA,3,"NHS","Cape_Dorset",2000,11,4
"S_20_01038",0.713878,0.125488,0.160634,NA,3,"NHS","Cape_Dorset",2000,11,1
"S_20_01040",0.787351,0.117915,0.094734,NA,3,"NHS","Cape_Dorset",2000,10,31
"S_20_01042",0.385605,0.054863,0.559531,NA,3,"NHS","Cape_Dorset_Pakituaq",1999,11,10
"S_20_01044",0.698944,0.054883,0.246174,NA,3,"NHB","Coral_Harbour",1999,NA,NA
"S_20_01045",0.675719,0.000786,0.323496,NA,3,"NHB","Coral_Harbour",1999,8,17
"S_20_01046",0.653164,0.073517,0.273319,NA,3,"NHB","Coral_Harbour",1999,8,16
"S_20_01047",0.563427,0.010636,0.425937,NA,3,"NHB","Coral_Harbour",1999,8,16
"S_20_01048",0.74462,0.058008,0.197373,NA,3,"NHB","Coral_Harbour",1999,8,17
"S_20_01049",1e-05,1e-05,0.99998,NA,3,"NHB","Coral_Harbour",1999,NA,NA
"S_20_01051",0.622571,0.068761,0.308669,NA,3,"NHB","Coral_Harbour",1999,8,16
"S_20_01061",0.126899,0.018634,0.854467,NA,3,"NHB","Coral_Harbour_Nunaguluk",2000,9,2
"S_20_01062",0.159315,0.018537,0.822148,NA,3,"NHB","Coral_Harbour_Snafu",2000,8,24
"S_20_01063",0.749416,0.032749,0.217836,NA,3,"NHB","Coral_Harbour_Bear_Island",2000,8,25
"S_20_01065",0.467142,0.109582,0.423276,NA,3,"NHB","Coral_Harbour",2000,8,24
"S_20_01066",0.607574,1e-05,0.392416,NA,3,"NHB","Coral_Harbour",2000,8,24
"S_20_01068",0.524315,0.149721,0.325964,NA,3,"NHB","Coral_Harbour_Prairie_Point",2000,8,26
"S_20_01071",0.648841,0.078328,0.27283,NA,3,"NHB","Coral_Harbour_Snafu",2000,9,5
"S_20_01072",0.596205,0.041249,0.362546,NA,3,"NHB","Coral_Harbour_Nunaguluk",2000,8,22
"S_20_01074",0.658643,0.116641,0.224717,NA,3,"NWH","Chesterfield_Inlet",1999,9,22
"S_20_01076",0.674013,0.162104,0.163883,NA,3,"NWH","Chesterfield_Inlet",1999,9,19
"S_20_01077",0.399349,0.163853,0.436798,NA,3,"NWH","Chesterfield_Inlet",1999,9,18
"S_20_01078",0.418666,0.042996,0.538338,NA,3,"NWH","Chesterfield_Inlet_Fish Bay",1999,9,15
"S_20_01079",1e-05,1e-05,0.99998,NA,3,"NWH","Chesterfield_Inlet",1999,9,NA
"S_20_01080",0.382886,0.064606,0.552508,NA,3,"NWH","Chesterfield_Inlet",1999,9,NA
"S_20_01081",0.732235,0.117415,0.150349,NA,3,"NWH","Chesterfield_Inlet",1999,9,22
"S_20_01083",0.353548,0.126954,0.519498,NA,3,"SHS","Digges_Islands",2001,10,22
"S_20_01084",0.687885,0.075316,0.236799,NA,3,"SHS","Digges_Islands",2001,10,17
"S_20_01086",0.381468,0.132564,0.485967,NA,3,"SHS","Digges_Islands",2001,10,22
"S_20_01087",0.551681,0.084835,0.363485,NA,3,"SHS","Digges_Islands",2001,10,23
"S_20_01088",0.669374,0.023838,0.306788,NA,3,"SHS","Digges_Islands",2001,10,23
"S_20_01092",0.697399,0.118838,0.183762,NA,3,"SHS","Digges_Islands",2001,10,23
"S_20_01093",0.619719,0.139042,0.24124,NA,3,"SHS","Digges_Islands",2001,10,23
"S_20_01094",0.400427,0.095257,0.504316,NA,3,"SHS","Digges_Islands",2001,10,23
"S_20_01095_rep",0.574323,0.145403,0.280273,NA,3,"NEH","Cape_Smith",2001,10,15
"S_20_01097",0.308837,0.078343,0.61282,NA,3,"NEH","Cape_Smith",2001,10,15
"S_20_01098",0.459841,0.210063,0.330096,NA,3,"NEH","Cape_Smith",2001,10,15
"S_20_01099",0.397178,0.187415,0.415408,NA,3,"NEH","Akulivik",2001,10,15
"S_20_01101",0.612529,0.175784,0.211688,NA,3,"SHS","Digges_Islands",2001,10,20
"S_20_01105",0.479469,0.164381,0.35615,NA,3,"SHS","Digges_Islands",2001,10,20
"S_20_01106",0.713137,0.165435,0.121428,NA,3,"SHS","Digges_Islands",2001,10,20
"S_20_01110",0.754025,0.061367,0.184608,NA,3,"NHS","Lake_Harbour",1994,11,1
"S_20_01113",0.314415,0.124264,0.561321,NA,3,"SHS","Quaqtaq",2001,10,24
"S_20_01124",0.344489,0.399615,0.255896,NA,3,"SEH","Nastapoka_River",1998,8,9
"S_20_01134",0.3629,0.272981,0.364119,NA,3,"SEH","Umiujaq",1999,8,7
"S_20_01136",0.426125,0.428432,0.145443,NA,3,"SEH","Lac_Tasiujaq",1995,7,15
"S_20_01137",0.434937,0.203464,0.361599,NA,3,"SEH","Inukjuak",2010,7,3
"S_20_01139",0.527303,0.177671,0.295026,NA,3,"SHS","Ivujivik",2015,11,2
"S_20_01145",0.239527,0.147558,0.612915,NA,3,"SEH","Inukjuak",2009,6,22
"S_20_01147",1e-05,0.814593,0.185397,NA,3,"SEH","Inukjuak",1997,7,24
"S_20_01210",0.337631,0.287209,0.37516,NA,3,"SEH","Inukjuak",2017,7,2
"S_20_01211",0.48263,0.227207,0.290163,NA,3,"SEH","Kuujjuarapik",2018,8,3
"S_20_01214",0.682187,0.054877,0.262936,NA,3,"SWH","Nelson_River",2005,7,30
"S_20_01618",0.386423,0.392208,0.221369,NA,3,"SEH","Umiujaq",2007,7,1
"S_20_01620",0.595235,0.158213,0.246552,NA,3,"SEH","Inukjuak",2010,7,4
"S_20_01621",0.578719,0.152692,0.268589,NA,3,"SEH","Inukjuak",1997,8,4
"S_20_01624",0.152278,0.747406,0.100316,NA,3,"SEH","Lac_Tasiujaq",1995,7,14
"S_20_01626",0.509823,0.281899,0.208279,NA,3,"SEH","Lac_Tasiujaq",2008,7,9
"S_20_01628",0.465465,0.302489,0.232047,NA,3,"SEH","Inukjuak",2007,7,2
"S_20_01629",1e-05,0.99998,1e-05,NA,3,"SEH","Lac_Tasiujaq",2009,7,25
"S_20_01630",0.239194,0.502356,0.25845,NA,3,"SEH","Lac_Tasiujaq",2009,7,21
"S_20_01635",0.339349,0.090564,0.570087,NA,3,"SEH","Umiujaq",2017,7,18
"S_20_01636",0.367719,0.261741,0.37054,NA,3,"SEH","Baie_Kilualuk",2008,7,10
"S_20_01637",0.400725,0.396751,0.202524,NA,3,"SEH","Umiujaq",2008,7,10
"S_20_01638",1e-05,0.99998,1e-05,NA,3,"SEH","Baie_Kilualuk",2007,8,8
"S_20_01706",0.330573,0.328122,0.341305,NA,3,"SEH","Lac_Tasiujaq",2009,7,7
"S_20_01707",0.171257,0.51368,0.315062,NA,3,"SEH","Baie_Kilualuk",2007,8,5
"S_20_01708",1e-05,0.99998,1e-05,NA,3,"SEH","Baie_Kilualuk",2007,8,8
"S_20_01709",1e-05,0.99998,1e-05,NA,3,"SEH","Lac_Tasiujaq",2009,7,7
"S_20_01765",0.506801,0.237177,0.256022,NA,3,"SEH","Nastapoka_River",1994,8,NA
"S_20_01781",0.712991,0.147538,0.139471,NA,3,"SLE","LAnse_au_Loup",2009,7,12
"S_20_01784",0.424155,0.255887,0.319958,NA,3,"SEH","Nastapoka_River",1994,8,NA
"S_20_01791",0.460957,0.257874,0.281168,NA,3,"SEH","Nastapoka_River",1994,8,NA
"S_20_01792",0.241856,0.627493,0.130652,NA,3,"SEH","Nastapoka_River",1994,8,NA
"S_20_01801",0.474306,0.28954,0.236154,NA,3,"SEH","Nastapoka_Sound",2001,8,7
"S_20_01803",0.429783,0.383762,0.186456,NA,3,"SEH","Nastapoka_Sound",2001,8,3
"S_20_01863",0.618861,0.105756,0.275384,NA,3,"SEH","Kuujjuarapik",1990,NA,NA
"S_20_01866",0.70663,0.143508,0.149862,NA,3,"SHS","Baie_Kangiararjuk",1994,10,19
"S_20_01873",0.344475,0.041647,0.613878,NA,3,"SEH","Kuujjuarapik",1993,NA,NA
"S_20_01874",0.766467,0.106645,0.126887,NA,3,"UNG","Baie_Ungavatuaq",1994,8,16
"S_20_01878",0.589802,0.089887,0.320312,NA,3,"UNG","Baie_Ungavatuaq",1994,8,16
"S_20_01882",0.675967,0.125654,0.19838,NA,3,"SHS","Kangirsuapik",1994,10,17
"S_20_01883",0.720238,0.057943,0.221819,NA,3,"SHS","Kangirsuapik",1994,10,17
"S_20_01896",0.724106,0.124847,0.151047,NA,3,"UNG","Aupaluk",1999,7,21
"S_20_01899",0.744787,0.081507,0.173706,NA,3,"SHS","Wales_Island",1999,7,5
"S_20_01900",0.656868,0.080409,0.262723,NA,3,"SHS","Tupirvikallak",1999,6,18
"S_20_01904",0.643378,0.17567,0.180951,NA,3,"UNG","Aupaluk",1999,7,2
"S_20_01906",0.744074,0.173129,0.082797,NA,3,"UNG","Aupaluk",1999,7,15
"S_20_01920",0.678209,0.11674,0.205051,NA,3,"SHS","Ivujivik",1999,6,25
"S_20_01933",0.719904,0.113616,0.16648,NA,3,"UNG","Aupaluk",1999,7,2
"S_20_01935",0.672784,0.082902,0.244314,NA,3,"SHS","Baie_Kangiararjuk",1999,7,6
"S_20_01938",0.739745,0.102837,0.157418,NA,3,"UNG","Tasiujaq",1999,7,15
"S_20_01939",0.728008,0.141371,0.130621,NA,3,"UNG","Tasiujaq",1999,7,28
"S_20_01942",0.687087,0.146622,0.166291,NA,3,"UNG","Tasiujaq",1999,7,27
"S_20_01947",0.561575,0.166978,0.271448,NA,3,"SHS","Quaqtaq",2001,10,22
"S_20_01949",0.508195,0.063319,0.428486,NA,3,"SHS","Quaqtaq",2001,10,22
"S_20_01985",0.564353,0.1056,0.330048,NA,3,"UNG","Tasiujaq",2010,7,12
"S_20_01986",0.827727,0.118953,0.053319,NA,3,"UNG","Tasiujaq",2010,8,12
"S_20_01991",0.596358,0.10257,0.301072,NA,3,"UNG","Kangiqsualujjuaq",2010,8,16
"S_20_02070",0.638094,0.165956,0.195949,NA,3,"NEH","Akulivik",2017,10,24
"S_20_02083",0.421619,0.253287,0.325094,NA,3,"SEH","Island_Anderson",2017,6,22
"S_20_02100",0.639267,0.181052,0.179682,NA,3,"NEH","Akulivik",2018,10,29
"S_20_02102",0.504536,0.212831,0.282634,NA,3,"NEH","Akulivik",2018,10,20
"S_20_02103",0.708771,0.163892,0.127337,NA,3,"NEH","Pointe_Qikirtaujaq",2018,10,16
"S_20_02104",0.362805,0.406759,0.230436,NA,3,"SEH","Kuujjuarapik",2018,7,7
"S_20_02109",0.402476,0.20153,0.395993,NA,3,"UNG","Tasiujaq",2018,7,14
"S_20_02110",0.557822,0.1482,0.293978,NA,3,"UNG","Island_Qulluvik",2018,7,1
"S_20_02115",0.540639,0.061872,0.397489,NA,3,"UNG","Islands_Pakkiviit",2018,7,22
"S_20_02173",0.446099,0.285622,0.268278,NA,3,"SEH","Umiujaq",2002,6,18
"S_20_02182",0.661859,0.143535,0.194606,NA,3,"UNG","Pointe_Tikiraq",2002,6,28
"S_20_02239",0.669479,0.168434,0.162087,NA,3,"SHS","Island_Naujaaraarjuq",2015,6,26
"S_20_02240",0.66262,0.180383,0.156996,NA,3,"SHS","Island_Naujaaraarjuq",2015,6,27
"S_20_02242",0.879871,0.070712,0.049417,NA,3,"SHS","Island_Naujaaraarjuq",2015,6,27
"S_20_02252",0.634167,0.218882,0.146951,NA,3,"SHS","Pointe_Arvavik",2015,6,23
"S_20_02254",0.56545,0.237037,0.197513,NA,3,"SHS","Island_Naujaaraarjuq",2015,6,23
"S_20_02255",0.554486,0.12967,0.315844,NA,3,"UNG","Cap_Qalirusiq",2015,7,11
"S_20_02256",0.6735,0.147366,0.179134,NA,3,"UNG","Tasiujaq",2015,7,27
"S_20_02257",0.345032,0.06709,0.587877,NA,3,"UNG","Cap_Qalirusiq",2015,7,11
"S_20_02258",0.703375,0.096798,0.199827,NA,3,"UNG","Baie_Ungavatuaq",2015,7,4
"S_20_02261",0.635638,0.138603,0.22576,NA,3,"UNG","Pointe_Tikiraq",2015,6,26
"S_20_02262",0.734874,0.143012,0.122114,NA,3,"UNG","Pointe_Umiannguaq",2015,7,3
"S_20_02285",0.711453,0.026609,0.261938,NA,3,"SHS","Pointe_Naujaat",2004,6,15
"S_20_02350",0.463263,0.053247,0.48349,NA,3,"UNG","Baie_Ungavatuaq",2018,7,20
"S_20_02352",0.512668,0.197451,0.289882,NA,3,"UNG","Aupaluk",2018,7,17
"S_20_02354",0.535653,0.17432,0.290027,NA,3,"UNG","Kangirsuk",2018,6,28
"S_20_02355",0.553721,0.160631,0.285648,NA,3,"UNG","Island_Qulluvik",2018,7,9
"S_20_02362",0.689184,0.169524,0.141292,NA,3,"NEH","Akulivik",2018,10,20
"S_20_02364",0.443125,0.135478,0.421397,NA,3,"UNG","Tasiujaq",2018,7,11
"S_20_02365",0.765721,0.092754,0.141525,NA,3,"UNG","Aupaluk",2018,7,7
"S_20_02373",0.672583,0.112071,0.215346,NA,3,"NEH","Akulivik",2018,10,20
"S_20_02374",0.608485,0.123133,0.268382,NA,3,"NEH","Akulivik",2018,10,20
"S_20_02375",0.330112,0.29746,0.372428,NA,3,"SEH","Inukjuak",2018,6,23
"S_20_02380",0.467677,0.092977,0.439346,NA,3,"UNG","Tasiujaq",2018,7,10
"S_20_02383",0.363909,0.070173,0.565918,NA,3,"UNG","Tasiujaq",2018,7,10
"S_20_02385",0.41544,0.12975,0.45481,NA,3,"UNG","Cap_Qalirusiq",2018,7,14
"S_20_02386",0.405482,0.119418,0.475099,NA,3,"UNG","Tasiujaq",2018,7,7
