Fasta Header,SampleID,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,Region2,Harvest Region,SampleID,Mitochondrial clade
MW316095:Alaska.CookInlet (bases 1 to 16386),,-1.187125549,3.705251246,0.160059438,-0.217211465,-0.245018984,-0.226151784,0.03369985,0.050215849,0.339601108,-0.190433531,MW316095:Alaska.CookInlet (bases 1 to 16386),USA: Cook Inlet,,Clade C
289.FRB.1996.BELUGA.ADN_20_04918.S_20_01444.mito (bases 1 to 16387),S_20_01444,-2.195970566,-1.555989322,0.262449797,0.79363345,-0.508049266,-0.067789028,0.311387372,-0.07258286,-0.041744498,-0.076779381,289.FRB.1996.BELUGA.ADN_20_04918.S_20_01444.mito (bases 1 to 16387),Canada: Frobisher Bay,S_20_01444,Clade D
292.FRB.1994.BELUGA.ADN_20_04909.S_20_01462.mito (bases 1 to 16387),S_20_01462,-2.195518753,-1.554727496,0.260869455,0.785313088,-0.502424068,-0.066559071,0.304668218,-0.070698215,-0.04058128,-0.073954982,292.FRB.1994.BELUGA.ADN_20_04909.S_20_01462.mito (bases 1 to 16387),Canada: Frobisher Bay,S_20_01462,Clade D
MW316137:Canada.Iqaluit (bases 1 to 16383),,-2.192379449,-1.544240391,0.254458735,0.711741564,-0.426205067,-0.013687565,0.200533944,-0.04830439,0.006760421,0.027381321,MW316137:Canada.Iqaluit (bases 1 to 16383),Canada: Frobisher Bay,,Clade D
MW316141:Canada.Iqaluit (bases 1 to 16386),,-2.186255492,-1.52884802,0.228359625,0.61370482,-0.386363631,-0.041075515,0.165166874,-0.031465321,-0.016338119,-0.014763557,MW316141:Canada.Iqaluit (bases 1 to 16386),Canada: Frobisher Bay,,Clade D
295.FRB.1996.BELUGA.ADN_20_04929.S_20_01437.mito (bases 1 to 16387),S_20_01437,-2.186030539,-1.528227609,0.227667926,0.61045373,-0.384200745,-0.040695994,0.163345579,-0.031045926,-0.016103962,-0.014481641,295.FRB.1996.BELUGA.ADN_20_04929.S_20_01437.mito (bases 1 to 16387),Canada: Frobisher Bay,S_20_01437,Clade D
293.FRB.1996.BELUGA.ADN_20_04930.S_20_01438.mito (bases 1 to 16387),S_20_01438,-2.185793601,-1.527469342,0.227126893,0.60761338,-0.381129233,-0.03880802,0.16087873,-0.031069885,-0.015055015,-0.012226302,293.FRB.1996.BELUGA.ADN_20_04930.S_20_01438.mito (bases 1 to 16387),Canada: Frobisher Bay,S_20_01438,Clade D
MW316140:Canada.Iqaluit (bases 1 to 16382),,-2.185580771,-1.526988296,0.226297023,0.604053804,-0.379946817,-0.03995761,0.159820888,-0.030239805,-0.015655222,-0.01394892,MW316140:Canada.Iqaluit (bases 1 to 16382),Canada: Frobisher Bay,,Clade D
MW316143:Canada.Iqaluit (bases 1 to 16386),,-2.185580771,-1.526988296,0.226297023,0.604053804,-0.379946817,-0.03995761,0.159820888,-0.030239805,-0.015655222,-0.01394892,MW316143:Canada.Iqaluit (bases 1 to 16386),Canada: Frobisher Bay,,Clade D
296.FRB.2002.BELUGA.ADN_20_04810.S_20_01331.mito (bases 1 to 16387),S_20_01331,-2.18246442,-1.391444649,0.352972076,0.954939685,-0.126081942,0.219799518,0.131595803,-0.127945279,0.182468216,0.160989707,296.FRB.2002.BELUGA.ADN_20_04810.S_20_01331.mito (bases 1 to 16387),Canada: Frobisher Bay,S_20_01331,Clade D
MW316139:Canada.Iqaluit (bases 1 to 16386),,-2.123805137,-1.363346631,0.019649423,-0.419335002,0.200392495,0.000730563,-0.468084303,0.089029552,-0.002991077,-0.015300598,MW316139:Canada.Iqaluit (bases 1 to 16386),Canada: Frobisher Bay,,Clade D
290.FRB.1997.BELUGA.ADN_20_04855.S_20_01400.mito (bases 1 to 16386),S_20_01400,-2.121920417,-1.361289709,0.019299107,-0.405110867,0.205229498,-0.001797753,-0.449119942,0.080604696,-0.004612953,-0.0146002,290.FRB.1997.BELUGA.ADN_20_04855.S_20_01400.mito (bases 1 to 16386),Canada: Frobisher Bay,S_20_01400,Clade D
MW316142:Canada.Iqaluit (bases 1 to 16386),,-2.122712432,-1.36058345,0.019325525,-0.408409158,0.194882308,0.000619514,-0.442655048,0.083206095,-0.003221751,-0.01372772,MW316142:Canada.Iqaluit (bases 1 to 16386),Canada: Frobisher Bay,,Clade D
MW316136:Canada.Iqaluit (bases 1 to 16384),,-1.044195144,3.832712993,0.058008252,0.106748914,0.291540798,-0.076026586,0.247154475,0.36169342,0.571908949,0.104705115,MW316136:Canada.Iqaluit (bases 1 to 16384),Canada: Frobisher Bay,,Clade C
291.FRB.1993.BELUGA.ADN_20_04901.S_20_01454.mito (bases 1 to 16386),S_20_01454,-1.113189288,3.857393711,0.254255954,-0.463168648,-0.616541595,-2.599701009,-0.034643354,-0.266774559,-0.956881348,0.204779127,291.FRB.1993.BELUGA.ADN_20_04901.S_20_01454.mito (bases 1 to 16386),Canada: Frobisher Bay,S_20_01454,Clade C
MW316138:Canada.Iqaluit (bases 1 to 16385),,-1.098735023,3.896880021,0.314490297,0.024659946,-0.012604743,-0.320062008,-0.042360045,-0.092230785,0.567839892,0.017099439,MW316138:Canada.Iqaluit (bases 1 to 16385),Canada: Frobisher Bay,,Clade C
MW316270:Greenland.Qaanaaq (bases 1 to 16385),,-2.189862758,-1.538862034,0.24018893,0.672235876,-0.425595839,-0.048596776,0.203747522,-0.041255606,-0.021758388,-0.022616879,MW316270:Greenland.Qaanaaq (bases 1 to 16385),Greenland: Qaanaaq,,Clade D
MW316260:Greenland.Qeqertarsuaq (bases 1 to 16386),,-2.122712432,-1.36058345,0.019325525,-0.408409158,0.194882308,0.000619514,-0.442655048,0.083206095,-0.003221751,-0.01372772,MW316260:Greenland.Qeqertarsuaq (bases 1 to 16386),Greenland: Qeqertarsuaq,,Clade D
MW316272:Greenland.Qaanaaq (bases 1 to 16383),,9.641286935,-0.510626896,-0.01191254,-0.220145146,-0.316357707,-0.043378568,0.258618264,0.633843141,-0.003721401,0.002235938,MW316272:Greenland.Qaanaaq (bases 1 to 16383),Greenland: Qaanaaq,,Clade A
MW316268:Greenland.Qaanaaq (bases 1 to 16386),,9.524312077,-0.463645974,-0.017728973,-0.418024493,-0.608166583,-0.257320518,0.192519368,0.350881551,-0.163114221,0.090237774,MW316268:Greenland.Qaanaaq (bases 1 to 16386),Greenland: Qaanaaq,,Clade A
MW316267:Greenland.Qaanaaq (bases 1 to 16385),,-1.230654396,2.162157932,-0.598113493,-0.190503585,-0.292649028,0.324971303,-0.135164224,-0.028450881,-0.794902218,-3.036916814,MW316267:Greenland.Qaanaaq (bases 1 to 16385),Greenland: Qaanaaq,,Clade C
MW316266:Greenland.Qeqertarsuaq (bases 1 to 16383),,-1.08005199,3.663924155,0.196949838,0.043827496,0.063204706,0.036346498,-0.013278361,-0.072599793,0.636519147,0.005456301,MW316266:Greenland.Qeqertarsuaq (bases 1 to 16383),Greenland: Qeqertarsuaq,,Clade C
MW316264:Greenland.Qeqertarsuaq (bases 1 to 16382),,-1.165293429,3.676317318,0.383636732,0.012885019,0.100202134,0.024212578,0.003542903,-0.062235961,0.65071825,-0.046685478,MW316264:Greenland.Qeqertarsuaq (bases 1 to 16382),Greenland: Qeqertarsuaq,,Clade C
MW316261:Greenland.Qeqertarsuaq (bases 1 to 16386),,-1.165291577,3.676321426,0.383637118,0.012903265,0.100193095,0.024212096,0.003582376,-0.062244629,0.650716613,-0.046681757,MW316261:Greenland.Qeqertarsuaq (bases 1 to 16386),Greenland: Qeqertarsuaq,,Clade C
MW316262:Greenland.Qeqertarsuaq (bases 1 to 16386),,-1.179226534,3.847084106,0.264748532,0.053211285,0.048533948,0.016852379,-0.025966888,-0.036651834,0.506372972,-0.040550918,MW316262:Greenland.Qeqertarsuaq (bases 1 to 16386),Greenland: Qeqertarsuaq,,Clade C
MW316265:Greenland.Qeqertarsuaq (bases 1 to 16380),,-1.094293264,3.849567524,0.289309381,0.058108196,0.042302915,0.009040803,-0.029802774,-0.046294307,0.607127976,-0.040443943,MW316265:Greenland.Qeqertarsuaq (bases 1 to 16380),Greenland: Qeqertarsuaq,,Clade C
MW316263:Greenland.Qeqertarsuaq (bases 1 to 16386),,-1.094291412,3.849571633,0.289309769,0.058126538,0.042293826,0.009040317,-0.029762871,-0.046303089,0.607126316,-0.040440152,MW316263:Greenland.Qeqertarsuaq (bases 1 to 16386),Greenland: Qeqertarsuaq,,Clade C
MW316269:Greenland.Qaanaaq (bases 1 to 16382),,-1.168478487,3.872732707,0.280707646,0.035147739,0.019444433,0.013520861,0.033571258,0.227969438,0.702490963,-0.090287942,MW316269:Greenland.Qaanaaq (bases 1 to 16382),Greenland: Qaanaaq,,Clade C
MW316273:Greenland.Qaanaaq (bases 1 to 16381),,-1.168478487,3.872732707,0.280707646,0.035147739,0.019444433,0.013520861,0.033571258,0.227969438,0.702490963,-0.090287942,MW316273:Greenland.Qaanaaq (bases 1 to 16381),Greenland: Qaanaaq,,Clade C
MW316271:Greenland.Qaanaaq (bases 1 to 16386),,-1.168476635,3.872736814,0.280708033,0.035165985,0.019435395,0.013520379,0.03361073,0.22796077,0.702489327,-0.090284221,MW316271:Greenland.Qaanaaq (bases 1 to 16386),Greenland: Qaanaaq,,Clade C
MW316274:Greenland.Qaanaaq (bases 1 to 16385),,-1.168476635,3.872736814,0.280708033,0.035165985,0.019435395,0.013520379,0.03361073,0.22796077,0.702489327,-0.090284221,MW316274:Greenland.Qaanaaq (bases 1 to 16385),Greenland: Qaanaaq,,Clade C
MW316275:Greenland.Qaanaaq (bases 1 to 16386),,-1.168476635,3.872736814,0.280708033,0.035165985,0.019435395,0.013520379,0.03361073,0.22796077,0.702489327,-0.090284221,MW316275:Greenland.Qaanaaq (bases 1 to 16386),Greenland: Qaanaaq,,Clade C
MW316276:Greenland.Qaanaaq (bases 1 to 16385),,-1.168596852,3.874307745,0.281555727,0.035351294,0.01954359,0.013644158,0.033977314,0.230959248,0.712415118,-0.09197593,MW316276:Greenland.Qaanaaq (bases 1 to 16385),Greenland: Qaanaaq,,Clade C
KY888944:Greenland (bases 1 to 16386),,-1.18392024,3.907553669,0.306747293,0.085052004,0.064412759,0.301664174,-0.047829042,0.020346533,0.078449929,0.158093883,KY888944:Greenland (bases 1 to 16386),Greenland: Qeqertarsuaq,,Clade C
MW316126:Canada.HendricksonIsland (bases 1 to 16386),,-2.187798028,-1.531177673,0.223015821,0.551213386,-0.35113458,-0.028794871,0.27538853,-0.11789674,-0.022310007,-0.050374305,MW316126:Canada.HendricksonIsland (bases 1 to 16386),Canada: Hendrickson Island,,Clade D
MW316132:Canada.HendricksonIsland (bases 1 to 16386),,-2.123367745,-1.362240509,0.019501669,-0.414934344,0.19817362,0.000636846,-0.457461796,0.086578153,-0.003362287,-0.014529437,MW316132:Canada.HendricksonIsland (bases 1 to 16386),Canada: Hendrickson Island,,Clade D
MW316135:Canada.HendricksonIsland (bases 1 to 16386),,-2.123149263,-1.361687708,0.019442598,-0.412736237,0.197064233,0.000630962,-0.452417364,0.08542417,-0.003314098,-0.014251992,MW316135:Canada.HendricksonIsland (bases 1 to 16386),Canada: Hendrickson Island,,Clade D
MW316133:Canada.HendricksonIsland (bases 1 to 16386),,-1.894252993,-0.900293712,-0.354924335,-1.159839353,0.954246064,0.014891864,1.594315875,-0.109668736,-0.015995453,0.294530945,MW316133:Canada.HendricksonIsland (bases 1 to 16386),Canada: Hendrickson Island,,Clade D
MW316130:Canada.HendricksonIsland (bases 1 to 16385),,-1.130061827,3.842786373,0.044515091,0.104995582,0.28986241,-0.075778865,0.236146372,0.336584335,0.538149598,0.089487935,MW316130:Canada.HendricksonIsland (bases 1 to 16385),Canada: Hendrickson Island,,Clade C
MW316127:Canada.HendricksonIsland (bases 1 to 16385),,-1.13028058,3.845904434,0.044160033,0.106417183,0.294549994,-0.078099069,0.244640856,0.351446842,0.55546047,0.09602235,MW316127:Canada.HendricksonIsland (bases 1 to 16385),Canada: Hendrickson Island,,Clade C
MW316134:Canada.HendricksonIsland (bases 1 to 16385),,-1.13028058,3.845904434,0.044160033,0.106417183,0.294549994,-0.078099069,0.244640856,0.351446842,0.55546047,0.09602235,MW316134:Canada.HendricksonIsland (bases 1 to 16385),Canada: Hendrickson Island,,Clade C
MW316131:Canada.HendricksonIsland (bases 1 to 16386),,-1.179221476,3.847082362,0.264083462,0.053484166,0.049877398,0.016004339,-0.023108088,-0.031742479,0.506821958,-0.038114302,MW316131:Canada.HendricksonIsland (bases 1 to 16386),Canada: Hendrickson Island,,Clade C
MW316128:Canada.HendricksonIsland (bases 1 to 16386),,-1.130513179,3.849025793,0.044427553,0.107544669,0.29784781,-0.079542276,0.250036167,0.360815573,0.571382141,0.09968952,MW316128:Canada.HendricksonIsland (bases 1 to 16386),Canada: Hendrickson Island,,Clade C
MW316129:Canada.HendricksonIsland (bases 1 to 16386),,-1.130513179,3.849025793,0.044427553,0.107544669,0.29784781,-0.079542276,0.250036167,0.360815573,0.571382141,0.09968952,MW316129:Canada.HendricksonIsland (bases 1 to 16386),Canada: Hendrickson Island,,Clade C
MW316144:Canada.JamesBay (bases 1 to 16385),,-2.18246442,-1.391444649,0.352972076,0.954939685,-0.126081942,0.219799518,0.131595803,-0.127945279,0.182468216,0.160989707,MW316144:Canada.JamesBay (bases 1 to 16385),Canada: James Bay,,Clade D
57.JAM.2002.BELUGA.ADN_20_01029.S_20_00807.mito (bases 1 to 16386),S_20_00807,-2.123149263,-1.361687708,0.019442598,-0.412736237,0.197064233,0.000630962,-0.452417364,0.08542417,-0.003314098,-0.014251992,57.JAM.2002.BELUGA.ADN_20_01029.S_20_00807.mito (bases 1 to 16386),Canada: James Bay,S_20_00807,Clade D
60.JAM.2002.BELUGA.ADN_20_01031.S_20_00809.mito (bases 1 to 16386),S_20_00809,-2.123149263,-1.361687708,0.019442598,-0.412736237,0.197064233,0.000630962,-0.452417364,0.08542417,-0.003314098,-0.014251992,60.JAM.2002.BELUGA.ADN_20_01031.S_20_00809.mito (bases 1 to 16386),Canada: James Bay,S_20_00809,Clade D
59.JAM.2002.BELUGA.ADN_20_01032.S_20_00810.mito (bases 1 to 16386),S_20_00810,-2.122930825,-1.361135355,0.019383885,-0.410561297,0.195967197,0.000625185,-0.447482968,0.084300545,-0.003267272,-0.013984944,59.JAM.2002.BELUGA.ADN_20_01032.S_20_00810.mito (bases 1 to 16386),Canada: James Bay,S_20_00810,Clade D
58.JAM.2002.BELUGA.ADN_20_01030.S_20_00808.mito (bases 1 to 16386),S_20_00808,-2.122712432,-1.36058345,0.019325525,-0.408409158,0.194882308,0.000619514,-0.442655048,0.083206095,-0.003221751,-0.01372772,58.JAM.2002.BELUGA.ADN_20_01030.S_20_00808.mito (bases 1 to 16386),Canada: James Bay,S_20_00808,Clade D
62.JAM.2003.BELUGA.ADN_20_01040.S_20_01154.mito (bases 1 to 16386),S_20_01154,-1.094636185,3.828727985,0.287947205,0.073159859,0.026442643,0.019882367,-0.014759572,-0.034702232,0.530462857,-0.036690808,62.JAM.2003.BELUGA.ADN_20_01040.S_20_01154.mito (bases 1 to 16386),Canada: James Bay,S_20_01154,Clade C
MW316151:Canada.JamesBay (bases 1 to 16381),,-1.192016953,4.012650638,0.372580045,0.135241075,0.08306179,0.832905571,-0.079079844,0.120784727,-0.811590173,0.233693574,MW316151:Canada.JamesBay (bases 1 to 16381),Canada: James Bay,,Clade C
66.JAM.2007.BELUGA.ADN_20_00971.S_20_00622.mito (bases 1 to 16386),S_20_00622,-1.192015101,4.012654745,0.372580432,0.135259321,0.083052751,0.83290509,-0.079040371,0.12077606,-0.811591809,0.233697295,66.JAM.2007.BELUGA.ADN_20_00971.S_20_00622.mito (bases 1 to 16386),Canada: James Bay,S_20_00622,Clade C
71.JAM.2009.BELUGA.ADN_20_05089.S_20_03444.mito (bases 1 to 16386),S_20_03444,-1.192015101,4.012654745,0.372580432,0.135259321,0.083052751,0.83290509,-0.079040371,0.12077606,-0.811591809,0.233697295,71.JAM.2009.BELUGA.ADN_20_05089.S_20_03444.mito (bases 1 to 16386),Canada: James Bay,S_20_03444,Clade C
MW316145:Canada.JamesBay (bases 1 to 16384),,-1.192015101,4.012654745,0.372580432,0.135259321,0.083052751,0.83290509,-0.079040371,0.12077606,-0.811591809,0.233697295,MW316145:Canada.JamesBay (bases 1 to 16384),Canada: James Bay,,Clade C
MW316149:Canada.JamesBay (bases 1 to 16384),,-1.192015101,4.012654745,0.372580432,0.135259321,0.083052751,0.83290509,-0.079040371,0.12077606,-0.811591809,0.233697295,MW316149:Canada.JamesBay (bases 1 to 16384),Canada: James Bay,,Clade C
MW316150:Canada.JamesBay (bases 1 to 16384),,-1.192015101,4.012654745,0.372580432,0.135259321,0.083052751,0.83290509,-0.079040371,0.12077606,-0.811591809,0.233697295,MW316150:Canada.JamesBay (bases 1 to 16384),Canada: James Bay,,Clade C
MW316153:Canada.JamesBay (bases 1 to 16384),,-1.192015101,4.012654745,0.372580432,0.135259321,0.083052751,0.83290509,-0.079040371,0.12077606,-0.811591809,0.233697295,MW316153:Canada.JamesBay (bases 1 to 16384),Canada: James Bay,,Clade C
63.JAM.2010.BELUGA.ADN_20_00983.S_20_03505.mito (bases 1 to 16386),S_20_03505,-1.19213774,4.014282432,0.373705566,0.135972079,0.083515097,0.840530337,-0.079902443,0.122364685,-0.823059158,0.238076221,63.JAM.2010.BELUGA.ADN_20_00983.S_20_03505.mito (bases 1 to 16386),Canada: James Bay,S_20_03505,Clade C
72.JAM.2009.BELUGA.ADN_20_01168.S_20_03448.mito (bases 1 to 16386),S_20_03448,-1.194451183,4.019746612,0.385789267,0.164801735,0.070396057,0.890609891,-0.071525782,0.130771635,-0.912226144,0.271963123,72.JAM.2009.BELUGA.ADN_20_01168.S_20_03448.mito (bases 1 to 16386),Canada: James Bay,S_20_03448,Clade C
MW316148:Canada.JamesBay (bases 1 to 16379),,-1.193614065,4.033927002,0.387808381,0.14473778,0.090058153,0.946384128,-0.088311727,0.145700028,-0.996308041,0.313317917,MW316148:Canada.JamesBay (bases 1 to 16379),Canada: James Bay,,Clade C
MW316146:Canada.JamesBay (bases 1 to 16384),,-1.193612213,4.03393111,0.387808768,0.144756026,0.090049115,0.946383646,-0.088272254,0.14569136,-0.996309677,0.313321637,MW316146:Canada.JamesBay (bases 1 to 16384),Canada: James Bay,,Clade C
MW316147:Canada.JamesBay (bases 1 to 16385),,-1.193612213,4.03393111,0.387808768,0.144756026,0.090049115,0.946383646,-0.088272254,0.14569136,-0.996309677,0.313321637,MW316147:Canada.JamesBay (bases 1 to 16385),Canada: James Bay,,Clade C
MW316152:Canada.JamesBay (bases 1 to 16386),,-1.193612213,4.03393111,0.387808768,0.144756026,0.090049115,0.946383646,-0.088272254,0.14569136,-0.996309677,0.313321637,MW316152:Canada.JamesBay (bases 1 to 16386),Canada: James Bay,,Clade C
220.NEH.2003.BELUGA.ADN_20_01427.S_20_01019.mito (bases 1 to 16386),S_20_01019,-2.122712432,-1.36058345,0.019325525,-0.408409158,0.194882308,0.000619514,-0.442655048,0.083206095,-0.003221751,-0.01372772,220.NEH.2003.BELUGA.ADN_20_01427.S_20_01019.mito (bases 1 to 16386),Canada: North-East Hudson Bay,S_20_01019,Clade D
202.NHB.2000.BELUGA.ADN_20_04752.S_20_01063.mito (bases 1 to 16387),S_20_01063,-2.195518753,-1.554727496,0.260869455,0.785313088,-0.502424068,-0.066559071,0.304668218,-0.070698215,-0.04058128,-0.073954982,202.NHB.2000.BELUGA.ADN_20_04752.S_20_01063.mito (bases 1 to 16387),Canada: North Hudson Bay,S_20_01063,Clade D
203.NHB.2000.BELUGA.ADN_20_04743.S_20_01279.mito (bases 1 to 16387),S_20_01279,-2.195518753,-1.554727496,0.260869455,0.785313088,-0.502424068,-0.066559071,0.304668218,-0.070698215,-0.04058128,-0.073954982,203.NHB.2000.BELUGA.ADN_20_04743.S_20_01279.mito (bases 1 to 16387),Canada: North Hudson Bay,S_20_01279,Clade D
206.NHB.2007.BELUGA.ADN_20_04657.S_20_01261.mito (bases 1 to 16387),S_20_01261,-2.195518753,-1.554727496,0.260869455,0.785313088,-0.502424068,-0.066559071,0.304668218,-0.070698215,-0.04058128,-0.073954982,206.NHB.2007.BELUGA.ADN_20_04657.S_20_01261.mito (bases 1 to 16387),Canada: North Hudson Bay,S_20_01261,Clade D
211.NHB.2001.BELUGA.ADN_20_04873.S_20_01392.mito (bases 1 to 16387),S_20_01392,-2.195518753,-1.554727496,0.260869455,0.785313088,-0.502424068,-0.066559071,0.304668218,-0.070698215,-0.04058128,-0.073954982,211.NHB.2001.BELUGA.ADN_20_04873.S_20_01392.mito (bases 1 to 16387),Canada: North Hudson Bay,S_20_01392,Clade D
MW316178:Canada.RepulseBay (bases 1 to 16386),,-2.064302945,-1.551044342,0.015508794,0.727152395,-0.067597655,-0.185264799,0.479080751,0.559126414,-0.014014761,0.068771083,MW316178:Canada.RepulseBay (bases 1 to 16386),Canada: North Hudson Bay,,Clade D
194.NHB.1993.BELUGA.ADN_20_02014.S_20_00929.mito (bases 1 to 16387),S_20_00929,-2.19215206,-1.543610135,0.253693009,0.708028902,-0.423854602,-0.013563874,0.198409844,-0.047685935,0.006664595,0.026881418,194.NHB.1993.BELUGA.ADN_20_02014.S_20_00929.mito (bases 1 to 16387),Canada: North Hudson Bay,S_20_00929,Clade D
208.NHB.2007.BELUGA.ADN_20_05021.S_20_01260.mito (bases 1 to 16386),S_20_01260,-2.115797402,-1.54277463,0.232877385,0.67330196,-0.2880951,-0.095641696,0.213943486,0.18884006,-0.037148608,-0.055258304,208.NHB.2007.BELUGA.ADN_20_05021.S_20_01260.mito (bases 1 to 16386),Canada: North Hudson Bay,S_20_01260,Clade D
MW316172:Canada.RepulseBay (bases 1 to 16385),,-2.187381812,-1.531967019,0.231963291,0.631184968,-0.398042072,-0.043234434,0.175803296,-0.034000724,-0.017775548,-0.016629176,MW316172:Canada.RepulseBay (bases 1 to 16385),Canada: North Hudson Bay,,Clade D
204.NHB.2001.BELUGA.ADN_20_04877.S_20_01384.mito (bases 1 to 16387),S_20_01384,-2.186255492,-1.52884802,0.228359625,0.61370482,-0.386363631,-0.041075515,0.165166874,-0.031465321,-0.016338119,-0.014763557,204.NHB.2001.BELUGA.ADN_20_04877.S_20_01384.mito (bases 1 to 16387),Canada: North Hudson Bay,S_20_01384,Clade D
209.NHB.2001.BELUGA.ADN_20_05953.S_20_01388.mito (bases 1 to 16387),S_20_01388,-2.186255492,-1.52884802,0.228359625,0.61370482,-0.386363631,-0.041075515,0.165166874,-0.031465321,-0.016338119,-0.014763557,209.NHB.2001.BELUGA.ADN_20_05953.S_20_01388.mito (bases 1 to 16387),Canada: North Hudson Bay,S_20_01388,Clade D
198.NHB.1999.BELUGA.ADN_20_02052.S_20_01051.mito (bases 1 to 16387),S_20_01051,-2.186030539,-1.528227609,0.227667926,0.61045373,-0.384200745,-0.040695994,0.163345579,-0.031045926,-0.016103962,-0.014481641,198.NHB.1999.BELUGA.ADN_20_02052.S_20_01051.mito (bases 1 to 16387),Canada: North Hudson Bay,S_20_01051,Clade D
217.NHB.2001.BELUGA.ADN_20_04898.S_20_01480.mito (bases 1 to 16386),S_20_01480,-2.159359136,-1.52702702,0.124987747,0.76676057,-0.152347931,-0.102676024,0.105180702,-0.167092384,-0.047463222,-0.018955077,217.NHB.2001.BELUGA.ADN_20_04898.S_20_01480.mito (bases 1 to 16386),Canada: North Hudson Bay,S_20_01480,Clade D
10.REB.1997.BELUGA.ADN_20_05512.S_20_04111.mito (bases 1 to 16386),S_20_04111,-2.185580771,-1.526988296,0.226297023,0.604053804,-0.379946817,-0.03995761,0.159820888,-0.030239805,-0.015655222,-0.01394892,10.REB.1997.BELUGA.ADN_20_05512.S_20_04111.mito (bases 1 to 16386),Canada: North Hudson Bay,S_20_04111,Clade D
11.REB.2006.BELUGA.ADN_20_05524.S_20_04123.mito (bases 1 to 16386),S_20_04123,-2.185580771,-1.526988296,0.226297023,0.604053804,-0.379946817,-0.03995761,0.159820888,-0.030239805,-0.015655222,-0.01394892,11.REB.2006.BELUGA.ADN_20_05524.S_20_04123.mito (bases 1 to 16386),Canada: North Hudson Bay,S_20_04123,Clade D
14.REB.1997.BELUGA.ADN_20_05509.S_20_04108.mito (bases 1 to 16387),S_20_04108,-2.185580771,-1.526988296,0.226297023,0.604053804,-0.379946817,-0.03995761,0.159820888,-0.030239805,-0.015655222,-0.01394892,14.REB.1997.BELUGA.ADN_20_05509.S_20_04108.mito (bases 1 to 16387),Canada: North Hudson Bay,S_20_04108,Clade D
196.NHB.1996.BELUGA.ADN_20_01527.S_20_00948.mito (bases 1 to 16386),S_20_00948,-2.185580771,-1.526988296,0.226297023,0.604053804,-0.379946817,-0.03995761,0.159820888,-0.030239805,-0.015655222,-0.01394892,196.NHB.1996.BELUGA.ADN_20_01527.S_20_00948.mito (bases 1 to 16386),Canada: North Hudson Bay,S_20_00948,Clade D
205.NHB.2000.BELUGA.ADN_20_04749.S_20_01067.mito (bases 1 to 16386),S_20_01067,-2.185580771,-1.526988296,0.226297023,0.604053804,-0.379946817,-0.03995761,0.159820888,-0.030239805,-0.015655222,-0.01394892,205.NHB.2000.BELUGA.ADN_20_04749.S_20_01067.mito (bases 1 to 16386),Canada: North Hudson Bay,S_20_01067,Clade D
215.NHB.2001.BELUGA.ADN_20_05970.S_20_03497.mito (bases 1 to 16387),S_20_03497,-2.185580771,-1.526988296,0.226297023,0.604053804,-0.379946817,-0.03995761,0.159820888,-0.030239805,-0.015655222,-0.01394892,215.NHB.2001.BELUGA.ADN_20_05970.S_20_03497.mito (bases 1 to 16387),Canada: North Hudson Bay,S_20_03497,Clade D
199.NHB.2000.BELUGA.ADN_20_04746.S_20_01066.mito (bases 1 to 16387),S_20_01066,-2.185580771,-1.526988296,0.226297023,0.604053804,-0.379946817,-0.03995761,0.159820888,-0.030239805,-0.015655222,-0.01394892,199.NHB.2000.BELUGA.ADN_20_04746.S_20_01066.mito (bases 1 to 16387),Canada: North Hudson Bay,S_20_01066,Clade D
219.NHB.2001.BELUGA.ADN_20_04870.S_20_01415.mito (bases 1 to 16387),S_20_01415,-2.187974327,-1.523846468,0.235484138,0.620748306,-0.388767447,-0.031460657,0.153572929,-0.029188778,0.01550087,-0.022232584,219.NHB.2001.BELUGA.ADN_20_04870.S_20_01415.mito (bases 1 to 16387),Canada: North Hudson Bay,S_20_01415,Clade D
13.REB.1995.BELUGA.ADN_20_05504.S_20_04103.mito (bases 1 to 16386),S_20_04103,-2.18873589,-1.486679153,0.248712183,0.608595977,-0.382539835,-0.04590123,0.154951556,-0.023502682,-0.008584975,0.005278479,13.REB.1995.BELUGA.ADN_20_05504.S_20_04103.mito (bases 1 to 16386),Canada: North Hudson Bay,S_20_04103,Clade D
210.NHB.2001.BELUGA.ADN_20_04881.S_20_01390.mito (bases 1 to 16387),S_20_01390,-2.182239903,-1.390880455,0.351909365,0.949933946,-0.125383943,0.217805508,0.130176008,-0.126284202,0.179925961,0.15802863,210.NHB.2001.BELUGA.ADN_20_04881.S_20_01390.mito (bases 1 to 16387),Canada: North Hudson Bay,S_20_01390,Clade D
213.NHB.2001.BELUGA.ADN_20_04869.S_20_01414.mito (bases 1 to 16386),S_20_01414,-2.041285222,-1.389947686,0.03553131,-0.464233932,0.216003174,0.006105518,-0.592900849,0.119771328,-0.002505828,-0.014851755,213.NHB.2001.BELUGA.ADN_20_04869.S_20_01414.mito (bases 1 to 16386),Canada: North Hudson Bay,S_20_01414,Clade D
