SsampleID,ID_GQ,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,K,Region,Membership
S_20_01174,82.SEH.2020.BELUGA.ADN_20_04577.S_20_01174.dl.n_s.bam,0.124431,0.015965,0.058622,0.00604,0.064744,0.036471,0.693727,NA,NA,NA,7,SEH,HBSC
S_20_01175,79.SEH.2019.BELUGA.ADN_20_04594.S_20_01175.dl.n_s.bam,1.00E-05,1.00E-05,0.99994,1.00E-05,1.00E-05,1.00E-05,1.00E-05,NA,NA,NA,7,SEH,JAM-BEL
S_20_01727,78.SEH.2019.BELUGA.ADN_20_04583.S_20_01727.dl.n_s.bam,0.037607,1.00E-05,0.320246,0.083764,0.105537,0.042342,0.410494,NA,NA,NA,7,SEH,HBSC
S_20_01734,86.SEH.2020.BELUGA.ADN_20_04592.S_20_01734.dl.n_s.bam,0.99994,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,NA,NA,NA,7,SEH,HBSC
S_20_01736,81.SEH.2019.BELUGA.ADN_20_04582.S_20_01736.dl.n_s.bam,1.00E-05,1.00E-05,0.99994,1.00E-05,1.00E-05,1.00E-05,1.00E-05,NA,NA,NA,7,SEH,JAM-BEL
S_20_01744,84.SEH.2020.BELUGA.ADN_20_04578.S_20_01744.dl.n_s.bam,0.100308,0.01466,0.067434,0.041181,0.098311,0.028847,0.649259,NA,NA,NA,7,SEH,HBSC
S_20_02890,85.SEH.2020.BELUGA.ADN_20_03840.S_20_02890.dl.n_s.bam,1.00E-05,1.00E-05,0.98708,1.00E-05,0.01287,1.00E-05,1.00E-05,NA,NA,NA,7,SEH,JAM-BEL
S_20_01160,257.SHS.2019.BELUGA.ADN_20_04609.S_20_01160.dl.n_s.bam,0.039675,0.00543,0.019368,0.08443,0.110656,0.08963,0.650812,NA,NA,NA,7,SHS,HBSC
S_20_01162,258.SHS.2019.BELUGA.ADN_20_04558.S_20_01162.dl.n_s.bam,0.048242,0.009153,0.218799,0.066491,0.077842,0.055003,0.52447,NA,NA,NA,7,SHS,HBSC
S_20_01165,259.SHS.2019.BELUGA.ADN_20_04604.S_20_01165.dl.n_s.bam,0.05617,0.023194,0.028447,0.093142,0.129707,0.054325,0.615015,NA,NA,NA,7,SHS,HBSC
S_20_01169,278.SHS.2020.BELUGA.ADN_20_04603.S_20_01169.dl.n_s.bam,0.032258,0.012468,0.034983,0.088486,0.110127,0.077522,0.644156,NA,NA,NA,7,SHS,HBSC
S_20_01754,277.SHS.2020.BELUGA.ADN_20_04585.S_20_01754.dl.n_s.bam,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.99994,1.00E-05,1.00E-05,NA,NA,NA,7,SHS,SEHB
S_20_01883,260.SHS.1994.BELUGA.ADN_20_02823.S_20_01883.dl.n_s.bam,0.039179,0.011916,0.007622,0.08344,0.084286,0.082835,0.690722,NA,NA,NA,7,SHS,HBSC
S_20_02022,247.SHS.2013.BELUGA.ADN_20_04095.S_20_02022.dl.n_s.bam,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.99994,1.00E-05,1.00E-05,NA,NA,NA,7,SHS,SEHB
S_20_02024,244.SHS.2013.BELUGA.ADN_20_04097.S_20_02024.dl.n_s.bam,0.079179,0.036702,0.057093,0.044741,0.056698,1.00E-05,0.725577,NA,NA,NA,7,SHS,HBSC
S_20_02138,271.SHS.2002.BELUGA.ADN_20_04117.S_20_02138.dl.n_s.bam,0.038701,0.014167,0.018217,0.096082,0.106101,0.056763,0.669969,NA,NA,NA,7,SHS,HBSC
S_20_03385,249.SHS.2018.BELUGA.ADN_20_05060.S_20_03385.dl.n_s.bam,0.025885,0.029598,0.002639,0.102097,0.111081,0.028249,0.700451,NA,NA,NA,7,SHS,HBSC
S_20_03396,248.SHS.2018.BELUGA.ADN_20_05071.S_20_03396.dl.n_s.bam,0.076766,0.023208,0.030303,0.058367,0.055077,0.017259,0.739021,NA,NA,NA,7,SHS,HBSC
S_20_03551,274.SHS.2017.BELUGA.ADN_20_04518.S_20_03551.dl.n_s.bam,0.037372,0.014006,0.016126,0.051391,0.087876,0.052402,0.740827,NA,NA,NA,7,SHS,HBSC
S_20_01766,364.SLE.2017.BELUGA.ADN_20_04281.S_20_01766.dl.n_s.bam,1.60E-05,0.999923,1.30E-05,1.00E-05,1.00E-05,1.00E-05,1.90E-05,NA,NA,NA,7,SLE,SLE
S_20_01779,363.SLE.2009.BELUGA.ADN_20_04495.S_20_01779.dl.n_s.bam,1.00E-05,0.99994,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,NA,NA,NA,7,SLE,SLE
S_20_03531,354.SLE.2019.BELUGA.ADN_20_05814.S_20_03531.dl.n_s.bam,1.00E-05,0.99994,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,NA,NA,NA,7,SLE,SLE
S_20_03532,345.SLE.2019.BELUGA.ADN_20_05796.S_20_03532.dl.n_s.bam,1.00E-05,0.999936,1.40E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,NA,NA,NA,7,SLE,SLE
S_20_03664,353.SLE.2009.BELUGA.ADN_20_04293.S_20_03664.dl.n_s.bam,1.00E-05,0.99994,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,NA,NA,NA,7,SLE,SLE
S_20_00715,139.SAN.2005.BELUGA.ADN_20_05348.S_20_00715.dl.n_s.bam,0.004453,0.026826,0.774136,0.031885,1.00E-05,0.018822,0.143869,NA,NA,NA,7,BEL,JAM-BEL
S_20_00719,138.SAN.2005.BELUGA.ADN_20_01105.S_20_00719.dl.n_s.bam,0.023456,0.014954,0.725566,0.032134,0.018073,0.034383,0.151434,NA,NA,NA,7,BEL,JAM-BEL
S_20_01410,112.SAN.2011.BELUGA.ADN_20_04864.S_20_01410.dl.n_s.bam,0.003459,0.010987,0.759911,0.053881,1.00E-05,0.041777,0.129974,NA,NA,NA,7,BEL,JAM-BEL
S_20_01472,110.SAN.2013.BELUGA.ADN_20_04890.S_20_01472.dl.n_s.bam,1.00E-05,1.00E-05,0.99994,1.00E-05,1.00E-05,1.00E-05,1.00E-05,NA,NA,NA,7,BEL,JAM-BEL
S_20_01475,111.SAN.2013.BELUGA.ADN_20_04893.S_20_01475.dl.n_s.bam,0.026604,0.003351,0.759912,0.020514,0.018637,0.044137,0.126845,NA,NA,NA,7,BEL,JAM-BEL
S_20_01574,141.SAN.2021.BELUGA.ADN_20_05902.S_20_01574.dl.n_s.bam,0.025538,0.02337,0.008799,0.108148,0.11698,0.058872,0.658294,NA,NA,NA,7,BEL,HBSC
S_20_01612,184.SAN.2021.BELUGA.ADN_20_05033.S_20_01612.dl.n_s.bam,0.09162,0.002053,0.08103,0.027806,0.052712,0.059545,0.685233,NA,NA,NA,7,BEL,HBSC
S_20_03736,159.SAN.2011.BELUGA.ADN_20_05988.S_20_03736.dl.n_s.bam,0.111697,0.023038,0.045175,0.023181,0.065534,0.026765,0.704609,NA,NA,NA,7,BEL,HBSC
S_20_03746,164.SAN.2013.BELUGA.ADN_20_05177.S_20_03746.dl.n_s.bam,0.020708,0.010412,0.836393,0.038079,0.000757,1.00E-05,0.093641,NA,NA,NA,7,BEL,JAM-BEL
S_20_03750,162.SAN.2013.BELUGA.ADN_20_05181.S_20_03750.dl.n_s.bam,0.01258,0.005987,0.771009,0.010889,0.039375,0.043119,0.117041,NA,NA,NA,7,BEL,JAM-BEL
S_20_03951,161.SAN.2013.BELUGA.ADN_20_05353.S_20_03951.dl.n_s.bam,0.007946,0.028515,0.767858,0.013311,0.010972,0.00064,0.170758,NA,NA,NA,7,BEL,JAM-BEL
S_20_03952,163.SAN.2013.BELUGA.ADN_20_05354.S_20_03952.dl.n_s.bam,0.02124,1.00E-05,0.804044,1.00E-05,0.05452,0.057888,0.062288,NA,NA,NA,7,BEL,JAM-BEL
S_20_00782,314.CBS.2005.BELUGA.ADN_20_00969.S_20_00782.dl.n_s.bam,0.028142,0.036753,0.010888,0.109561,0.099428,0.077779,0.63745,NA,NA,NA,7,CS,HBSC
S_20_00811,45.NWH.2002.BELUGA.ADN_20_01059.S_20_00811.dl.n_s.bam,0.051127,0.025668,0.138458,0.094592,0.099371,0.011041,0.579743,NA,NA,NA,7,NWH,HBSC
S_20_00742,147.SAN.2004.BELUGA.ADN_20_00990.S_20_00742.dl.n_s.bam,0.114598,0.029865,0.037568,0.031907,0.036581,0.037003,0.712477,NA,NA,NA,7,BEL,HBSC
S_20_00743,117.SAN.2002.BELUGA.ADN_20_02288.S_20_00743.dl.n_s.bam,0.99994,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,NA,NA,NA,7,BEL,HBSC
S_20_01865,75.SEH.1990.BELUGA.ADN_20_01754.S_20_01865.dl.n_s.bam,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.99994,1.00E-05,1.00E-05,NA,NA,NA,7,SEH,SEHB
S_20_02863,93.SEH.2015.BELUGA.ADN_20_03812.S_20_02863.dl.n_s.bam,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.99994,1.00E-05,1.00E-05,NA,NA,NA,7,SEH,SEHB
S_20_02865,77.SEH.2015.BELUGA.ADN_20_03814.S_20_02865.dl.n_s.bam,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.99994,1.00E-05,1.00E-05,NA,NA,NA,7,SEH,SEHB
S_20_02866,76.SEH.2015.BELUGA.ADN_20_03815.S_20_02866.dl.n_s.bam,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.99994,1.00E-05,1.00E-05,NA,NA,NA,7,SEH,SEHB
S_20_03103,91.SEH.1997.BELUGA.ADN_20_03223.S_20_03103.dl.n_s.bam,0.04065,0.010195,0.043203,0.089086,0.151799,0.030673,0.634394,NA,NA,NA,7,SEH,HBSC
S_20_03104,92.SEH.1997.BELUGA.ADN_20_03224.S_20_03104.dl.n_s.bam,0.033743,0.022838,0.037123,0.082895,0.126433,0.054048,0.64292,NA,NA,NA,7,SEH,HBSC
S_20_01968,262.SHS.2010.BELUGA.ADN_20_04035.S_20_01968.dl.n_s.bam,0.031756,0.033276,0.015167,0.090489,0.096168,0.038439,0.694704,NA,NA,NA,7,SHS,HBSC
S_20_01337,222.NHS.2009.BELUGA.ADN_20_04798.S_20_01337.dl.n_s.bam,0.58131,0.001725,0.019715,0.123352,0.245428,0.02847,NA,NA,NA,NA,6,NHS,HBSC
S_20_01339,221.NHS.2009.BELUGA.ADN_20_04800.S_20_01339.dl.n_s.bam,0.605618,0.017423,0.000842,0.067758,0.308348,1.00E-05,NA,NA,NA,NA,6,NHS,HBSC
S_20_01386,230.NHS.2008.BELUGA.ADN_20_05016.S_20_01386.dl.n_s.bam,0.610063,0.040459,0.009972,0.079566,0.224319,0.035621,NA,NA,NA,NA,6,NHS,HBSC
S_20_01463,234.NHS.1996.BELUGA.ADN_20_04910.S_20_01463.dl.n_s.bam,0.612553,0.006731,0.017369,0.075364,0.255457,0.032525,NA,NA,NA,NA,6,NHS,HBSC
S_20_00727,143.SAN.2002.BELUGA.ADN_20_02292.S_20_00727.dl.n_s.bam,0.99995,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,NA,NA,NA,NA,6,BEL,HBSC
S_20_00730,145.SAN.2002.BELUGA.ADN_20_02289.S_20_00730.dl.n_s.bam,1.00E-05,1.00E-05,0.99995,1.00E-05,1.00E-05,1.00E-05,NA,NA,NA,NA,6,BEL,JAM-BEL
S_20_00739,142.SAN.2002.BELUGA.ADN_20_02291.S_20_00739.dl.n_s.bam,0.615551,0.017617,0.071209,0.091435,0.184723,0.019465,NA,NA,NA,NA,6,BEL,HBSC
S_20_00744,144.SAN.2002.BELUGA.ADN_20_02287.S_20_00744.dl.n_s.bam,0.682336,0.012325,0.026276,0.041322,0.208251,0.02949,NA,NA,NA,NA,6,BEL,HBSC
S_20_00751,136.SAN.2003.BELUGA.ADN_20_01088.S_20_00751.dl.n_s.bam,0.655975,0.016864,0.04997,0.022785,0.207643,0.046763,NA,NA,NA,NA,6,BEL,HBSC
S_20_00756,137.SAN.2004.BELUGA.ADN_20_05321.S_20_00756.dl.n_s.bam,0.659189,0.011654,0.031912,0.03702,0.221679,0.038546,NA,NA,NA,NA,6,BEL,HBSC
S_20_00767,146.SAN.2004.BELUGA.ADN_20_01094.S_20_00767.dl.n_s.bam,0.639769,0.020113,0.062235,0.041981,0.201641,0.034261,NA,NA,NA,NA,6,BEL,HBSC
S_20_03466,186.SAN.2009.BELUGA.ADN_20_05143.S_20_03466.dl.n_s.bam,0.633205,0.002521,0.048379,0.043291,0.229031,0.043572,NA,NA,NA,NA,6,BEL,HBSC
S_20_03644,193.SAN.2018.BELUGA.ADN_20_05381.S_20_03644.dl.n_s.bam,0.659506,0.013887,0.049228,0.01849,0.228296,0.030592,NA,NA,NA,NA,6,BEL,HBSC
S_20_03675,135.SAN.1998.BELUGA.ADN_20_05109.S_20_03675.dl.n_s.bam,1.00E-05,0.009436,0.944649,1.00E-05,1.00E-05,0.045885,NA,NA,NA,NA,6,BEL,JAM-BEL
S_20_03678,113.SAN.2007.BELUGA.ADN_20_05112.S_20_03678.dl.n_s.bam,0.679899,0.003395,0.053453,0.039211,0.191963,0.032079,NA,NA,NA,NA,6,BEL,HBSC
S_20_03681,154.SAN.2007.BELUGA.ADN_20_05115.S_20_03681.dl.n_s.bam,0.669436,0.012778,0.051795,0.006973,0.235178,0.023839,NA,NA,NA,NA,6,BEL,HBSC
S_20_03689,105.SAN.2008.BELUGA.ADN_20_05123.S_20_03689.dl.n_s.bam,1.00E-05,1.00E-05,0.99995,1.00E-05,1.00E-05,1.00E-05,NA,NA,NA,NA,6,BEL,JAM-BEL
S_20_03707,106.SAN.2009.BELUGA.ADN_20_05141.S_20_03707.dl.n_s.bam,0.623985,0.00963,0.026042,0.070092,0.208998,0.061253,NA,NA,NA,NA,6,BEL,HBSC
S_20_03718,187.SAN.2010.BELUGA.ADN_20_05152.S_20_03718.dl.n_s.bam,1.00E-05,1.00E-05,0.99995,1.00E-05,1.00E-05,1.00E-05,NA,NA,NA,NA,6,BEL,JAM-BEL
S_20_03719,156.SAN.2010.BELUGA.ADN_20_05153.S_20_03719.dl.n_s.bam,1.00E-05,1.00E-05,0.99995,1.00E-05,1.00E-05,1.00E-05,NA,NA,NA,NA,6,BEL,JAM-BEL
S_20_03720,119.SAN.2010.BELUGA.ADN_20_05154.S_20_03720.dl.n_s.bam,1.00E-05,1.00E-05,0.99995,1.00E-05,1.00E-05,1.00E-05,NA,NA,NA,NA,6,BEL,JAM-BEL
S_20_03722,158.SAN.2010.BELUGA.ADN_20_05156.S_20_03722.dl.n_s.bam,1.00E-05,0.011425,0.974208,1.00E-05,1.00E-05,0.014336,NA,NA,NA,NA,6,BEL,JAM-BEL
S_20_03726,157.SAN.2010.BELUGA.ADN_20_05160.S_20_03726.dl.n_s.bam,1.00E-05,1.00E-05,0.99995,1.00E-05,1.00E-05,1.00E-05,NA,NA,NA,NA,6,BEL,JAM-BEL
S_20_03742,120.SAN.2011.BELUGA.ADN_20_05173.S_20_03742.dl.n_s.bam,0.653076,1.00E-05,0.056205,0.017669,0.223826,0.049213,NA,NA,NA,NA,6,BEL,HBSC
S_20_03743,160.SAN.2011.BELUGA.ADN_20_05174.S_20_03743.dl.n_s.bam,0.63444,0.01376,0.046286,0.06184,0.20536,0.038314,NA,NA,NA,NA,6,BEL,HBSC
S_20_03752,179.SAN.2020.BELUGA.ADN_20_05183.S_20_03752.dl.n_s.bam,0.629215,0.025027,0.049258,0.023234,0.217312,0.055954,NA,NA,NA,NA,6,BEL,HBSC
S_20_03753,183.SAN.2020.BELUGA.ADN_20_05184.S_20_03753.dl.n_s.bam,0.645105,0.012131,0.029379,0.069956,0.219338,0.024092,NA,NA,NA,NA,6,BEL,HBSC
S_20_03754,182.SAN.2020.BELUGA.ADN_20_05185.S_20_03754.dl.n_s.bam,0.623639,0.030441,0.051778,0.071952,0.209101,0.01309,NA,NA,NA,NA,6,BEL,HBSC
S_20_03759,153.SAN.2006.BELUGA.ADN_20_05190.S_20_03759.dl.n_s.bam,1.00E-05,1.00E-05,0.99995,1.00E-05,1.00E-05,1.00E-05,NA,NA,NA,NA,6,BEL,JAM-BEL
S_20_03760,152.SAN.2006.BELUGA.ADN_20_05191.S_20_03760.dl.n_s.bam,1.00E-05,1.00E-05,0.985628,1.00E-05,1.00E-05,0.014332,NA,NA,NA,NA,6,BEL,JAM-BEL
S_20_03761,151.SAN.2006.BELUGA.ADN_20_05192.S_20_03761.dl.n_s.bam,1.00E-05,1.00E-05,0.99995,1.00E-05,1.00E-05,1.00E-05,NA,NA,NA,NA,6,BEL,JAM-BEL
S_20_03764,155.SAN.2007.BELUGA.ADN_20_05195.S_20_03764.dl.n_s.bam,0.638791,0.01258,0.044221,0.034351,0.220809,0.049248,NA,NA,NA,NA,6,BEL,HBSC
S_20_03769,116.SAN.1998.BELUGA.ADN_20_05200.S_20_03769.dl.n_s.bam,1.00E-05,1.00E-05,0.99995,1.00E-05,1.00E-05,1.00E-05,NA,NA,NA,NA,6,BEL,JAM-BEL
S_20_03785,129.SAN.1995.BELUGA.ADN_20_05214.S_20_03785.dl.n_s.bam,0.640838,0.003607,0.039973,0.054975,0.23129,0.029317,NA,NA,NA,NA,6,BEL,HBSC
S_20_03803,133.SAN.1997.BELUGA.ADN_20_05227.S_20_03803.dl.n_s.bam,0.584113,0.003736,0.044479,0.061063,0.247118,0.05949,NA,NA,NA,NA,6,BEL,HBSC
S_20_03816,134.SAN.1997.BELUGA.ADN_20_05233.S_20_03816.dl.n_s.bam,0.680499,0.006786,0.046226,0.024744,0.225349,0.016395,NA,NA,NA,NA,6,BEL,HBSC
S_20_03822,125.SAN.1993.BELUGA.ADN_20_06003.S_20_03822.dl.n_s.bam,0.647536,0.031693,0.044837,0.058724,0.198781,0.018429,NA,NA,NA,NA,6,BEL,HBSC
S_20_03827,124.SAN.1993.BELUGA.ADN_20_06004.S_20_03827.dl.n_s.bam,0.99995,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,NA,NA,NA,NA,6,BEL,HBSC
S_20_03830,128.SAN.1994.BELUGA.ADN_20_05243.S_20_03830.dl.n_s.bam,0.64118,0.013694,0.029938,0.066179,0.208263,0.040746,NA,NA,NA,NA,6,BEL,HBSC
S_20_03832,114.SAN.1994.BELUGA.ADN_20_05245.S_20_03832.dl.n_s.bam,0.704543,0.018685,0.037945,1.00E-05,0.20568,0.033137,NA,NA,NA,NA,6,BEL,HBSC
S_20_03836,127.SAN.1994.BELUGA.ADN_20_05248.S_20_03836.dl.n_s.bam,0.637453,0.019841,0.038582,0.048929,0.205829,0.049366,NA,NA,NA,NA,6,BEL,HBSC
S_20_03876,149.SAN.2005.BELUGA.ADN_20_05280.S_20_03876.dl.n_s.bam,1.00E-05,1.00E-05,0.99995,1.00E-05,1.00E-05,1.00E-05,NA,NA,NA,NA,6,BEL,JAM-BEL
S_20_03880,150.SAN.2005.BELUGA.ADN_20_05284.S_20_03880.dl.n_s.bam,1.00E-05,0.012252,0.987708,1.00E-05,1.00E-05,1.00E-05,NA,NA,NA,NA,6,BEL,JAM-BEL
S_20_03881,148.SAN.2005.BELUGA.ADN_20_05285.S_20_03881.dl.n_s.bam,1.00E-05,1.00E-05,0.99995,1.00E-05,1.00E-05,1.00E-05,NA,NA,NA,NA,6,BEL,JAM-BEL
S_20_03965,192.SAN.2018.BELUGA.ADN_20_05367.S_20_03965.dl.n_s.bam,0.618337,0.024296,0.051245,0.078634,0.203454,0.024036,NA,NA,NA,NA,6,BEL,HBSC
S_20_03968,190.SAN.2018.BELUGA.ADN_20_05370.S_20_03968.dl.n_s.bam,0.680844,0.012311,0.039609,0.048714,0.210437,0.008085,NA,NA,NA,NA,6,BEL,HBSC
S_20_03969,191.SAN.2018.BELUGA.ADN_20_05371.S_20_03969.dl.n_s.bam,0.697817,0.03031,0.032296,1.00E-05,0.231107,0.00846,NA,NA,NA,NA,6,BEL,HBSC
S_20_03971,189.SAN.2018.BELUGA.ADN_20_05373.S_20_03971.dl.n_s.bam,0.663661,0.011631,0.034172,0.027036,0.257084,0.006416,NA,NA,NA,NA,6,BEL,HBSC
S_20_03977,107.SAN.2018.BELUGA.ADN_20_05379.S_20_03977.dl.n_s.bam,0.629407,0.033471,0.057238,0.064546,0.19033,0.025007,NA,NA,NA,NA,6,BEL,HBSC
S_20_03992,173.SAN.2019.BELUGA.ADN_20_05394.S_20_03992.dl.n_s.bam,0.629347,0.033687,0.050368,0.075256,0.191485,0.019856,NA,NA,NA,NA,6,BEL,HBSC
S_20_03996,174.SAN.2019.BELUGA.ADN_20_05398.S_20_03996.dl.n_s.bam,0.815214,0.018444,0.015635,1.00E-05,0.126353,0.024343,NA,NA,NA,NA,6,BEL,HBSC
S_20_04005,167.SAN.2016.BELUGA.ADN_20_05407.S_20_04005.dl.n_s.bam,0.146602,0.000522,0.013557,0.079978,0.694304,0.065037,NA,NA,NA,NA,6,BEL,SEHB
S_20_04007,170.SAN.2016.BELUGA.ADN_20_05408.S_20_04007.dl.n_s.bam,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.99995,1.00E-05,NA,NA,NA,NA,6,BEL,SEHB
S_20_04017,168.SAN.2016.BELUGA.ADN_20_05418.S_20_04017.dl.n_s.bam,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.99995,1.00E-05,NA,NA,NA,NA,6,BEL,SEHB
S_20_04019,169.SAN.2016.BELUGA.ADN_20_05420.S_20_04019.dl.n_s.bam,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.99995,1.00E-05,NA,NA,NA,NA,6,BEL,SEHB
S_20_04021,166.SAN.2016.BELUGA.ADN_20_05422.S_20_04021.dl.n_s.bam,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.99995,1.00E-05,NA,NA,NA,NA,6,BEL,SEHB
S_20_04031,122.SAN.2017.BELUGA.ADN_20_05432.S_20_04031.dl.n_s.bam,0.653889,0.013463,0.037634,0.039448,0.218928,0.036637,NA,NA,NA,NA,6,BEL,HBSC
S_20_04033,121.SAN.2017.BELUGA.ADN_20_05434.S_20_04033.dl.n_s.bam,1.00E-05,1.00E-05,0.99995,1.00E-05,1.00E-05,1.00E-05,NA,NA,NA,NA,6,BEL,JAM-BEL
S_20_04034,171.SAN.2017.BELUGA.ADN_20_05435.S_20_04034.dl.n_s.bam,1.00E-05,1.00E-05,0.99995,1.00E-05,1.00E-05,1.00E-05,NA,NA,NA,NA,6,BEL,JAM-BEL
S_20_04056,108.SAN.2019.BELUGA.ADN_20_05457.S_20_04056.dl.n_s.bam,0.679811,0.023405,0.042057,0.034849,0.208487,0.011392,NA,NA,NA,NA,6,BEL,HBSC
S_20_04076,178.SAN.2020.BELUGA.ADN_20_05477.S_20_04076.dl.n_s.bam,0.64326,0.010213,0.051965,0.061869,0.209727,0.022966,NA,NA,NA,NA,6,BEL,HBSC
S_20_04087,176.SAN.2020.BELUGA.ADN_20_05488.S_20_04087.dl.n_s.bam,0.657112,0.013274,0.046149,0.039246,0.207989,0.036231,NA,NA,NA,NA,6,BEL,HBSC
S_20_04088,181.SAN.2020.BELUGA.ADN_20_05489.S_20_04088.dl.n_s.bam,0.677659,0.024775,0.049282,0.017691,0.201088,0.029505,NA,NA,NA,NA,6,BEL,HBSC
S_20_00905,245.SHS.2003.BELUGA.ADN_20_02725.S_20_00905.dl.n_s.bam,0.58266,0.039246,0.012054,0.079514,0.263419,0.023108,NA,NA,NA,NA,6,SHS,HBSC
S_20_01140,281.SHS.2019.BELUGA.ADN_20_02324.S_20_01140.dl.n_s.bam,0.655318,0.020883,0.023623,0.09056,0.209606,1.00E-05,NA,NA,NA,NA,6,SHS,HBSC
S_20_01149,276.SHS.2019.BELUGA.ADN_20_04606.S_20_01149.dl.n_s.bam,0.526881,0.01918,0.012862,0.171837,0.243906,0.025334,NA,NA,NA,NA,6,SHS,HBSC
S_20_01181,266.SHS.2019.BELUGA.ADN_20_02312.S_20_01181.dl.n_s.bam,0.519164,1.00E-05,0.036317,0.089376,0.292233,0.0629,NA,NA,NA,NA,6,SHS,HBSC
S_20_01182,265.SHS.2019.BELUGA.ADN_20_02318.S_20_01182.dl.n_s.bam,0.568974,0.039304,0.006351,0.087549,0.256544,0.041278,NA,NA,NA,NA,6,SHS,HBSC
S_20_01644,269.SHS.2019.BELUGA.ADN_20_02315.S_20_01644.dl.n_s.bam,0.584201,0.008275,0.015642,0.094134,0.268022,0.029725,NA,NA,NA,NA,6,SHS,HBSC
S_20_01680,267.SHS.2019.BELUGA.ADN_20_02310.S_20_01680.dl.n_s.bam,0.527798,0.024402,0.020512,0.130509,0.255617,0.041162,NA,NA,NA,NA,6,SHS,HBSC
S_20_01699,268.SHS.2019.BELUGA.ADN_20_02311.S_20_01699.dl.n_s.bam,0.571146,0.031384,0.018316,0.089463,0.258577,0.031114,NA,NA,NA,NA,6,SHS,HBSC
S_20_01705,283.SHS.2019.BELUGA.ADN_20_02344.S_20_01705.dl.n_s.bam,0.590317,0.016325,0.064812,0.054299,0.252816,0.021431,NA,NA,NA,NA,6,SHS,HBSC
S_20_01998,273.SHS.2013.BELUGA.ADN_20_04066.S_20_01998.dl.n_s.bam,0.586257,1.00E-05,0.00553,0.111594,0.292539,0.004071,NA,NA,NA,NA,6,SHS,HBSC
S_20_02317,254.SHS.2000.BELUGA.ADN_20_04454.S_20_02317.dl.n_s.bam,0.583509,0.031121,0.014501,0.134342,0.227834,0.008693,NA,NA,NA,NA,6,SHS,HBSC
S_20_02719,263.SHS.2007.BELUGA.ADN_20_02564.S_20_02719.dl.n_s.bam,0.621828,0.019772,0.024989,0.0724,0.252221,0.00879,NA,NA,NA,NA,6,SHS,HBSC
S_20_02755,255.SHS.2007.BELUGA.ADN_20_02545.S_20_02755.dl.n_s.bam,0.584193,0.01667,0.026639,0.099475,0.248618,0.024404,NA,NA,NA,NA,6,SHS,HBSC
S_20_02799,243.SHS.2009.BELUGA.ADN_20_05055.S_20_02799.dl.n_s.bam,0.590793,0.014628,0.021575,0.080897,0.256057,0.03605,NA,NA,NA,NA,6,SHS,HBSC
S_20_03257,282.SHS.2005.BELUGA.ADN_20_04236.S_20_03257.dl.n_s.bam,0.561484,0.039572,1.00E-05,0.151191,0.234831,0.012911,NA,NA,NA,NA,6,SHS,HBSC
S_20_01763,346.SLE.2018.BELUGA.ADN_20_04289.S_20_01763.dl.n_s.bam,1.00E-05,0.999946,1.00E-05,1.40E-05,1.00E-05,1.00E-05,NA,NA,NA,NA,6,SLE,SLE
S_20_01764,350.SLE.2018.BELUGA.ADN_20_04285.S_20_01764.dl.n_s.bam,1.00E-05,0.99995,1.00E-05,1.00E-05,1.00E-05,1.00E-05,NA,NA,NA,NA,6,SLE,SLE
S_20_01773,357.SLE.2011.BELUGA.ADN_20_05805.S_20_01773.dl.n_s.bam,0.324366,0.566197,1.00E-05,0.042734,0.066683,1.00E-05,NA,NA,NA,NA,6,SLE,SLE
S_20_01785,349.SLE.2017.BELUGA.ADN_20_05740.S_20_01785.dl.n_s.bam,1.00E-05,0.999949,1.00E-05,1.10E-05,1.00E-05,1.00E-05,NA,NA,NA,NA,6,SLE,SLE
S_20_03535,355.SLE.2010.BELUGA.ADN_20_05806.S_20_03535.dl.n_s.bam,1.00E-05,0.99995,1.00E-05,1.00E-05,1.00E-05,1.00E-05,NA,NA,NA,NA,6,SLE,SLE
S_20_03537,344.SLE.2019.BELUGA.ADN_20_05812.S_20_03537.dl.n_s.bam,1.00E-05,0.999948,1.00E-05,1.10E-05,1.10E-05,1.00E-05,NA,NA,NA,NA,6,SLE,SLE
