"Numero_unique_specimen","Numero_reception_specimen","Numero_unique_groupe","Nom_commun","Genre","Espece","Couleur_individu","Age","Sexe_visuel","Region_echantillonnage","Lieu_echantillonnage","Latitude_echantillonnage_DD","Longitude_echantillonnage_DD","Annee_echantillonnage","Mois_echantillonnage","Jour_echantillonnage","Communaute","Nom_chasseur","Sexe_laboratoire","Technique_sexage","Responsable_sexage","Numero_unique_extrait","Haplotype","Librairie_ref"
"S_20_02273","DL15_114","G_20_02273","BELUGA","Delphinapterus","leucas",NA,NA,"M","SHS","Pointe_Utarqiuvik","61.046","-69.468",2015,"10",26,"Quaqtaq",NA,"M","qPCR","S_Guillou","ADN_20_03158","HL049","librairie_143_haplotypes615"
"S_20_02274","DL15_119","G_20_02274","BELUGA","Delphinapterus","leucas",NA,NA,"F","SHS","Tulliraq",NA,NA,2015,"10",28,"Quaqtaq",NA,"M","qPCR","S_Guillou","ADN_20_03159","HL001","librairie_143_haplotypes615"
"S_20_02275","DL15_120","G_20_02275","BELUGA","Delphinapterus","leucas",NA,NA,"M","SHS","Pointe_Naujaat","61.062","-69.499",2015,"6",26,"Quaqtaq",NA,"F","qPCR","S_Guillou","ADN_20_03160","HL003","librairie_143_haplotypes615"
"S_20_02276","DL15_121","G_20_02276","BELUGA","Delphinapterus","leucas",NA,NA,"M","SHS","Kangiqsujuaq","61.598","-71.96",2015,"7",13,"Kangiqsujuaq",NA,"M","qPCR","C_Bonnet","ADN_20_03161","HL003","librairie_143_haplotypes615"
"S_20_02277","DL15_122","G_20_02277","BELUGA","Delphinapterus","leucas",NA,NA,"F","SHS","Island_Ukiivik","61.54","-71.61",2015,"8",8,"Kangiqsujuaq",NA,"M","qPCR","S_Guillou","ADN_20_02584","HL003","librairie_143_haplotypes615"
"S_20_02278","DL15_123","G_20_02278","BELUGA","Delphinapterus","leucas",NA,NA,"M","SHS","Pointe_Nuvukallak","61.609","-71.959",2015,"8",3,"Kangiqsujuaq",NA,"M","qPCR","C_Bonnet","ADN_20_03162","HL003","librairie_143_haplotypes615"
"S_20_02279","DL15_127","G_20_02279","BELUGA","Delphinapterus","leucas",NA,NA,"F","SHS","Pointe_Nuvukallak","61.609","-71.959",2015,"8",3,"Kangiqsujuaq",NA,"M","qPCR","C_Bonnet","ADN_20_03163","HL111","librairie_143_haplotypes615"
"S_20_02280","DL15_129","G_20_02280","BELUGA","Delphinapterus","leucas",NA,NA,"F","SHS","Wakeham_River","61.598","-72.014",2015,"7",7,"Kangiqsujuaq",NA,"F","qPCR","S_Guillou","ADN_20_02646","HL001","librairie_143_haplotypes615"
"S_20_02281","DL15_130","G_20_02281","BELUGA","Delphinapterus","leucas",NA,NA,"F","SHS","Pointe_Nuvukallak","61.609","-71.959",2015,"8",3,"Kangiqsujuaq",NA,"M","qPCR","S_Guillou","ADN_20_03164","HL003","librairie_143_haplotypes615"
"S_20_02282","DL15_132","G_20_02282","BELUGA","Delphinapterus","leucas",NA,NA,"M","SHS","Kangiqsujuaq","61.598","-71.96",2015,"8",2,"Kangiqsujuaq",NA,"M","qPCR","C_Bonnet","ADN_20_03165","HL003","librairie_143_haplotypes615"
"S_20_02283","DL15_134","G_20_02283","BELUGA","Delphinapterus","leucas",NA,NA,"F","SHS","Pointe_Nuvukallak","61.609","-71.959",2015,"8",3,"Kangiqsujuaq",NA,"M","qPCR","C_Bonnet","ADN_20_03166","HL012","librairie_143_haplotypes615"
"S_20_02284","DL00150","G_20_02284","BELUGA","Delphinapterus","leucas",NA,NA,"F","LON","Long_Island","54.878","-79.4",2004,"10",10,NA,NA,"M","qPCR","S_Guillou","ADN_20_04387","HL003","librairie_143_haplotypes615"
"S_20_02285","DL_5042","G_20_02285","BELUGA","Delphinapterus","leucas",NA,NA,"M","SHS","Pointe_Naujaat","61.0194","-69.4622",2004,"6",15,"Quaqtaq",NA,"M","qPCR","S_Guillou","ADN_20_04388","HL003","librairie_143_haplotypes615"
"S_20_02286","DL_6153","G_20_02286","BELUGA","Delphinapterus","leucas",NA,33,"M","SHS","Quaqtaq","60.97","-69.71",2004,"11",2,"Quaqtaq",NA,"M","qPCR","S_Guillou","ADN_20_04395","HL015","librairie_143_haplotypes615"
"S_20_02287","NQ04_6118","G_20_02287","BELUGA","Delphinapterus","leucas",NA,19,NA,"SHS","Camp_Imilimmiut","60.8167","-69.4361",2004,"7",7,"Kangirsuk",NA,"M","qPCR","S_Guillou","ADN_20_04398","HL003","librairie_143_haplotypes615"
"S_20_02288","DL_6103","G_20_02288","BELUGA","Delphinapterus","leucas",NA,20,"F","LON","Long_Island","54.878","-79.4",2004,"10",10,"Kuujjuaraapik",NA,"M","qPCR","C_Bonnet","ADN_20_04406","HL008","librairie_143_haplotypes615"
"S_20_02289","DL_6105","G_20_02289","BELUGA","Delphinapterus","leucas",NA,27,"M","LON","Long_Island","54.833","-79.417",2004,"10",11,"Kuujjuaraapik",NA,"M","qPCR","S_Guillou","ADN_20_04408","HL074","librairie_143_haplotypes615"
"S_20_02290","DL_6107","G_20_02290","BELUGA","Delphinapterus","leucas",NA,14,"F","LON","Long_Island","54.878","-79.4",2004,"8",30,"Kuujjuaraapik",NA,"M","qPCR","S_Guillou","ADN_20_04410","HL070","librairie_143_haplotypes615"
"S_20_02291","DL_6108","G_20_02291","BELUGA","Delphinapterus","leucas",NA,20,"M","LON","Long_Island","54.833","-79.417",2004,"9",4,"Kuujjuaraapik",NA,"M","qPCR","C_Bonnet","ADN_20_04411","HL008","librairie_143_haplotypes615"
"S_20_02292","DL_6109","G_20_02292","BELUGA","Delphinapterus","leucas",NA,6,"F","LON","Long_Island","54.878","-79.4",2004,"8",30,"Kuujjuaraapik",NA,"M","qPCR","C_Bonnet","ADN_20_04415","HL070","librairie_143_haplotypes615"
"S_20_02293","DL_6110","G_20_02293","BELUGA","Delphinapterus","leucas",NA,28,"M","LON","Long_Island","54.878","-79.4",2004,"8",29,"Kuujjuaraapik",NA,"M","qPCR","S_Guillou","ADN_20_04416","HL008","librairie_143_haplotypes615"
"S_20_02294","DL_6151","G_20_02294","BELUGA","Delphinapterus","leucas",NA,14,"M","SHS","Quaqtaq","60.97","-69.71",2004,"11",2,"Quaqtaq",NA,"M","qPCR","S_Guillou","ADN_20_04417","HL003","librairie_143_haplotypes615"
"S_20_02295","DL_6155","G_20_02295","BELUGA","Delphinapterus","leucas",NA,25,"F","SHS","Quaqtaq","60.97","-69.71",2004,"11",7,"Quaqtaq",NA,"F","qPCR","S_Guillou","ADN_20_04424","HL077","librairie_143_haplotypes615"
"S_20_02296","DL_6161","G_20_02296","BELUGA","Delphinapterus","leucas",NA,NA,"M","SHS","Quaqtaq","60.97","-69.71",2004,"11",2,"Quaqtaq",NA,"F","qPCR","C_Bonnet","ADN_20_04430","HL049","librairie_143_haplotypes615"
"S_20_02297","DL_6091","G_20_02297","BELUGA","Delphinapterus","leucas",NA,16,"M","JAM","Tikiraqjuaq","54.633","-79.668",2004,"8",12,"Umiujaq",NA,"M","qPCR","C_Bonnet","ADN_20_04432","HL038","librairie_143_haplotypes615"
"S_20_02298","NQ04_6093","G_20_02298","BELUGA","Delphinapterus","leucas",NA,34,NA,"JAM","James_Bay","53.083","-80.583",2004,"9",8,"Umiujaq",NA,"M","qPCR","S_Guillou","ADN_20_04433","HL074","librairie_143_haplotypes615"
"S_20_02299","DL_6101","G_20_02299","BELUGA","Delphinapterus","leucas",NA,35,"F","LON","Long_Island","54.878","-79.4",2004,"10",12,"Kuujjuaraapik",NA,"M","qPCR","C_Bonnet","ADN_20_04421","HL008","librairie_143_haplotypes615"
"S_20_02300","DL_6106","G_20_02300","BELUGA","Delphinapterus","leucas",NA,20,"F","LON","Long_Island","54.878","-79.4",2004,"10",10,"Kuujjuaraapik",NA,"M","qPCR","C_Bonnet","ADN_20_04435","HL088","librairie_143_haplotypes615"
"S_20_02301","DL_5181","G_20_02301","BELUGA","Delphinapterus","leucas",NA,19,"M","SHS","Ivujivik","62.418","-77.911",2004,"10",27,"Ivujivik",NA,"F","qPCR","S_Guillou","ADN_20_04436","HL001","librairie_143_haplotypes615"
"S_20_02302","DL98_433","G_20_02302","BELUGA","Delphinapterus","leucas",NA,NA,"F","UNG","Colline_Qanait","60.0475","-69.71972",2000,"7",5,"Kangirsuk",NA,"F","qPCR","S_Guillou","ADN_20_04437","HL003","librairie_143_haplotypes615"
"S_20_02303","DL98_481","G_20_02303","BELUGA","Delphinapterus","leucas",NA,7,"F","SHS","South_East",NA,NA,2000,"8",3,"Kangiqsujuaq",NA,"M","qPCR","C_Bonnet","ADN_20_04438","HL003","librairie_143_haplotypes615"
"S_20_02304","DL99_014","G_20_02304","BELUGA","Delphinapterus","leucas",NA,NA,NA,"SHS","Salluit",NA,NA,1999,NA,NA,NA,NA,"F","qPCR","S_Guillou","ADN_20_04439",NA,"librairie_143_haplotypes615"
"S_20_02305","DL99_17","G_20_02305","BELUGA","Delphinapterus","leucas",NA,NA,"M","SEH","Nastapoka_River",NA,NA,2000,"8",3,NA,NA,"M","qPCR","C_Bonnet","ADN_20_04440","HL010","librairie_143_haplotypes615"
"S_20_02306","DL99_021","G_20_02306","BELUGA","Delphinapterus","leucas",NA,NA,"F","SHS","Quaqtaq","61.1638888888889","-69.6388888888889",2000,"11",6,"Quaqtaq",NA,"F","qPCR","C_Bonnet","ADN_20_04441","HL012","librairie_143_haplotypes615"
"S_20_02307","DL99_024","G_20_02307","BELUGA","Delphinapterus","leucas",NA,NA,"M","SHS","Quaqtaq","61.1638888888889","-69.6388888888889",2000,"11",6,"Quaqtaq",NA,"M","qPCR","S_Guillou","ADN_20_04442","HL001","librairie_143_haplotypes615"
"S_20_02308","DL99_26","G_20_02308","BELUGA","Delphinapterus","leucas",NA,NA,NA,"SHS","Salluit",NA,NA,1999,NA,NA,NA,NA,"M","qPCR","S_Guillou","ADN_20_04444","HL077","librairie_143_haplotypes615"
"S_20_02309","DL99_29","G_20_02309","BELUGA","Delphinapterus","leucas",NA,NA,NA,"SHS","Salluit",NA,NA,1999,NA,NA,NA,NA,"F","qPCR","S_Guillou","ADN_20_04445","HL010","librairie_143_haplotypes615"
"S_20_02310","DL99_046","G_20_02310","BELUGA","Delphinapterus","leucas",NA,NA,NA,"SHS","Salluit",NA,NA,1999,NA,NA,NA,NA,"F","qPCR","S_Guillou","ADN_20_04446","HL001","librairie_143_haplotypes615"
"S_20_02311","DL99_047","G_20_02311","BELUGA","Delphinapterus","leucas",NA,NA,NA,"SHS",NA,NA,NA,1999,NA,NA,"Salluit",NA,"M","qPCR","S_Guillou","ADN_20_04447","HL003","librairie_143_haplotypes615"
"S_20_02312","DL2000_02","G_20_02312","BELUGA","Delphinapterus","leucas",NA,NA,"M","SEH","Nastapoka_River","56.91","-76.5441666666667",2000,"8",2,"Inukjuak",NA,"F","qPCR","S_Guillou","ADN_20_04449","HL010","librairie_143_haplotypes615"
"S_20_02313","DL2000_03","G_20_02313","BELUGA","Delphinapterus","leucas",NA,NA,"F","SEH","Nastapoka_River","56.91","-76.5441666666667",2000,"8",3,"Inukjuak",NA,"M","qPCR","C_Bonnet","ADN_20_04450","HL092","librairie_143_haplotypes615"
"S_20_02314","DL2000_04","G_20_02314","BELUGA","Delphinapterus","leucas",NA,NA,"M","SEH","Nastapoka_River","56.91","-76.5441666666667",2000,"8",3,"Inukjuak",NA,"M","qPCR","C_Bonnet","ADN_20_04451","HL001","librairie_143_haplotypes615"
"S_20_02315","DL2000_05","G_20_02315","BELUGA","Delphinapterus","leucas",NA,34,"F","SEH","Nastapoka_River","56.91","-76.5441666666667",2000,"8",3,"Inukjuak",NA,"U","qPCR","C_Bonnet","ADN_20_04452","HL077","librairie_143_haplotypes615"
"S_20_02316","DL2000_07","G_20_02316","BELUGA","Delphinapterus","leucas",NA,22,"M","SEH","Nastapoka_River","56.91","-76.5441666666667",2000,"8",3,"Inukjuak",NA,"M","qPCR","C_Bonnet","ADN_20_04453","HL016","librairie_143_haplotypes615"
"S_20_02317","NQDL0007","G_20_02317","BELUGA","Delphinapterus","leucas",NA,NA,NA,"SHS","Kangiqsujuaq",NA,NA,2000,"6",26,"Kangiqsujuaq",NA,"M","qPCR","S_Guillou","ADN_20_04454","HL043","librairie_143_haplotypes615"
"S_20_02318","DL2000_08","G_20_02318","BELUGA","Delphinapterus","leucas",NA,16,NA,"SEH","Nastapoka_River","56.91","-76.5441666666667",2000,"8",3,"Inukjuak",NA,"F","qPCR","S_Guillou","ADN_20_04455","HL010","librairie_143_haplotypes615"
"S_20_02319","NQDL0009","G_20_02319","BELUGA","Delphinapterus","leucas",NA,NA,"F","SHS","Kangiqsujuaq",NA,NA,2000,"6",26,"Kangiqsujuaq",NA,"M","qPCR","S_Guillou","ADN_20_04456","HL003","librairie_143_haplotypes615"
"S_20_02320","DL2000_09","G_20_02320","BELUGA","Delphinapterus","leucas",NA,14,"F","SEH","Nastapoka_River","56.91","-76.5441666666667",2000,"8",3,"Inukjuak",NA,"F","qPCR","C_Bonnet","ADN_20_04457","HL077","librairie_143_haplotypes615"
"S_20_02321","DL2000_10","G_20_02321","BELUGA","Delphinapterus","leucas",NA,NA,"F","SEH","Nastapoka_River","56.91","-76.5441666666667",2000,"8",3,"Inukjuak",NA,"M","qPCR","S_Guillou","ADN_20_04458","HL003","librairie_143_haplotypes615"
"S_20_02322","DL2000_11","G_20_02322","BELUGA","Delphinapterus","leucas",NA,NA,NA,"SEH","Nastapoka_River","56.91","-76.5441666666667",2000,"8",3,"Inukjuak",NA,"F","qPCR","S_Guillou","ADN_20_04459","HL010","librairie_143_haplotypes615"
"S_20_02323","DL0013","G_20_02323","BELUGA","Delphinapterus","leucas",NA,NA,"M","SHS",NA,NA,NA,2000,NA,NA,"Quaqtaq",NA,"M","qPCR","S_Guillou","ADN_20_04460","HL008","librairie_143_haplotypes615"
"S_20_02324","DL0016","G_20_02324","BELUGA","Delphinapterus","leucas",NA,23,"F","SHS","Quaqtaq","61.1638888888889","-69.6388888888889",2000,"11",2,"Kuujjuaq",NA,"F","qPCR","S_Guillou","ADN_20_04461","HL003","librairie_143_haplotypes615"
"S_20_02325","DL0017","G_20_02325","BELUGA","Delphinapterus","leucas",NA,24,"F","SHS","Quaqtaq","61.1638888888889","-69.6388888888889",2000,"11",2,"Kuujjuaq",NA,"F","qPCR","S_Guillou","ADN_20_04462","HL001","librairie_143_haplotypes615"
"S_20_02326","DL0020","G_20_02326","BELUGA","Delphinapterus","leucas",NA,NA,"M","SHS",NA,NA,NA,2000,NA,NA,"Quaqtaq",NA,"M","qPCR","S_Guillou","ADN_20_04463","HL003","librairie_143_haplotypes615"
"S_20_02327","DL0022","G_20_02327","BELUGA","Delphinapterus","leucas",NA,NA,"F","SHS","Salluit_Fjord","62.2583333333333","-75.8972222222222",2000,"6",29,"Salluit",NA,"F","qPCR","S_Guillou","ADN_20_04464","HL001","librairie_143_haplotypes615"
"S_20_02328","DL0023","G_20_02328","BELUGA","Delphinapterus","leucas",NA,28,"F","SHS","Salluit","62.1","-75.514",2000,"7",6,"Salluit",NA,"M","qPCR","S_Guillou","ADN_20_04465","HL001","librairie_143_haplotypes615"
"S_20_02329","DL0024","G_20_02329","BELUGA","Delphinapterus","leucas",NA,23,"M","SHS",NA,NA,NA,2000,"7",6,"Salluit",NA,"M","qPCR","S_Guillou","ADN_20_04466","HL001","librairie_143_haplotypes615"
"S_20_02330","DL0027","G_20_02330","BELUGA","Delphinapterus","leucas",NA,13,"F","SHS","Salluit_Fjord","62.2583333333333","-75.8972222222222",2000,"6",29,"Salluit",NA,"F","qPCR","C_Bonnet","ADN_20_04467","HL001","librairie_143_haplotypes615"
"S_20_02331","DL0030","G_20_02331","BELUGA","Delphinapterus","leucas",NA,NA,"M","SHS","Qarqaluarjuq",NA,NA,2000,"7",11,"Salluit",NA,"M","qPCR","S_Guillou","ADN_20_04468","HL003","librairie_143_haplotypes615"
"S_20_02332","DL0051","G_20_02332","BELUGA","Delphinapterus","leucas",NA,NA,NA,"UNG",NA,NA,NA,2000,"6",28,"Kuujjuaq",NA,"M","qPCR","C_Bonnet","ADN_20_04469","HL003","librairie_143_haplotypes615"
"S_20_02333","DL0056","G_20_02333","BELUGA","Delphinapterus","leucas",NA,NA,"F","UNG",NA,NA,NA,2000,NA,NA,"Kuujjuaq",NA,"F","qPCR","S_Guillou","ADN_20_05049","HL015","librairie_143_haplotypes615"
"S_20_02334","DL0057","G_20_02334","BELUGA","Delphinapterus","leucas",NA,NA,"F","UNG",NA,NA,NA,2000,NA,NA,"Kuujjuaq",NA,"F","qPCR","S_Guillou","ADN_20_04471","HL003","librairie_143_haplotypes615"
"S_20_02335","DL0059","G_20_02335","BELUGA","Delphinapterus","leucas",NA,NA,"F","UNG",NA,NA,NA,2000,NA,NA,"Kuujjuaq",NA,"F","qPCR","S_Guillou","ADN_20_04472","HL004","librairie_143_haplotypes615"
"S_20_02336","DL0064","G_20_02336","BELUGA","Delphinapterus","leucas",NA,27,"M","SHS",NA,NA,NA,2000,"7",6,"Salluit",NA,"M","qPCR","S_Guillou","ADN_20_04473","HL001","librairie_143_haplotypes615"
"S_20_02337","DL00116","G_20_02337","BELUGA","Delphinapterus","leucas",NA,32,"F","SEH","Nastapoka_River","56.91","-76.5441666666667",2000,"8",5,"Inukjuak",NA,"F","qPCR","S_Guillou","ADN_20_04474","HL010","librairie_143_haplotypes615"
"S_20_02338","DL00117","G_20_02338","BELUGA","Delphinapterus","leucas",NA,16,"F","SEH","Nastapoka_River","56.91","-76.5441666666667",2000,"8",5,"Inukjuak",NA,"F","qPCR","S_Guillou","ADN_20_04475","HL077","librairie_143_haplotypes615"
"S_20_02339","DL00118","G_20_02339","BELUGA","Delphinapterus","leucas",NA,21,NA,"SEH",NA,NA,NA,2000,NA,NA,"Inukjuak",NA,"U","qPCR","C_Bonnet","ADN_20_04476","HL010","librairie_143_haplotypes615"
"S_20_02340","DL00120","G_20_02340","BELUGA","Delphinapterus","leucas",NA,23,"F","SEH","Nastapoka_River","56.91","-76.5441666666667",2000,"8",5,"Inukjuak",NA,"U","qPCR","S_Guillou","ADN_20_04477","HL092","librairie_143_haplotypes615"
"S_20_02341","DL00121","G_20_02341","BELUGA","Delphinapterus","leucas",NA,NA,"F","SEH","Nastapoka_River","56.91","-76.5441666666667",2000,"8",5,"Inukjuak",NA,"F","qPCR","C_Bonnet","ADN_20_04478","HL010","librairie_143_haplotypes615"
"S_20_02342","DL00122","G_20_02342","BELUGA","Delphinapterus","leucas",NA,21,"F","SEH","Nastapoka_River","56.91","-76.5441666666667",2000,"8",6,"Inukjuak",NA,"F","qPCR","S_Guillou","ADN_20_04479","HL016","librairie_143_haplotypes615"
"S_20_02343","DL00123","G_20_02343","BELUGA","Delphinapterus","leucas",NA,19,"F","SEH","Nastapoka_River","56.91","-76.5441666666667",2000,"8",6,"Inukjuak",NA,"M","qPCR","S_Guillou","ADN_20_04480","HL016","librairie_143_haplotypes615"
"S_20_02344","DL00124","G_20_02344","BELUGA","Delphinapterus","leucas",NA,16,"M","SEH","Nastapoka_River","56.91","-76.5441666666667",2000,"8",6,"Inukjuak",NA,"M","qPCR","S_Guillou","ADN_20_04481","HL008","librairie_143_haplotypes615"
"S_20_02345","DL00125","G_20_02345","BELUGA","Delphinapterus","leucas",NA,20,"F","SEH","Nastapoka_River","56.91","-76.5441666666667",2000,"8",6,"Inukjuak",NA,"F","qPCR","S_Guillou","ADN_20_04482","HL016","librairie_143_haplotypes615"
"S_20_02346","DL00129","G_20_02346","BELUGA","Delphinapterus","leucas",NA,5,"F","SHS","Digges_Islands","62.5869444444444","-78.1105555555555",2000,"10",10,"Puvirnituq",NA,"M","qPCR","S_Guillou","ADN_20_04483","HL008","librairie_143_haplotypes615"
"S_20_02347","DL00130","G_20_02347","BELUGA","Delphinapterus","leucas",NA,23,"M","SHS","Digges_Islands","62.5869444444444","-78.1105555555555",2000,"10",19,"Puvirnituq",NA,"M","qPCR","C_Bonnet","ADN_20_04484","HL001","librairie_143_haplotypes615"
"S_20_02348","DL00131","G_20_02348","BELUGA","Delphinapterus","leucas",NA,13,"M","SHS","Digges_Islands","62.5869444444444","-78.1105555555555",2000,"10",11,"Puvirnituq",NA,"M","qPCR","S_Guillou","ADN_20_04485","HL002","librairie_143_haplotypes615"
"S_20_02349","DL00132","G_20_02349","BELUGA","Delphinapterus","leucas",NA,NA,"F","SHS","Digges_Islands","62.5869444444444","-78.1105555555555",2000,"10",10,"Puvirnituq",NA,"M","qPCR","S_Guillou","ADN_20_04486","HL001","librairie_143_haplotypes615"
"S_20_02350","DL13_020","G_20_02350","BELUGA","Delphinapterus","leucas",NA,NA,"F","UNG","Baie_Ungavatuaq","58.629","-69.798",2018,"7",20,"Kangiqsualujjuaq",NA,"F","qPCR","C_Bonnet","ADN_20_01857","HL053","librairie_143_haplotypes615"
"S_20_02351","DL14_191","G_20_02351","BELUGA","Delphinapterus","leucas",NA,NA,"M","SHS","Ivujivik","62.418","-77.911",2018,"7",14,"Ivujivik",NA,"M","qPCR","C_Bonnet","ADN_20_03296",NA,"librairie_143_haplotypes615"
"S_20_02352","DL15_072","G_20_02352","BELUGA","Delphinapterus","leucas",NA,NA,"F","UNG","Aupaluk",NA,NA,2018,"7",17,"Aupaluk",NA,"F","qPCR","S_Guillou","ADN_20_01877","HL003","librairie_143_haplotypes615"
"S_20_02353","DL15_193","G_20_02353","BELUGA","Delphinapterus","leucas",NA,NA,"F","NEH","Akulivik",NA,NA,2018,"10",17,"Akulivik",NA,"F","qPCR","S_Guillou","ADN_20_03297","HL112","librairie_143_haplotypes615"
"S_20_02354","DL15_291","G_20_02354","BELUGA","Delphinapterus","leucas",NA,NA,"F","UNG","Kangirsuk",NA,NA,2018,"6",28,"Kangirsuk",NA,"M","qPCR","S_Guillou","ADN_20_03298","HL001","librairie_143_haplotypes615"
"S_20_02355","DL16_035","G_20_02355","BELUGA","Delphinapterus","leucas",NA,NA,"M","UNG","Island_Qulluvik","60.159","-69.451",2018,"7",9,"Kuujjuaq",NA,"M","qPCR","S_Guillou","ADN_20_01833","HL001","librairie_143_haplotypes615"
"S_20_02356","DL16_070","G_20_02356","BELUGA","Delphinapterus","leucas",NA,NA,"F","UNG","Aupaluk",NA,NA,2018,"7",17,"Aupaluk",NA,"F","qPCR","S_Guillou","ADN_20_01853","HL003","librairie_143_haplotypes615"
"S_20_02357","DL16_085","G_20_02357","BELUGA","Delphinapterus","leucas",NA,NA,NA,NA,NA,NA,NA,2018,NA,NA,NA,NA,"F","qPCR","S_Guillou","ADN_20_03299",NA,"librairie_143_haplotypes615"
"S_20_02358","DL16_156","G_20_02358","BELUGA","Delphinapterus","leucas",NA,NA,"F","SHS","Salluit",NA,NA,2018,"7",20,"Salluit",NA,"F","qPCR","S_Guillou","ADN_20_03300","HL001","librairie_143_haplotypes615"
"S_20_02359","DL16_173","G_20_02359","BELUGA","Delphinapterus","leucas",NA,NA,"F","SHS","Ivujivik","62.418","-77.911",2018,"7",23,"Ivujivik",NA,"F","qPCR","S_Guillou","ADN_20_03301","HL020","librairie_143_haplotypes615"
"S_20_02360","DL16_174","G_20_02360","BELUGA","Delphinapterus","leucas",NA,NA,"M","SHS","Havre_dIvujivik",NA,NA,2018,"7",23,"Ivujivik",NA,"F","qPCR","S_Guillou","ADN_20_03302","HL015","librairie_143_haplotypes615"
"S_20_02361","DL16_181","G_20_02361","BELUGA","Delphinapterus","leucas",NA,NA,NA,NA,NA,NA,NA,2018,NA,NA,NA,NA,"M","qPCR","S_Guillou","ADN_20_03303",NA,"librairie_143_haplotypes615"
"S_20_02362","DL16_182","G_20_02362","BELUGA","Delphinapterus","leucas",NA,NA,"F","NEH","Akulivik",NA,NA,2018,"10",20,"Akulivik",NA,"M","qPCR","S_Guillou","ADN_20_03304","HL010","librairie_143_haplotypes615"
"S_20_02363","DL17_029","G_20_02363","BELUGA","Delphinapterus","leucas",NA,NA,"F","SHS","Pointe_Naujaat","61.006","-69.401",2018,"6",25,"Kuujjuaq",NA,"M","qPCR","S_Guillou","ADN_20_03384","HL001","librairie_143_haplotypes615"
"S_20_02364","DL17_060","G_20_02364","BELUGA","Delphinapterus","leucas",NA,NA,"M","UNG","Tasiujaq",NA,NA,2018,"7",11,"Tasiujaq",NA,"M","qPCR","S_Guillou","ADN_20_01856","HL001","librairie_143_haplotypes615"
"S_20_02365","DL17_071","G_20_02365","BELUGA","Delphinapterus","leucas",NA,NA,"F","UNG","Aupaluk",NA,NA,2018,"7",7,"Aupaluk",NA,"M","qPCR","S_Guillou","ADN_20_01826","HL003","librairie_143_haplotypes615"
"S_20_02366","DL17_072","G_20_02366","BELUGA","Delphinapterus","leucas",NA,NA,"F","UNG","Aupaluk",NA,NA,2018,"7",16,"Aupaluk",NA,"F","qPCR","C_Bonnet","ADN_20_03306","HL003","librairie_143_haplotypes615"
"S_20_02367","DL17_076","G_20_02367","BELUGA","Delphinapterus","leucas",NA,NA,"M","UNG","Kangirsuk","60.159","-69.451",2018,"7",1,"Aupaluk",NA,"F","qPCR","S_Guillou","ADN_20_03307","HL008","librairie_143_haplotypes615"
"S_20_02368","DL17_077","G_20_02368","BELUGA","Delphinapterus","leucas",NA,NA,"F","UNG","Kangirsuk","60.159","-69.451",2018,"6",3,"Aupaluk",NA,"F","qPCR","S_Guillou","ADN_20_03308","HL001","librairie_143_haplotypes615"
"S_20_02369","DL17_079","G_20_02369","BELUGA","Delphinapterus","leucas",NA,NA,"F","UNG","Kangirsuk","60.159","-69.451",2018,"7",1,"Aupaluk",NA,"M","qPCR","C_Bonnet","ADN_20_02626","HL001","librairie_143_haplotypes615"
"S_20_02370","DL17_085","G_20_02370","BELUGA","Delphinapterus","leucas",NA,NA,NA,NA,NA,NA,NA,2018,NA,NA,NA,NA,"M","qPCR","S_Guillou","ADN_20_03309","HL011","librairie_143_haplotypes615"
"S_20_02371","DL17_094","G_20_02371","BELUGA","Delphinapterus","leucas",NA,NA,NA,NA,NA,NA,NA,2018,NA,NA,NA,NA,"M","qPCR","S_Guillou","ADN_20_03310","HL014","librairie_143_haplotypes615"
"S_20_02372","DL17_106","G_20_02372","BELUGA","Delphinapterus","leucas",NA,NA,"F","SHS","Quaqtaq",NA,NA,2018,"11",14,"Quaqtaq",NA,"F","qPCR","S_Guillou","ADN_20_03311","HL001","librairie_143_haplotypes615"
"S_20_02373","DL17_193","G_20_02373","BELUGA","Delphinapterus","leucas",NA,NA,"M","NEH","Akulivik",NA,NA,2018,"10",20,"Akulivik",NA,"M","qPCR","C_Bonnet","ADN_20_03312","HL003","librairie_143_haplotypes615"
"S_20_02374","DL17_194","G_20_02374","BELUGA","Delphinapterus","leucas",NA,NA,"M","NEH","Akulivik",NA,NA,2018,"10",20,"Akulivik",NA,"M","qPCR","S_Guillou","ADN_20_03313","HL001","librairie_143_haplotypes615"
"S_20_02375","DL17_232","G_20_02375","BELUGA","Delphinapterus","leucas",NA,NA,"F","SEH","Inukjuak",NA,NA,2018,"6",23,"Inukjuak",NA,"F","qPCR","S_Guillou","ADN_20_03315","HL016","librairie_143_haplotypes615"
"S_20_02376","DL17_275","G_20_02376","BELUGA","Delphinapterus","leucas",NA,NA,"F","LON","Long_Island",NA,NA,2018,"10",22,"Kuujjuaraapik",NA,"F","qPCR","S_Guillou","ADN_20_03318","HL072","librairie_143_haplotypes615"
"S_20_02377","DL17_363","G_20_02377","BELUGA","Delphinapterus","leucas",NA,NA,"M","SHS","Kangiqsujuaq","61.598","-71.96",2018,"7",16,"Kangiqsujuaq",NA,"M","qPCR","S_Guillou","ADN_20_04525","HL008","librairie_143_haplotypes615"
