"Numero_unique_specimen","Type_analyse","Annee_envoi","No_soumission_GQ","No_plaque_envoi","No_puits_envoi","Nom_projet","Numero_unique_groupe","Numero_reception_specimen","Nom_commun","Genre","Espece","Couleur_individu","Age","Sexe_visuel","Region_echantillonnage","Lieu_echantillonnage","Latitude_echantillonnage_DD","Longitude_echantillonnage_DD","Annee_echantillonnage","Mois_echantillonnage","Jour_echantillonnage","Communaute","Nom_chasseur","Sexe_laboratoire","Technique_sexage","Responsable_sexage","Numero_unique_extrait","Haplotype","Librairie_ref"
"S_20_03876","WGS",2021,"SCI034751","PE_21_00074","E04","MOBELS","G_20_03876","ARSQ_05_1108","BELUGA","Delphinapterus","leucas",NA,20,"M","SAN","Sanikiluaq",NA,NA,2005,"5",28,"Sanikiluaq",NA,"M","qPCR","S_Guillou","ADN_20_05280","HL038","librairie_143_haplotypes615"
"S_20_03881","WGS",2021,"SCI034751","PE_21_00074","C03","MOBELS","G_20_03881","ARSQ_05_1119","BELUGA","Delphinapterus","leucas",NA,26,"M","SAN","Sanikiluaq",NA,NA,2005,"5",11,"Sanikiluaq",NA,"M","qPCR","S_Guillou","ADN_20_05285","HL114","librairie_143_haplotypes615"
"S_20_03951","WGS",2021,"SCI034751","PE_21_00074","D01","MOBELS","G_20_03951","ARSQ_13_1135","BELUGA","Delphinapterus","leucas",NA,NA,NA,"SAN","Sanikiluaq",NA,NA,2013,NA,NA,"Sanikiluaq",NA,"M","qPCR","S_Guillou","ADN_20_05353","HL001","librairie_143_haplotypes615"
"S_20_03952","WGS",2021,"SCI034751","PE_21_00074","F12","MOBELS","G_20_03952","ARSQ_13_1139","BELUGA","Delphinapterus","leucas",NA,NA,NA,"SAN","Sanikiluaq",NA,NA,2013,NA,NA,"Sanikiluaq",NA,"M","qPCR","S_Guillou","ADN_20_05354","HL001","librairie_143_haplotypes615"
"S_20_03968","WGS",2021,"SCI034751","PE_21_00074","A04","MOBELS","G_20_03968","ARSQ_18_1677","BELUGA","Delphinapterus","leucas",NA,NA,"F","SAN","Wiegand_Island","56.73242","-79.25686",2018,"6",1,"Sanikiluaq",NA,"F","qPCR","S_Guillou","ADN_20_05370","HL098","librairie_143_haplotypes615"
"S_20_03971","WGS",2021,"SCI034751","PE_21_00074","G05","MOBELS","G_20_03971","ARSQ_18_1673","BELUGA","Delphinapterus","leucas",NA,NA,"F","SAN","Wiegand_Island","56.68461","-79.24886",2018,"6",11,"Sanikiluaq",NA,"M","qPCR","S_Guillou","ADN_20_05373","HL035","librairie_143_haplotypes615"
"S_20_04005","WGS",2021,"SCI034751","PE_21_00074","B02","MOBELS","G_20_04005","ARSQ_16_1503","BELUGA","Delphinapterus","leucas",NA,NA,"F","SAN","Sanikiluaq","56.37045","-79.45097",2016,"6",28,"Sanikiluaq",NA,"F","qPCR","S_Guillou","ADN_20_05407",NA,"librairie_143_haplotypes615"
"S_20_04021","WGS",2021,"SCI034751","PE_21_00074","H04","MOBELS","G_20_04021","ARSQ_16_1478","BELUGA","Delphinapterus","leucas",NA,NA,"M","SAN","Sanikiluaq","56.31667","-79.46667",2016,"6",28,"Sanikiluaq","Lucassie_Ippak","M","qPCR","S_Guillou","ADN_20_05422",NA,"librairie_143_haplotypes615"
"S_20_04029","WGS",2021,"SCI034751","PE_21_00074","H01","MOBELS","G_20_04029","ARSQ_16_1483","BELUGA","Delphinapterus","leucas",NA,15,"M","SAN","Sanikiluaq","56.558","-79.45475",2016,"7",1,"Sanikiluaq","Lucassie_Ippak","M","qPCR","S_Guillou","ADN_20_05430",NA,"librairie_143_haplotypes615"
"S_20_04033","WGS",2021,"SCI034751","PE_21_00074","B04","MOBELS","G_20_04033","ARSQ_17_1628","BELUGA","Delphinapterus","leucas",NA,53,NA,"SAN","Renouf_island","56.55162","-79.12278",2017,"5",26,"Sanikiluaq","Lucassie_Ippak","M","qPCR","S_Guillou","ADN_20_05434","HL076","librairie_143_haplotypes615"
"S_20_04034","WGS",2021,"SCI034751","PE_21_00074","E05","MOBELS","G_20_04034","ARSQ_17_1627","BELUGA","Delphinapterus","leucas",NA,25,"M","SAN","Sanikiluaq",NA,NA,2017,"5",23,"Sanikiluaq","Simeonie_Kavik","M","qPCR","S_Guillou","ADN_20_05435","HL008","librairie_143_haplotypes615"
"S_20_04048","WGS",2021,"SCI034751","PE_21_00074","E10","MOBELS","G_20_04048","ARSQ_17_1632","BELUGA","Delphinapterus","leucas",NA,63,"M","SAN","Wiegand_Island","56.64667","-79.23889",2017,"10",11,"Sanikiluaq","Danny_Kavik","M","qPCR","S_Guillou","ADN_20_05449","HL035","librairie_143_haplotypes615"
"S_20_04076","WGS",2021,"SCI034751","PE_21_00074","F04","MOBELS","G_20_04076","ARSQ_20_1707","BELUGA","Delphinapterus","leucas",NA,NA,"M","SAN","Belcher Island","56.620579999999997","-79.370699999999999",2020,"5",25,"Sanikiluaq",NA,"F","qPCR","S_Guillou","ADN_20_05477","HL026","librairie_143_haplotypes615"
"S_20_04087","WGS",2021,"SCI034751","PE_21_00074","A02","MOBELS","G_20_04087","ARSQ_20_1719","BELUGA","Delphinapterus","leucas",NA,NA,"F","SAN","Sanikiluaq","56.365789999999997","-79.088089999999994",2020,"6",3,"Sanikiluaq",NA,"F","qPCR","S_Guillou","ADN_20_05488","HL004","librairie_143_haplotypes615"
"S_20_04091","WGS",2021,"SCI034751","PE_21_00074","G10","MOBELS","G_20_04091","ARSQ_21_1549","BELUGA","Delphinapterus","leucas",NA,NA,NA,"SAN","Sanikiluaq","55.98817288","-79.255792909999997",2020,"1",21,"Sanikiluaq",NA,"F","qPCR","S_Guillou","ADN_20_05492","HL048","librairie_143_haplotypes615"
"S_20_04095","WGS",2021,"SCI034751","PE_21_00074","G04","MOBELS","G_20_04095","ARRE_2007_1167","BELUGA","Delphinapterus","leucas",NA,12,"M","RES","Resolute_Bay",NA,NA,2007,"9",7,"Resolute","Jeff_Amarualik","M","qPCR","S_Guillou","ADN_20_05496","HL001","librairie_143_haplotypes615"
"S_20_04096","WGS",2021,"SCI034751","PE_21_00074","E02","MOBELS","G_20_04096","ARRE_2007_1169","BELUGA","Delphinapterus","leucas",NA,44,NA,"RES","Resolute_Bay",NA,NA,2007,"9",1,"Resolute","Peter_Amarualik_Jr","M","qPCR","S_Guillou","ADN_20_05497","HL003","librairie_143_haplotypes615"
"S_20_04103","WGS",2021,"SCI034751","PE_21_00074","B12","MOBELS","G_20_04103","IQ_148","BELUGA","Delphinapterus","leucas",NA,10,"M","NHB","Repulse_Bay",NA,NA,1995,"8",16,"Naujaat","Jonah_Siusangnark","M","qPCR","S_Guillou","ADN_20_05504","HL003","librairie_143_haplotypes615"
"S_20_04111","WGS",2021,"SCI034751","PE_21_00074","A07","MOBELS","G_20_04111","B97_380","BELUGA","Delphinapterus","leucas",NA,44,"F","NHB","Aivilik","66.5109011","-86.3219611",1997,"9",16,"Naujaat","JOHN_MIVALUTANAR","M","qPCR","S_Guillou","ADN_20_05512","HL003","librairie_143_haplotypes615"
"S_20_04124","WGS",2021,"SCI034751","PE_21_00074","B08","MOBELS","G_20_04124","ARRE_2008_1197","BELUGA","Delphinapterus","leucas",NA,40,NA,"RES","South_Camp_Beach",NA,NA,2008,"9",23,"Resolute","Simon_Idlout","F","qPCR","S_Guillou","ADN_20_05525","HL055","librairie_143_haplotypes615"
"S_20_01594","WGS",2021,"SCI034751","PE_21_00074","A05","MOBELS","G_20_01594","ARAR_2009_1214","BELUGA","Delphinapterus","leucas",NA,NA,"F","NWH","Arviat_McConnell_River",NA,NA,2009,"7",26,"Arviat","Paul_Pamik","F","qPCR","S_Guillou","ADN_20_05871","HL026","librairie_143_haplotypes615"
"S_20_01597","WGS",2021,"SCI034751","PE_21_00074","H07","MOBELS","G_20_01597","ARPG84_17","BELUGA","Delphinapterus","leucas",NA,25,"M","CSB","Clearwater_Fiord",NA,NA,1984,"8",16,"Pangnirtung",NA,"M","qPCR","S_Guillou","ADN_20_05878","HL024","librairie_143_haplotypes615"
"S_20_01574","WGS",2021,"SCI034751","PE_21_00074","C09","MOBELS","G_20_01574","ARSQ_xx_1762","BELUGA","Delphinapterus","leucas",NA,NA,NA,"SAN","Sanikiluaq",NA,NA,2021,NA,NA,"Sanikiluaq","Entrapment","F","qPCR","S_Guillou","ADN_20_05902","HL060","librairie_143_haplotypes615"
"S_20_01555","WGS",2021,"SCI034751","PE_21_00074","H03","MOBELS","G_20_01555","ARAR_2014_1318","BELUGA","Delphinapterus","leucas",NA,43,"M","NWH","Point_Amarualik",NA,NA,2014,"8",23,"Arviat","Jackson_Arualak","F","qPCR","S_Guillou","ADN_20_05927","HL003","librairie_143_haplotypes615"
"S_20_01553","WGS",2021,"SCI034751","PE_21_00074","C02","MOBELS","G_20_01553","ARAR_2011_1269","BELUGA","Delphinapterus","leucas",NA,32,"M","NWH","Wolf_Esker_Reef",NA,NA,2011,"8",9,"Arviat","Tony_Atatsiak","M","qPCR","S_Guillou","ADN_20_05929","HL026","librairie_143_haplotypes615"
"S_20_01551","WGS",2021,"SCI034751","PE_21_00074","G01","MOBELS","G_20_01551","ARAR_2010_1238","BELUGA","Delphinapterus","leucas",NA,NA,"M","NWH","Arviat_McConnell_River","60.43613","-94.2353",2010,"7",28,"Arviat","Aaron_Puredlik","M","qPCR","S_Guillou","ADN_20_05933","HL014","librairie_143_haplotypes615"
"S_20_01388","WGS",2021,"SCI034751","PE_21_00074","C08","MOBELS","G_20_01388","ARCH_2001_1113","BELUGA","Delphinapterus","leucas",NA,26,"M","NHB","Native_Point",NA,NA,2001,"7",27,"Coral Harbour","Johnny_Nin","M","qPCR","S_Guillou","ADN_20_00934",NA,"librairie_143_haplotypes615"
"S_20_03503","WGS",2021,"SCI034751","PE_21_00074","C05","MOBELS","G_20_03503","B96_021","BELUGA","Delphinapterus","leucas",NA,11,"M","NHS","Near_Kimmirut_Just_Island",NA,NA,1996,"11",23,"Kimmirut","SANDY_AKAVAK","M","qPCR","S_Guillou","ADN_20_05981","HL127","librairie_143_haplotypes615"
"S_20_03736","WGS",2021,"SCI034751","PE_21_00074","F03","MOBELS","G_20_03736","ARSQ_11_E_1004","BELUGA","Delphinapterus","leucas",NA,NA,NA,"SAN","Sanikiluaq_Belcher Islands",NA,NA,2011,NA,NA,"Sanikiluaq",NA,"F","qPCR","S_Guillou","ADN_20_05988","HL022","librairie_143_haplotypes615"
"S_20_03827","WGS",2021,"SCI034751","PE_21_00074","D10","MOBELS","G_20_03827","B93_97_SQ","BELUGA","Delphinapterus","leucas",NA,52,"M","SAN","Sanikiluaq",NA,NA,1993,"6",16,"Sanikiluaq",NA,"M","qPCR","S_Guillou","ADN_20_06004","HL001","librairie_143_haplotypes615"
"S_20_03505","WGS",2021,"SCI034748","PE_21_00075","E04","MOBELS","G_20_03505","ARJB_10_1001","BELUGA","Delphinapterus","leucas",NA,NA,NA,"JAM","James_Bay",NA,NA,2010,"8",NA,NA,NA,"M","qPCR","S_Guillou","ADN_20_00983","HL008","librairie_143_haplotypes615"
"S_20_00742","WGS",2021,"SCI034748","PE_21_00075","F06","MOBELS","G_20_00742","ARSQ_04_A","BELUGA","Delphinapterus","leucas",NA,27,NA,"SAN","Sanikiluaq",NA,NA,2004,NA,NA,"Sanikiluaq",NA,"F","qPCR","S_Guillou","ADN_20_00990",NA,"librairie_143_haplotypes615"
"S_20_00809","WGS",2021,"SCI034748","PE_21_00075","H07","MOBELS","G_20_00809","NQ02_4149","BELUGA","Delphinapterus","leucas",NA,NA,"F","JAM","Bear_Island_Baie_James","54.2","-81",2002,"9",7,"Inukjuak",NA,"F","qPCR","S_Guillou","ADN_20_01031","HL001","librairie_143_haplotypes615"
"S_20_00810","WGS",2021,"SCI034748","PE_21_00075","D10","MOBELS","G_20_00810","NQ02_4150","BELUGA","Delphinapterus","leucas",NA,NA,"M","JAM","Bear_Island_Baie_James","54.2","-81",2002,"9",7,"Inukjuak",NA,"F","qPCR","S_Guillou","ADN_20_01032","HL001","librairie_143_haplotypes615"
"S_20_00719","WGS",2021,"SCI034748","PE_21_00075","D07","MOBELS","G_20_00719","ARSQ_2004_6","BELUGA","Delphinapterus","leucas",NA,NA,NA,"SAN","Sanikiluaq","56.103110000000001","-79.333529999999996",2005,"5",19,"Sanikiluaq",NA,"F","qPCR","S_Guillou","ADN_20_01105","HL037","librairie_143_haplotypes615"
"S_20_03522","WGS",2021,"SCI034748","PE_21_00075","F07","MOBELS","G_20_03522","PGDL_02_05","BELUGA","Delphinapterus","leucas",NA,NA,"M","CSB","Pangnirtung_West_Cumberland_Sound","65.24083333","-66.65805556",2002,"7",NA,"Pangnirtung",NA,"M","qPCR","S_Guillou","ADN_20_01137","HL003","librairie_143_haplotypes615"
"S_20_03447","WGS",2021,"SCI034748","PE_21_00075","E12","MOBELS","G_20_03447","DL2009JB_04","BELUGA","Delphinapterus","leucas",NA,NA,"F","JAM","Pointe_de_Repentigny_James_Bay","52.64","-78.856",2009,"8",1,"DFO_MPO",NA,"F","qPCR","S_Guillou","ADN_20_01167","HL008","librairie_143_haplotypes615"
"S_20_03515","WGS",2021,"SCI034748","PE_21_00075","D08","MOBELS","G_20_03515","ARCHL_15_128157","BELUGA","Delphinapterus","leucas",NA,NA,"F","NWH","Churchill",NA,NA,2015,"7",12,"Churchill",NA,"M","qPCR","S_Guillou","ADN_20_01172",NA,"librairie_143_haplotypes615"
"S_20_03517","WGS",2021,"SCI034748","PE_21_00075","E06","MOBELS","G_20_03517","ARCHL_15_128160","BELUGA","Delphinapterus","leucas",NA,NA,"F","NWH","Churchill",NA,NA,2015,"8",8,"Churchill",NA,"F","qPCR","S_Guillou","ADN_20_01174","HL001","librairie_143_haplotypes615"
"S_20_01022","WGS",2021,"SCI034748","PE_21_00075","B03","MOBELS","G_20_01022","ARHU97_062","BELUGA","Delphinapterus","leucas",NA,5,"F","NWH","Whale_Cove",NA,NA,1997,"8",10,"Whale Cove","L_OKALIK","F","qPCR","S_Guillou","ADN_20_04694","HL004","librairie_143_haplotypes615"
"S_20_01079","WGS",2021,"SCI034748","PE_21_00075","A02","MOBELS","G_20_01079","ARCI_99_1019","BELUGA","Delphinapterus","leucas",NA,17,NA,"NWH","Chesterfield_Inlet",NA,NA,1999,"9",NA,"Chesterfield Inlet",NA,"F","qPCR","S_Guillou","ADN_20_02053","HL001","librairie_143_haplotypes615"
"S_20_00681","WGS",2021,"SCI034748","PE_21_00075","C07","MOBELS","G_20_00681","ARAR_99_1037","BELUGA","Delphinapterus","leucas",NA,26,"M","NWH","Arviat_McConnel River",NA,NA,1999,"8",11,"Arviat",NA,"U","qPCR","C_Bonnet","ADN_20_01484","HL004","librairie_143_haplotypes615"
"S_20_00781","WGS",2021,"SCI034748","PE_21_00075","B09","MOBELS","G_20_00781","ARPG_07_1317","BELUGA","Delphinapterus","leucas",NA,13,"F","CSB","Pangnirtung",NA,NA,2007,"7",4,"Pangnirtung","Joetie_Papatsie","F","qPCR","C_Bonnet","ADN_20_00986","HL003","librairie_143_haplotypes615"
"S_20_01218","WGS",2021,"SCI034748","PE_21_00075","C09","MOBELS","G_20_01218","ARPG_07_1323","BELUGA","Delphinapterus","leucas",NA,16,"F","CSB","Pangnirtung_Kangilo_Fjord",NA,NA,2007,NA,NA,"Pangnirtung",NA,"F","qPCR","S_Guillou","ADN_20_00987",NA,"librairie_143_haplotypes615"
"S_20_00785","WGS",2021,"SCI034748","PE_21_00075","B12","MOBELS","G_20_00785","ARPG_06_01","BELUGA","Delphinapterus","leucas",NA,NA,NA,"CSB","Pangnirtung",NA,NA,2006,"7",18,"Pangnirtung",NA,"F","qPCR","S_Guillou","ADN_20_00989","HL003","librairie_143_haplotypes615"
"S_20_00744","WGS",2021,"SCI034748","PE_21_00075","F09","MOBELS","G_20_00744","ARSQ_02_1010","BELUGA","Delphinapterus","leucas",NA,25,"M","SAN","Sanikiluaq",NA,NA,2002,"5",30,"Sanikiluaq","Charle_Sala","M","qPCR","S_Guillou","ADN_20_02287","HL022","librairie_143_haplotypes615"
"S_20_00743","WGS",2021,"SCI034748","PE_21_00075","H11","MOBELS","G_20_00743","ARSQ_02_1034","BELUGA","Delphinapterus","leucas",NA,27,NA,"SAN",NA,NA,NA,2002,NA,NA,"Sanikiluaq",NA,"M","qPCR","S_Guillou","ADN_20_02288",NA,"librairie_143_haplotypes615"
"S_20_00730","WGS",2021,"SCI034748","PE_21_00075","H09","MOBELS","G_20_00730","ARSQ_02_1035","BELUGA","Delphinapterus","leucas",NA,30,"M","SAN","Sanikiluaq",NA,NA,2002,"5",NA,"Sanikiluaq",NA,"M","qPCR","S_Guillou","ADN_20_02289","HL038","librairie_143_haplotypes615"
"S_20_00739","WGS",2021,"SCI034748","PE_21_00075","C10","MOBELS","G_20_00739","ARSQ_02_1037","BELUGA","Delphinapterus","leucas",NA,18,"M","SAN","Sanikiluaq",NA,NA,2002,"5",NA,"Sanikiluaq",NA,"M","qPCR","C_Bonnet","ADN_20_02291","HL001","librairie_143_haplotypes615"
"S_20_00727","WGS",2021,"SCI034748","PE_21_00075","D05","MOBELS","G_20_00727","ARSQ_02_1038","BELUGA","Delphinapterus","leucas",NA,25,NA,"SAN","Sanikiluaq",NA,NA,2002,"5",30,"Sanikiluaq",NA,"M","qPCR","S_Guillou","ADN_20_02292","HL032","librairie_143_haplotypes615"
"S_20_03509","WGS",2021,"SCI034748","PE_21_00075","E10","MOBELS","G_20_03509","ARPG_07_01","BELUGA","Delphinapterus","leucas",NA,NA,"F","CSB","Pangnirtung","66.2689","-67.1083",2007,"7",12,"Pangnirtung",NA,"F","qPCR","C_Bonnet","ADN_20_01163","HL040","librairie_143_haplotypes615"
"S_20_00664","WGS",2021,"SCI034748","PE_21_00075","G10","MOBELS","G_20_00664","ARPG_05_1232","BELUGA","Delphinapterus","leucas",NA,31,"M","CSB","Pangnirtung_Bon_Accord","65.216271","-65.750172",2005,"8",4,"Pangnirtung","Jimmy_Qaqasiq","M","qPCR","S_Guillou","ADN_20_04647","HL003","librairie_143_haplotypes615"
"S_20_03511","WGS",2021,"SCI034748","PE_21_00075","G12","MOBELS","G_20_03511","ARPG_02_1076","BELUGA","Delphinapterus","leucas",NA,41,"M","CSB","Pangnirtung",NA,NA,2002,"7",NA,"Pangnirtung",NA,"M","qPCR","C_Bonnet","ADN_20_01147","HL128","librairie_143_haplotypes615"
"S_20_00663","WGS",2021,"SCI034748","PE_21_00075","B11","MOBELS","G_20_00663","ARPG_02_1075","BELUGA","Delphinapterus","leucas",NA,27,NA,"CSB","Pangnirtung_Bon_Accord",NA,NA,2002,"7",22,"Pangnirtung",NA,"M","qPCR","C_Bonnet","ADN_20_01146","HL022","librairie_143_haplotypes615"
"S_20_01418","WGS",2021,"SCI034748","PE_21_00075","D11","MOBELS","G_20_01418","ARPG_02_1181","BELUGA","Delphinapterus","leucas",NA,23,"F","CSB","Pangnirtung_Cumberland_Sound",NA,NA,2002,"7",22,"Pangnirtung",NA,"F","qPCR","C_Bonnet","ADN_20_01150","HL022","librairie_143_haplotypes615"
"S_20_01178","WGS",2021,"SCI034748","PE_21_00075","F11","MOBELS","G_20_01178","DL19_045","BELUGA","Delphinapterus","leucas","White",28,NA,"UNG","Leaf_Bay",NA,NA,2019,"7",26,"Tasiujaq","Lazarusie_Angnatuk","F","qPCR","S_Guillou","ADN_20_02193","HL003","librairie_143_haplotypes615"
"S_20_01179","WGS",2021,"SCI034748","PE_21_00075","G11","MOBELS","G_20_01179","DL19_046","BELUGA","Delphinapterus","leucas","Grey",7,NA,"UNG","Leaf_Bay",NA,NA,2019,"8",14,"Tasiujaq","Stanley_Cain","M","qPCR","S_Guillou","ADN_20_02194","HL001","librairie_143_haplotypes615"
"S_20_01180","WGS",2021,"SCI034748","PE_21_00075","C11","MOBELS","G_20_01180","DL19_054","BELUGA","Delphinapterus","leucas","Grey",19,NA,"UNG","Cap_Qalirusiq",NA,NA,2019,"7",26,"Tasiujaq","Mathew_Berthe","F","qPCR","S_Guillou","ADN_20_02196","HL042","librairie_143_haplotypes615"
"S_20_01680","WGS",2021,"SCI034748","PE_21_00075","C12","MOBELS","G_20_01680","DL19_106","BELUGA","Delphinapterus","leucas","Grey",12,NA,"SHS","Nuvuk","61.078","-69.553",2019,"6",9,"Quaqtaq","Willie_Jararuse","M","qPCR","S_Guillou","ADN_20_02203","HL014","librairie_143_haplotypes615"
"S_20_01699","WGS",2021,"SCI034748","PE_21_00075","D12","MOBELS","G_20_01699","DL19_107","BELUGA","Delphinapterus","leucas","Grey",15,NA,"SHS","Nuvuk","61.078","-69.553",2019,"6",9,"Quaqtaq","Willie_Jararuse","M","qPCR","S_Guillou","ADN_20_02204","HL015","librairie_143_haplotypes615"
"S_20_01644","WGS",2021,"SCI034748","PE_21_00075","H12","MOBELS","G_20_01644","DL19_111","BELUGA","Delphinapterus","leucas","Grey",16,NA,"SHS","Nuvuk","61.078","-69.553",2019,"6",10,"Quaqtaq","Willie_Jararuse","U","qPCR","C_Bonnet","ADN_20_02208","HL008","librairie_143_haplotypes615"
"S_20_00698","WGS",2021,"SCI034748","PE_21_00075","H05","MOBELS","G_20_00698","ARJB_10_1002","BELUGA","Delphinapterus","leucas",NA,NA,NA,"JAM","James_Bay",NA,NA,2010,"8",12,NA,NA,"U","qPCR","S_Guillou","ADN_20_00984","HL003","librairie_143_haplotypes615"
"S_20_00712","WGS",2021,"SCI034748","PE_21_00075","G09","MOBELS","G_20_00712","JBDL_07_04","BELUGA","Delphinapterus","leucas",NA,NA,"F","JAM","Pointe_de_Repentigny","52.64","-78.856",2007,"8",14,"DFO_MPO",NA,"F","qPCR","C_Bonnet","ADN_20_00974","HL008","librairie_143_haplotypes615"
"S_20_02719","WGS",2021,"SCI034748","PE_21_00075","A07","MOBELS","G_20_02719","DL_9238","BELUGA","Delphinapterus","leucas",NA,41,"F","SHS","Nuvuk","61.164","-69.639",2007,"6",22,"Kuujjuaq",NA,"F","qPCR","S_Guillou","ADN_20_02564","HL003","librairie_143_haplotypes615"
"S_20_00905","WGS",2021,"SCI034748","PE_21_00075","G08","MOBELS","G_20_00905","NQ03_5015","BELUGA","Delphinapterus","leucas",NA,NA,NA,"SHS","Falaise_Innijuaq","62.425","-75.4194444444444",2003,"6",28,"Salluit",NA,"M","qPCR","S_Guillou","ADN_20_02725","HL011","librairie_143_haplotypes615"
"S_20_02927","WGS",2021,"SCI034748","PE_21_00075","B08","MOBELS","G_20_02927","DL18_112","BELUGA","Delphinapterus","leucas",NA,NA,"F","SHS","Nuvuk",NA,NA,2018,"7",8,"Quaqtaq",NA,"F","qPCR","S_Guillou","ADN_20_03983","HL008","librairie_143_haplotypes615"
"S_20_02024","WGS",2021,"SCI034748","PE_21_00075","A12","MOBELS","G_20_02024","DL13_213","BELUGA","Delphinapterus","leucas",NA,NA,"M","SHS","Fairway_Island","62.433","-78.032",2013,"10",25,"Akulivik",NA,"M","qPCR","S_Guillou","ADN_20_04097","HL001","librairie_143_haplotypes615"
"S_20_02138","WGS",2021,"SCI034748","PE_21_00075","H10","MOBELS","G_20_02138","DL00219","BELUGA","Delphinapterus","leucas",NA,NA,"F","SHS","Quaqtaq","61.0463","-69.6339",2002,"11",3,"Quaqtaq",NA,"M","qPCR","S_Guillou","ADN_20_04117","HL001","librairie_143_haplotypes615"
"S_20_03257","WGS",2021,"SCI034748","PE_21_00075","G07","MOBELS","G_20_03257","DL_7080","BELUGA","Delphinapterus","leucas",NA,25,"F","SHS","Salluit_Fjord","62.22","-75.673",2005,"6",20,"Salluit",NA,"F","qPCR","S_Guillou","ADN_20_04236","HL003","librairie_143_haplotypes615"
"S_20_02537","WGS",2021,"SCI034748","PE_21_00075","F12","MOBELS","G_20_02537","unidentified_kangirsuk_2004_1of4","BELUGA","Delphinapterus","leucas",NA,38,NA,"SHS","Camp_Imilimmiut","60.817","-69.436",2004,"7",7,"Kangirsuk",NA,"F","qPCR","S_Guillou",NA,NA,NA
"S_20_02539","WGS",2021,"SCI034748","PE_21_00075","G04","MOBELS","G_20_02539","unidentified_kangirsuk_2004_3of4","BELUGA","Delphinapterus","leucas",NA,5,NA,"SHS","Camp_Imilimmiut","60.817","-69.436",2004,"7",7,"Kangirsuk",NA,"F","qPCR","S_Guillou","ADN_20_01571","HL003","librairie_143_haplotypes615"
"S_20_03550","WGS",2021,"SCI034748","PE_21_00075","B04","MOBELS","G_20_03550","B2017_18","BELUGA","Delphinapterus","leucas","White_and_Grey",NA,NA,"SHS","Tullirak",NA,NA,2017,"10",29,"Quaqtaq","Junior_Tukkiapik","M","qPCR","C_Bonnet","ADN_20_04538","HL002","librairie_143_haplotypes615"
"S_20_01230","WGS",2021,"SCI034748","PE_21_00075","C01","MOBELS","G_20_01230","ARAR_2009_1223","BELUGA","Delphinapterus","leucas",NA,NA,"M","NWH","Arviat",NA,NA,2009,"8",20,"Arviat","Detrick_Momgork","M","qPCR","S_Guillou","ADN_20_04617","HL003","librairie_143_haplotypes615"
"S_20_01322","WGS",2021,"SCI034748","PE_21_00075","D03","MOBELS","G_20_01322","ARHU97_063","BELUGA","Delphinapterus","leucas",NA,10,"F","NWH","Whale_Cove",NA,NA,1997,"8",9,"Whale Cove","L_OKALIK","M","qPCR","S_Guillou","ADN_20_04692","HL060","librairie_143_haplotypes615"
"S_20_01298","WGS",2021,"SCI034748","PE_21_00075","D04","MOBELS","G_20_01298","ARAR_1999_1015","BELUGA","Delphinapterus","leucas",NA,25,"F","NWH","Arviat",NA,NA,1999,"8",19,"Arviat","James_Karejaq","F","qPCR","S_Guillou","ADN_20_04722","HL003","librairie_143_haplotypes615"
"S_20_01290","WGS",2021,"SCI034748","PE_21_00075","B01","MOBELS","G_20_01290","ARAR_1999_1020","BELUGA","Delphinapterus","leucas",NA,38,"F","NWH","Sannirut",NA,NA,1999,"8",19,"Arviat","Louis_Irkok","F","qPCR","S_Guillou","ADN_20_04730","HL016","librairie_143_haplotypes615"
"S_20_01279","WGS",2021,"SCI034748","PE_21_00075","H08","MOBELS","G_20_01279","ARCH_2000_1045","BELUGA","Delphinapterus","leucas",NA,18,"F","NHB","Coral_Harbour_Bear_Island",NA,NA,2000,"8",25,"Coral Harbour","Noel_Kaludjak","M","qPCR","S_Guillou","ADN_20_04743",NA,"librairie_143_haplotypes615"
"S_20_01375","WGS",2021,"SCI034748","PE_21_00075","F04","MOBELS","G_20_01375","ARAR_1999_1029","BELUGA","Delphinapterus","leucas",NA,18,"F","NWH","Arviat",NA,NA,1999,"8",NA,"Arviat","Peter_Mikeeuneak","M","qPCR","S_Guillou","ADN_20_04755","HL084","librairie_143_haplotypes615"
"S_20_01363","WGS",2021,"SCI034748","PE_21_00075","C08","MOBELS","G_20_01363","ARAR_2014_1320","BELUGA","Delphinapterus","leucas",NA,39,"F","NWH","Arviaraajut",NA,NA,2014,"7",30,"Arviat","Jackson_Arualak","F","qPCR","S_Guillou","ADN_20_04776","HL015","librairie_143_haplotypes615"
"S_20_01346","WGS",2021,"SCI034748","PE_21_00075","D02","MOBELS","G_20_01346","ARLH_2002_1198","BELUGA","Delphinapterus","leucas",NA,22,"F","NHS",NA,NA,NA,2002,"10",NA,"Kimmirut",NA,"F","qPCR","S_Guillou","ADN_20_04793","HL012","librairie_143_haplotypes615"
"S_20_01329","WGS",2021,"SCI034748","PE_21_00075","C05","MOBELS","G_20_01329","ARPG_2001_1038","BELUGA","Delphinapterus","leucas",NA,13,"F","CSB",NA,NA,NA,2001,"7",9,"Pangnirtung","Noah_Khulutaq","F","qPCR","S_Guillou","ADN_20_04816","HL021","librairie_143_haplotypes615"
